market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders
3.0,2015-02-14 05:34:07,2015-02-14 06:15:13,211,4,5.0,2,2500,2,600,1900,17.0,13.0,12.0
3.0,2015-02-06 03:03:15,2015-02-06 03:43:43,211,4,5.0,3,3300,3,600,1800,38.0,37.0,43.0
3.0,2015-02-17 01:14:22,2015-02-17 01:52:26,211,4,5.0,4,5100,4,500,1900,16.0,16.0,26.0
3.0,2015-02-01 04:39:28,2015-02-01 05:08:39,211,4,5.0,4,3500,4,600,1200,20.0,29.0,33.0
3.0,2015-01-23 00:38:47,2015-01-23 00:59:51,211,4,5.0,3,3500,3,500,1900,16.0,5.0,5.0
3.0,2015-01-22 20:31:45,2015-01-22 21:17:51,211,4,5.0,2,3600,1,1800,1800,21.0,21.0,21.0
3.0,2015-01-26 22:22:56,2015-01-26 22:54:35,211,4,5.0,7,9000,7,600,2400,15.0,12.0,11.0
3.0,2015-02-10 03:05:36,2015-02-10 03:38:43,211,4,5.0,3,4709,3,1197,1596,34.0,29.0,30.0
3.0,2015-01-23 21:06:30,2015-01-23 21:41:57,211,4,5.0,2,2800,2,1000,1800,21.0,23.0,24.0
3.0,2015-01-25 02:16:56,2015-01-25 02:58:53,211,4,5.0,10,9800,6,600,1200,39.0,37.0,37.0
3.0,2015-01-28 03:31:13,2015-01-28 04:31:26,211,4,5.0,2,2800,2,1000,1800,21.0,23.0,27.0
3.0,2015-01-31 01:44:15,2015-01-31 02:30:17,211,4,5.0,2,2800,2,1300,1500,26.0,25.0,24.0
3.0,2015-01-31 03:10:05,2015-01-31 04:05:54,211,4,5.0,6,5800,6,500,1500,30.0,31.0,46.0
3.0,2015-01-24 01:47:46,2015-01-24 02:20:15,211,4,5.0,6,5500,6,500,1300,35.0,31.0,28.0
3.0,2015-02-18 02:56:08,2015-02-18 03:31:40,211,4,5.0,3,3400,3,600,1900,34.0,34.0,36.0
3.0,2015-02-05 02:17:09,2015-02-05 02:52:06,211,4,5.0,4,4900,4,600,2400,33.0,33.0,33.0
3.0,2015-02-14 01:27:19,2015-02-14 02:02:00,211,4,5.0,3,6000,2,1200,2400,24.0,24.0,21.0
3.0,2015-02-17 00:11:00,2015-02-17 01:09:15,211,4,5.0,1,1800,1,1800,1800,11.0,11.0,13.0
3.0,2015-02-05 20:18:13,2015-02-05 20:54:39,211,4,5.0,2,3600,2,1200,2400,20.0,20.0,18.0
3.0,2015-02-04 21:57:23,2015-02-04 22:43:33,211,4,5.0,1,1800,1,1800,1800,14.0,9.0,9.0
4.0,2015-02-11 01:07:54,2015-02-11 01:48:15,211,59,1.0,5,4600,5,600,1200,12.0,13.0,14.0
3.0,2015-02-15 05:32:36,2015-02-15 06:25:38,211,4,5.0,2,1600,2,600,1000,13.0,13.0,16.0
3.0,2015-02-06 22:41:27,2015-02-06 23:30:50,211,4,5.0,1,1500,1,1500,1500,12.0,14.0,15.0
3.0,2015-01-29 03:03:49,2015-01-29 03:38:45,211,4,5.0,4,5200,2,800,1800,35.0,30.0,29.0
2.0,2015-02-13 03:48:58,2015-02-13 04:26:51,211,57,2.0,4,2300,3,400,900,32.0,30.0,37.0
3.0,2015-02-15 02:16:23,2015-02-15 03:20:20,4976,20,4.0,4,3250,4,725,945,29.0,29.0,32.0
3.0,2015-02-12 02:36:17,2015-02-12 03:17:36,4976,20,1.0,5,2943,4,199,945,20.0,19.0,18.0
3.0,2015-02-07 02:12:18,2015-02-07 02:48:56,4976,20,1.0,6,3628,5,199,945,34.0,23.0,18.0
3.0,2015-01-25 02:30:24,2015-01-25 03:30:19,4976,20,1.0,4,2595,4,450,875,25.0,24.0,28.0
3.0,2015-01-30 02:59:15,2015-01-30 03:38:45,4976,20,1.0,3,2355,3,475,935,23.0,23.0,27.0
3.0,2015-01-31 02:57:36,2015-01-31 03:24:37,4496,47,1.0,3,1693,3,109,800,61.0,62.0,72.0
3.0,2015-01-26 02:51:14,2015-01-26 03:27:36,4496,47,1.0,3,1967,3,269,899,41.0,28.0,27.0
3.0,2015-02-01 01:47:43,2015-02-01 02:17:19,4496,47,1.0,3,2168,3,500,800,58.0,44.0,43.0
3.0,2015-01-27 00:45:03,2015-01-27 01:23:41,4496,47,1.0,3,1889,3,350,800,14.0,13.0,14.0
3.0,2015-02-12 02:35:53,2015-02-12 03:04:50,4496,47,1.0,2,1153,2,289,685,51.0,39.0,41.0
3.0,2015-02-07 01:25:26,2015-02-07 02:12:04,4496,47,1.0,2,1658,2,779,879,32.0,32.0,37.0
3.0,2015-02-14 02:34:01,2015-02-14 03:29:41,4496,47,1.0,5,3608,5,299,799,57.0,53.0,54.0
3.0,2015-01-24 03:27:33,2015-01-24 03:58:51,4496,47,1.0,1,978,1,799,799,60.0,52.0,49.0
3.0,2015-02-05 20:05:59,2015-02-05 21:39:16,4496,47,1.0,2,1706,2,749,789,23.0,23.0,23.0
3.0,2015-02-07 23:45:40,2015-02-08 00:37:08,4496,47,1.0,2,1150,2,350,800,17.0,13.0,13.0
3.0,2015-01-24 03:10:14,2015-01-24 04:00:39,4496,47,4.0,3,2600,3,685,800,60.0,59.0,56.0
3.0,2015-02-07 02:17:38,2015-02-07 03:00:59,4496,47,1.0,2,884,2,199,685,58.0,57.0,60.0
3.0,2015-01-29 18:56:20,2015-01-29 19:26:39,5770,60,3.0,1,975,1,975,975,2.0,2.0,1.0
3.0,2015-02-16 22:09:05,2015-02-16 23:11:11,5770,60,3.0,1,1125,1,975,975,7.0,7.0,7.0
3.0,2015-02-16 00:30:26,2015-02-16 01:50:42,5770,60,3.0,4,2600,4,150,1325,6.0,6.0,10.0
3.0,2015-01-22 18:37:17,2015-01-22 19:26:50,5770,60,3.0,1,975,1,975,975,4.0,3.0,4.0
3.0,2015-01-26 19:55:22,2015-01-26 21:19:06,5770,60,3.0,2,970,2,195,675,3.0,3.0,5.0
3.0,2015-01-23 05:00:44,2015-01-23 05:42:03,5770,60,3.0,2,970,2,195,675,4.0,5.0,5.0
3.0,2015-02-11 02:11:15,2015-02-11 02:58:00,5770,60,3.0,5,2475,3,150,975,7.0,8.0,5.0
2.0,2015-02-18 02:37:10,2015-02-18 03:17:06,5770,47,4.0,4,4800,2,675,1325,8.0,8.0,8.0
3.0,2015-02-08 04:58:25,2015-02-08 05:39:04,5770,60,3.0,3,1320,3,150,975,7.0,8.0,9.0
3.0,2015-01-31 23:45:47,2015-02-01 00:43:56,5770,60,3.0,4,1770,4,150,975,2.0,3.0,2.0
3.0,2015-02-07 20:39:43,2015-02-07 21:22:46,5770,60,3.0,3,3345,3,506,1479,19.0,10.0,4.0
3.0,2015-01-31 22:15:00,2015-01-31 23:17:13,5770,60,3.0,3,2100,3,150,1325,2.0,2.0,3.0
3.0,2015-02-14 23:37:41,2015-02-15 00:41:56,5770,60,3.0,4,1825,3,150,675,4.0,2.0,3.0
3.0,2015-02-03 22:01:36,2015-02-03 22:39:23,5770,60,3.0,1,975,1,975,975,4.0,2.0,3.0
3.0,2015-02-08 22:50:16,2015-02-08 23:16:59,5770,60,3.0,2,1950,1,975,975,4.0,4.0,4.0
3.0,2015-02-14 21:53:31,2015-02-14 22:27:08,5770,60,3.0,1,775,1,675,675,4.0,2.0,4.0
3.0,2015-02-05 01:04:53,2015-02-05 01:57:54,5770,60,3.0,3,2675,3,350,1325,4.0,4.0,4.0
3.0,2015-02-10 21:51:54,,5770,60,3.0,1,1125,1,975,975,7.0,5.0,4.0
3.0,2015-02-01 22:14:31,2015-02-01 23:19:55,5770,60,3.0,5,2100,4,150,675,6.0,6.0,7.0
3.0,2015-02-12 03:34:27,2015-02-12 04:10:35,5770,60,3.0,2,1550,1,675,675,9.0,6.0,6.0
3.0,2015-01-31 03:38:01,2015-01-31 04:14:25,5770,60,3.0,4,3150,2,350,975,7.0,10.0,10.0
3.0,2015-01-27 19:17:49,2015-01-27 20:03:09,5770,60,3.0,2,1350,1,675,675,3.0,3.0,2.0
3.0,2015-02-03 22:06:42,2015-02-03 22:36:44,5770,60,3.0,5,3675,4,175,1325,3.0,3.0,3.0
3.0,2015-01-24 21:08:29,2015-01-24 21:53:36,5770,60,3.0,1,775,1,675,675,4.0,3.0,1.0
3.0,2015-02-15 20:51:07,2015-02-15 21:47:12,5770,60,3.0,3,1850,3,350,975,6.0,6.0,7.0
3.0,2015-01-26 20:18:34,2015-01-26 21:54:44,5770,60,3.0,3,2925,2,675,1125,4.0,4.0,6.0
3.0,2015-02-17 19:12:06,2015-02-17 20:05:26,5770,60,3.0,2,1425,2,350,975,7.0,6.0,4.0
3.0,2015-01-29 18:57:00,2015-01-29 19:39:41,5770,60,3.0,3,1575,3,150,975,2.0,2.0,1.0
3.0,2015-02-05 03:08:33,2015-02-05 04:15:07,5770,60,3.0,5,5925,2,675,1325,8.0,8.0,11.0
3.0,2015-02-06 04:02:26,2015-02-06 04:48:03,5770,60,3.0,1,875,1,675,675,5.0,5.0,6.0
3.0,2015-01-22 19:54:02,2015-01-22 20:44:52,5770,60,3.0,9,3850,5,150,675,6.0,4.0,5.0
4.0,2015-02-18 02:26:21,2015-02-18 03:27:03,2798,62,3.0,6,9350,6,950,2800,108.0,100.0,154.0
4.0,2015-02-03 02:47:35,2015-02-03 04:10:33,2798,62,3.0,1,1400,1,1400,1400,72.0,72.0,144.0
4.0,2015-02-11 04:59:01,2015-02-11 05:33:01,2798,62,3.0,1,1400,1,1400,1400,39.0,30.0,34.0
4.0,2015-01-30 04:12:03,2015-01-30 04:47:06,2798,62,3.0,2,3100,2,300,2800,89.0,81.0,100.0
4.0,2015-01-24 01:46:26,2015-01-24 02:45:08,2798,62,3.0,6,7110,5,422,1887,112.0,106.0,173.0
4.0,2015-01-26 20:56:22,2015-01-26 22:00:49,2798,62,3.0,1,1000,1,1000,1000,55.0,84.0,80.0
4.0,2015-02-14 03:16:07,2015-02-14 04:28:16,2798,62,3.0,4,4150,4,200,1600,126.0,122.0,202.0
4.0,2015-01-27 01:48:27,2015-01-27 02:26:10,2798,62,3.0,2,3800,1,1900,1900,80.0,109.0,124.0
4.0,2015-01-22 04:20:54,2015-01-22 04:43:35,2798,62,3.0,2,2200,2,300,1900,69.0,54.0,56.0
4.0,2015-02-06 03:34:51,2015-02-06 03:57:57,2798,62,3.0,2,2300,2,200,2100,125.0,89.0,130.0
4.0,2015-02-08 02:07:18,2015-02-08 02:54:54,2798,62,3.0,4,4250,4,300,1600,113.0,106.0,181.0
4.0,2015-02-12 02:26:21,2015-02-12 03:17:54,2798,62,3.0,6,9250,5,300,2800,105.0,103.0,188.0
4.0,2015-02-15 03:26:23,2015-02-15 04:30:02,2798,62,3.0,2,2350,2,950,1400,98.0,91.0,181.0
4.0,2015-02-15 01:47:13,2015-02-15 02:54:14,2798,62,3.0,8,11200,6,950,2100,86.0,83.0,148.0
4.0,2015-02-01 02:47:41,2015-02-01 03:30:12,2798,62,3.0,2,2350,2,950,1400,90.0,81.0,150.0
4.0,2015-02-01 02:15:48,2015-02-01 02:56:36,2798,62,3.0,5,5050,4,300,1400,87.0,75.0,127.0
4.0,2015-01-30 03:44:36,2015-01-30 04:16:37,2798,62,3.0,2,3300,2,1500,1800,117.0,107.0,160.0
4.0,2015-01-25 04:30:10,2015-01-25 05:17:22,2798,62,3.0,5,8200,5,300,2100,74.0,102.0,107.0
4.0,2015-02-04 04:44:54,2015-02-04 05:14:16,2798,62,3.0,3,2750,3,300,1500,35.0,38.0,43.0
4.0,2015-01-23 20:17:17,2015-01-23 20:50:18,2798,62,3.0,2,2133,2,294,1542,84.0,96.0,123.0
4.0,2015-02-15 02:29:23,2015-02-15 03:19:46,2798,62,3.0,3,2550,3,200,1400,91.0,80.0,159.0
4.0,2015-02-10 21:41:35,2015-02-10 22:10:15,2798,62,3.0,1,1000,1,1000,1000,34.0,23.0,26.0
4.0,2015-01-30 21:50:38,2015-01-30 22:36:22,2798,62,3.0,2,2000,2,1000,1000,38.0,32.0,42.0
4.0,2015-02-05 02:36:09,2015-02-05 03:31:08,2798,62,3.0,3,3850,3,950,1500,96.0,94.0,186.0
4.0,2015-01-30 19:47:20,2015-01-30 20:52:07,2798,62,3.0,5,5350,5,300,1400,69.0,64.0,143.0
4.0,2015-01-24 02:27:56,2015-01-24 03:24:32,2798,62,3.0,5,8450,5,950,2800,123.0,117.0,190.0
4.0,2015-01-25 03:02:25,2015-01-25 04:04:49,2798,62,3.0,3,4450,3,950,2100,101.0,125.0,171.0
4.0,2015-02-13 03:25:32,2015-02-13 04:03:49,2798,62,3.0,4,4350,4,300,1900,119.0,110.0,181.0
5.0,2015-02-04 21:33:30,2015-02-04 22:53:51,1045,13,4.0,2,975,2,280,695,5.0,6.0,9.0
5.0,2015-02-09 00:24:09,2015-02-09 00:53:07,1045,13,4.0,6,2114,3,200,440,12.0,12.0,12.0
5.0,2015-01-28 22:31:37,2015-01-28 23:18:41,1045,13,4.0,5,1590,4,200,440,3.0,4.0,4.0
5.0,2015-02-04 23:15:25,2015-02-05 00:06:22,1045,13,4.0,1,990,1,940,940,5.0,4.0,5.0
5.0,2015-01-31 06:12:45,2015-01-31 06:54:38,1045,13,4.0,4,1309,4,190,659,6.0,7.0,6.0
5.0,2015-02-14 04:41:13,2015-02-14 05:29:30,1045,13,4.0,2,1120,1,410,410,21.0,10.0,21.0
5.0,2015-02-13 01:27:32,2015-02-13 02:36:12,1045,13,4.0,3,3137,2,825,1036,29.0,31.0,46.0
5.0,2015-02-14 23:01:02,2015-02-14 23:57:18,1045,13,4.0,4,1364,4,180,440,11.0,10.0,12.0
5.0,2015-02-10 19:39:55,2015-02-10 20:29:49,1045,13,4.0,1,990,1,940,940,15.0,9.0,12.0
6.0,2015-02-06 01:11:56,2015-02-06 01:42:51,1934,10,2.0,2,575,2,225,350,37.0,34.0,41.0
6.0,2015-02-14 02:07:47,2015-02-14 03:17:37,1934,10,2.0,5,1415,3,185,675,37.0,34.0,41.0
6.0,2015-01-31 21:58:30,2015-01-31 22:55:32,1934,10,2.0,1,650,1,650,650,37.0,34.0,41.0
6.0,2015-02-08 03:28:59,2015-02-08 05:32:11,1934,10,2.0,5,1550,5,225,700,37.0,34.0,41.0
6.0,2015-01-23 19:29:17,2015-01-23 20:25:25,1934,10,2.0,6,1110,5,185,185,37.0,34.0,41.0
6.0,2015-02-03 22:27:24,2015-02-03 23:09:31,1934,10,2.0,8,2115,8,150,650,37.0,34.0,41.0
6.0,2015-01-31 01:35:23,2015-01-31 02:16:43,1934,10,2.0,2,1741,2,889,772,37.0,34.0,41.0
6.0,2015-01-24 23:17:11,2015-01-25 00:24:49,1934,10,2.0,7,2250,2,225,900,37.0,34.0,41.0
6.0,2015-02-03 21:15:23,2015-02-03 22:38:32,1934,10,2.0,1,3900,1,3900,3900,37.0,34.0,41.0
4.0,2015-01-30 05:28:05,2015-01-30 05:56:07,4486,46,3.0,5,3355,4,153,1468,41.0,30.0,41.0
4.0,2015-02-07 02:34:41,2015-02-07 03:20:31,4486,46,3.0,4,2945,3,425,1245,129.0,128.0,261.0
4.0,2015-02-02 19:01:40,2015-02-02 19:27:36,4486,46,3.0,3,4335,1,1445,1445,26.0,27.0,33.0
4.0,2015-01-21 19:23:06,2015-01-21 20:15:06,4486,46,3.0,3,2270,3,425,1245,66.0,64.0,132.0
4.0,2015-02-05 05:14:58,2015-02-05 06:17:28,4486,46,3.0,4,5135,4,600,1745,34.0,35.0,67.0
4.0,2015-02-16 05:36:28,2015-02-16 05:57:30,4486,46,3.0,2,1745,2,500,1245,35.0,24.0,20.0
4.0,2015-02-03 00:34:26,2015-02-03 01:08:24,4486,46,3.0,1,1745,1,1745,1745,29.0,27.0,39.0
4.0,2015-02-10 02:05:46,2015-02-10 02:49:59,4486,46,3.0,5,4120,5,500,1245,81.0,70.0,120.0
4.0,2015-02-15 06:11:12,2015-02-15 06:54:44,4486,46,3.0,3,2975,3,775,1175,19.0,16.0,11.0
4.0,2015-01-29 20:03:41,2015-01-29 20:38:12,4486,46,3.0,3,3290,2,600,1345,74.0,74.0,158.0
4.0,2015-01-24 19:48:45,2015-01-24 20:31:14,4486,46,3.0,2,2070,2,325,1745,36.0,60.0,59.0
4.0,2015-02-10 19:56:55,2015-02-10 20:55:33,4486,46,3.0,9,8830,6,600,1345,75.0,73.0,154.0
4.0,2015-01-29 05:48:43,2015-01-29 06:23:38,4486,46,3.0,3,2970,3,600,1745,12.0,17.0,15.0
3.0,2015-02-01 05:32:34,2015-02-01 06:01:21,4486,46,3.0,2,1845,2,600,1245,33.0,23.0,30.0
4.0,2015-02-05 05:52:07,2015-02-05 07:30:47,4486,46,3.0,2,2590,2,1245,1345,18.0,21.0,38.0
4.0,2015-02-14 22:31:34,2015-02-14 23:23:35,4486,46,3.0,2,2690,1,1345,1345,34.0,31.0,42.0
4.0,2015-02-03 21:15:36,2015-02-03 21:36:24,4486,46,3.0,3,1970,3,100,1245,43.0,39.0,47.0
4.0,2015-02-10 18:57:15,2015-02-10 19:21:45,4486,46,3.0,1,1000,1,1000,1000,43.0,40.0,68.0
4.0,2015-02-12 05:58:57,2015-02-12 06:28:18,4486,46,3.0,2,1700,2,850,850,16.0,11.0,10.0
4.0,2015-01-26 01:40:45,2015-01-26 02:17:37,4486,46,3.0,6,3700,5,300,850,70.0,97.0,92.0
4.0,2015-01-28 05:17:25,2015-01-28 05:52:15,4486,46,3.0,2,2095,2,850,1245,25.0,22.0,27.0
4.0,2015-01-25 21:51:48,2015-01-25 22:54:23,4486,46,3.0,4,3515,4,325,1345,65.0,77.0,37.0
4.0,2015-02-09 01:30:32,2015-02-09 02:07:29,4486,46,3.0,3,3090,2,600,1245,77.0,61.0,99.0
4.0,2015-02-08 03:40:34,2015-02-08 04:09:51,4486,46,3.0,1,1245,1,1245,1245,114.0,110.0,175.0
4.0,2015-02-03 19:14:43,2015-02-03 20:45:40,4486,46,3.0,13,9980,10,100,1345,62.0,58.0,102.0
4.0,2015-02-14 02:19:13,2015-02-14 03:15:28,4486,46,3.0,2,2170,2,925,1245,116.0,116.0,184.0
4.0,2015-01-25 02:54:25,2015-01-25 03:54:20,4486,46,3.0,2,2790,2,1345,1445,102.0,123.0,160.0
4.0,2015-01-22 22:15:36,2015-01-22 22:46:51,4486,46,3.0,2,1545,2,200,1345,24.0,19.0,21.0
4.0,2015-01-23 05:48:27,2015-01-23 06:12:48,4486,46,3.0,2,2045,2,600,1445,18.0,11.0,16.0
4.0,2015-02-13 05:04:25,2015-02-13 05:27:29,4486,46,3.0,1,1245,1,1245,1245,55.0,42.0,43.0
4.0,2015-02-08 19:29:16,2015-02-08 19:45:16,4486,46,3.0,1,1245,1,1245,1245,30.0,26.0,39.0
4.0,2015-02-18 03:28:46,2015-02-18 04:07:29,4486,46,3.0,6,2490,2,100,1045,102.0,95.0,121.0
4.0,2015-02-04 05:42:05,2015-02-04 06:14:06,4486,46,3.0,1,925,1,925,925,14.0,16.0,17.0
1.0,2015-02-09 04:19:32,2015-02-09 04:52:03,4486,70,1.0,1,1245,1,1245,1245,74.0,68.0,96.0
4.0,2015-02-04 20:26:34,2015-02-04 20:56:02,4486,46,3.0,1,1245,1,1245,1245,76.0,72.0,111.0
4.0,2015-01-22 05:07:12,2015-01-22 05:30:18,4486,46,3.0,3,3170,3,925,1245,35.0,21.0,22.0
4.0,2015-02-11 19:48:02,2015-02-11 20:39:39,4486,46,3.0,3,3445,3,925,1345,76.0,77.0,184.0
4.0,2015-01-24 06:41:46,2015-01-24 07:27:29,4486,46,3.0,4,1700,4,100,775,4.0,6.0,8.0
4.0,2015-02-04 01:01:46,2015-02-04 01:47:48,4486,46,3.0,1,950,1,950,950,67.0,53.0,56.0
4.0,2015-02-06 19:16:32,2015-02-06 20:17:26,4486,46,3.0,4,4860,3,925,1345,64.0,64.0,120.0
4.0,2015-02-17 05:35:49,2015-02-17 06:18:30,4486,46,3.0,1,1245,1,1245,1245,20.0,16.0,15.0
4.0,2015-02-01 02:21:55,2015-02-01 03:16:40,4486,46,3.0,7,6050,7,600,1175,88.0,74.0,131.0
4.0,2015-02-03 22:40:51,2015-02-03 23:15:16,4486,46,3.0,1,1345,1,1345,1345,22.0,19.0,18.0
4.0,2015-02-08 06:31:01,2015-02-08 07:12:58,4486,46,3.0,3,3490,2,600,1445,12.0,10.0,13.0
4.0,2015-02-12 03:25:53,2015-02-12 04:19:17,4486,46,3.0,6,4415,6,575,1000,101.0,91.0,141.0
4.0,2015-02-16 04:15:53,2015-02-16 04:55:34,4486,46,3.0,1,1345,1,1345,1345,86.0,73.0,89.0
4.0,2015-01-26 04:15:41,2015-01-26 04:30:04,4486,46,3.0,2,1670,2,425,1245,41.0,68.0,48.0
4.0,2015-01-25 04:13:50,2015-01-25 05:09:05,4486,46,3.0,1,1745,1,1745,1745,73.0,108.0,111.0
4.0,2015-01-23 06:21:17,2015-01-23 07:09:41,4486,46,3.0,3,1345,3,100,1045,12.0,6.0,7.0
4.0,2015-02-03 20:52:16,2015-02-03 21:18:39,4486,46,3.0,1,1000,1,1000,1000,63.0,55.0,65.0
4.0,2015-01-25 20:30:04,2015-01-25 20:56:12,4486,46,3.0,3,1575,3,100,1175,67.0,78.0,43.0
