Unique id,Customer Remarks,Order_id,order_date_time,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,connected_handling_time,Agent_name,CSAT Score,channel_name_Inbound,channel_name_Outcall,category_Feedback,category_Order Related,category_Payments related,category_Product Queries,category_Refund Related,category_Returns,category_Shopzilla Related,Sub-category_Delayed,Sub-category_Exchange / Replacement,Sub-category_Fraudulent User,Sub-category_General Enquiry,Sub-category_Installation/demo,Sub-category_Invoice request,Sub-category_Missing,Sub-category_Online Payment Issues,Sub-category_Order status enquiry,Sub-category_Priority delivery,Sub-category_Product Specific Information,Sub-category_Refund Enquiry,Sub-category_Return cancellation,Sub-category_Return request,Sub-category_Reverse Pickup Enquiry,Sub-category_Shopzila Premium Related,Sub-category_UnProfessional Behaviour,Sub-category_Wrong,Supervisor_Aiden Patel,Supervisor_Alexander Tanaka,Supervisor_Amelia Tanaka,Supervisor_Ava Wong,Supervisor_Brayden Wong,Supervisor_Carter Park,Supervisor_Charlotte Suzuki,Supervisor_Dylan Kim,Supervisor_Elijah Yamaguchi,Supervisor_Emily Yamashita,Supervisor_Emma Park,Supervisor_Ethan Nakamura,Supervisor_Ethan Tan,Supervisor_Harper Wong,Supervisor_Jackson Park,Supervisor_Landon Tanaka,Supervisor_Lucas Singh,Supervisor_Madison Kim,Supervisor_Mason Gupta,Supervisor_Mia Patel,Supervisor_Nathan Patel,Supervisor_Noah Patel,Supervisor_Oliver Nguyen,Supervisor_Olivia Suzuki,Supervisor_Olivia Wang,Supervisor_William Park,Supervisor_Wyatt Kim,Supervisor_Zoe Yamamoto,Manager_Jennifer Nguyen,Manager_John Smith,Manager_Michael Lee,Manager_Olivia Tan,Manager_William Kim,Tenure Bucket_31-60,Tenure Bucket_61-90,Tenure Bucket_>90,Tenure Bucket_On Job Training,Agent Shift_Evening,Agent Shift_Morning,Agent Shift_Split
0bd9dfa8-10a2-4b36-a718-03ada3605d7a,,ac104f01-834e-4cd7-b411-e2625aa9eae6,,05/08/2023 10:02,05/08/2023 10:07,05-Aug-23,,,,242.0,42,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
a8765433-c5c2-454f-8e02-cb85e99dacf2,,d353bc33-7b41-4828-9963-7232dbcbbc6a,,05/08/2023 19:25,05/08/2023 19:35,05-Aug-23,,,,617.0,21,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1032825f-2aaf-43c1-8deb-5dee7b8bab07,,ef1c8fce-fe2e-413c-a81d-15c9484ef9e8,,05/08/2023 13:23,05/08/2023 16:01,05-Aug-23,,,,439.0,63,5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1dc9d36e-f5e5-4942-a306-d0915979d084,Very bad experience ,094f42ac-f316-459d-8bda-5b7c8366bf3b,,05/08/2023 12:07,05/08/2023 12:35,05-Aug-23,,,,174.0,43,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
b23a7638-00d8-4471-9577-48b30dafc4d1,Good support. ...and one more thing  they were resolved with in the time ,fd886c24-2e85-4afc-8ae4-7a386f42fb31,,05/08/2023 19:33,05/08/2023 19:46,05-Aug-23,,,,464.0,45,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
f12492b5-3d45-4398-9315-47692d18ab56,,b1dab16f-29ae-474c-bf71-97385ac090f7,29/07/2023 07:27,05/08/2023 10:55,05/08/2023 11:01,05-Aug-23,GURGAON,Home Appliences,489.0,330.0,4,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
f45d487b-bbd3-445b-bf23-6a50baa6bdfc,,6711b5f3-8ace-46e0-9bbb-c880d22bef88,,05/08/2023 10:35,05/08/2023 11:12,05-Aug-23,,,,153.0,22,5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1cf5a60a-7bf7-489f-aad0-57b41bfb375f,Good customer executive,be760534-201d-4ede-b162-1ffc6afe7642,,05/08/2023 10:10,05/08/2023 10:26,05-Aug-23,,,,722.0,45,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
4205a3d5-3447-44c6-9207-5ab2545e779f,,6bc50bd9-def0-4dcc-ae4f-4f484675bd38,,05/08/2023 20:33,05/08/2023 20:35,05-Aug-23,,,,585.0,8,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
66c1de90-7a3e-445d-abe2-2e1d5fd71b1a,,33303c06-a25e-4295-b382-dcfdf2d7d897,,05/08/2023 16:38,05/08/2023 16:43,05-Aug-23,,,,539.0,2,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6b729637-a67b-42d6-b6ac-44ff07468233,,bfe14b9c-b790-4a1e-be36-63b5851053da,,05/08/2023 12:57,05/08/2023 13:14,05-Aug-23,,,,1115.0,53,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
49761cec-4f20-4de0-978d-9e4342c26baa,,3a2ad812-3567-498a-8a50-3794607b1a9c,27/07/2023 07:21,05/08/2023 12:43,05/08/2023 12:46,05-Aug-23,URAN,Electronics,899.0,580.0,35,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2bf33e7e-98d1-4426-9210-b2af108fcfd5,Please try to give refund,d2a90adf-e95f-4be6-abe0-8736ead15fdf,,05/08/2023 13:20,05/08/2023 13:36,05-Aug-23,,,,1066.0,41,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
28c4268a-8ba4-49bb-ac29-7b6d5cda0e47,,c9aeebbd-0856-4c57-948d-ff3294a656ea,02/08/2023 17:28,05/08/2023 20:45,05/08/2023 20:50,05-Aug-23,CHATRAPUR,Electronics,899.0,865.0,16,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
b552b622-2f53-4fa8-a5cd-cb88649e9258,,019e85c2-0c42-4dba-9050-0843944b8d64,,05/08/2023 16:52,05/08/2023 16:55,05-Aug-23,,,,716.0,72,5,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
cf1655c6-743e-4a3e-9498-009b6b09b056,The customer support person was really amazing ?? who solve my all queries and talk to me in a very polite and professional way. I personally I like connect with that person again when I called by Shopzilla customer support service. Thanks for considering my feedback.,1b617ab4-178b-40a8-b5ee-9123b3979265,,05/08/2023 13:51,05/08/2023 18:27,05-Aug-23,,,,711.0,39,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1e4e35c6-75f1-4ff1-8f38-a6217c9f8410,,ff6fb5f8-ab92-4e45-8d77-178ca823d496,,05/08/2023 13:52,05/08/2023 13:56,05-Aug-23,,,,594.0,43,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
de852aa4-d9ef-40da-b51c-bafe69970d18,,b43c710b-d427-4018-9560-a6c688085b19,,05/08/2023 18:22,05/08/2023 18:26,05-Aug-23,,,,236.0,77,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
d350d798-cbce-42b4-afb2-436a8d8202ea,Please improve the return policy,0f9703e0-5ed1-413b-90df-0c76dec12740,,05/08/2023 17:18,05/08/2023 17:39,05-Aug-23,,,,957.0,8,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
08c6a929-a403-4f14-810f-2275fe591230,Good,0258d703-8287-428d-9e48-446e29eec3e5,29/07/2023 03:44,05/08/2023 11:11,05/08/2023 11:50,05-Aug-23,BETTIAH,Electronics,899.0,367.0,41,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
ca241d2f-b1e9-420e-9ea9-306a654e4533,,8f0c76e3-2db5-4eab-b2d1-b1576298d396,,05/08/2023 10:27,05/08/2023 10:30,05-Aug-23,,,,777.0,9,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
eae37bb3-91ec-4154-ba3c-7e4a6309a946,Not good ,d5d704c1-7d8e-4573-8e9d-aec29e6d3b40,31/07/2023 20:21,04/08/2023 12:04,05/08/2023 07:02,05-Aug-23,PATNA,Electronics,899.0,604.0,59,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
662a392f-0d9b-4396-b032-3f296272ab88,Its very pleasant experience about support executiveProblem solved ,2e5efd5c-6152-4d09-8a5e-00e52fd21703,,05/08/2023 13:01,05/08/2023 13:05,05-Aug-23,,,,248.0,55,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
c549ac36-910a-4009-a022-ce4097f3ad37,Nice conversation ,b55fcb62-3ee7-4bae-a1e0-f441f48187a0,,05/08/2023 15:48,05/08/2023 16:10,05-Aug-23,,,,430.0,30,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
a21e80ea-69d9-4709-aeae-b394edf0c2bf,,72f7f89d-e15a-4955-9c1f-066b10ac56f7,,05/08/2023 12:03,05/08/2023 12:10,05-Aug-23,,,,605.0,42,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
bc094bd6-61c9-4a7c-bc43-5a018fd24dc3,,19a19833-4e00-4381-8567-95a0672ada00,,05/08/2023 12:52,05/08/2023 13:02,05-Aug-23,,,,987.0,63,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
5e05b4bb-a931-4296-bca7-17361b872ed9,,f6233fb3-ffb0-4343-9d1c-89fd9a667526,02/08/2023 01:08,05/08/2023 20:25,07/08/2023 08:07,07-Aug-23,SONBHADRA,Electronics,799.0,476.0,25,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
a4f0f690-06a4-470e-b5ec-1bee53d1a983,Not good ????,92023d85-35b4-4d81-ab01-a2f362870e1c,,06/08/2023 13:39,07/08/2023 20:43,07-Aug-23,,,,547.0,25,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
2f46656b-9ea2-458c-aa30-f282117e4719,Plz assure that the products u going to deliver is not detective. ,22b192b3-4c73-4109-a28f-f4e8fbc12578,,06/08/2023 15:51,07/08/2023 09:17,07-Aug-23,,,,533.0,39,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
ff3d29c5-9f9e-4419-bd5d-6762a41de24e,Vikash,4b8e002a-774b-49dd-aac3-554c0c73aafe,,06/08/2023 11:55,07/08/2023 07:11,07-Aug-23,,,,206.0,17,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
5a48016d-b8fb-4222-843b-7c41715d3ffb,,1094b6bd-0ed5-4290-aecb-36e923e13ec4,,07/08/2023 17:39,07/08/2023 18:07,07-Aug-23,,,,541.0,81,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
ef7bd532-33d6-48d8-8318-aec59441e503,,9dd0121d-f16b-40a8-946f-4b32e8659d93,,08/08/2023 11:44,08/08/2023 11:46,08-Aug-23,,,,141.0,33,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
12eaf45f-7913-41eb-904d-ac3909d23507,,e5a0fe9f-73a2-47bf-9471-69beb332ed65,,08/08/2023 18:26,08/08/2023 18:32,08-Aug-23,,,,772.0,53,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
8d3ac01b-4be1-43e1-82de-db21a76ca0ee,,025a184c-b67d-44e7-bd8e-480acba56448,,08/08/2023 16:50,08/08/2023 17:30,08-Aug-23,,,,355.0,44,4,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
6bfca96c-0715-478c-a416-f6f7278dd215,,90f94e72-9418-42a4-bd3f-bd31d34a0eb1,,09/08/2023 10:35,09/08/2023 11:05,09-Aug-23,,,,125.0,20,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
296c5c93-6a4f-4fa5-b276-3feecfeaf636,Call was helpful.,6a318938-1b06-4394-82d7-83a0d7c18f29,29/07/2023 22:52,09/08/2023 12:40,09/08/2023 12:43,09-Aug-23,AGRA,Electronics,868.0,233.0,17,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
78d15b89-3932-475e-a99b-b3d56d557443,,2b11401c-1ef7-48ee-a727-edde9156f7ad,,08/08/2023 15:01,08/08/2023 15:38,08-Aug-23,,,,420.0,46,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
7f90f0f5-c3f0-4ec5-a81a-1830a3c00136,,41528763-571b-4c5f-8129-b368b0d48c6a,,08/08/2023 10:18,08/08/2023 10:32,08-Aug-23,,,,618.0,72,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
bada2145-77aa-4d04-9773-de7fd856caa1,,e14e3c8b-19a3-4e04-9968-c1eb03750c91,,08/08/2023 19:54,08/08/2023 19:58,08-Aug-23,,,,424.0,65,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
30e02f57-6b2e-43d4-acd5-9838cd41a680,,041f5351-91e3-4b89-83bd-e2d2103eece6,,08/08/2023 10:30,08/08/2023 15:07,08-Aug-23,,,,623.0,43,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
a15245e2-7d3a-409c-8be0-f16c5cbafbba,,51ad9ecb-6b0f-4047-bae1-264343fa00e4,29/07/2023 21:37,07/08/2023 12:04,08/08/2023 09:25,08-Aug-23,AHMEDABAD,Electronics,799.0,427.0,35,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
