Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
66,2,True,True,True,Salsabil,1725000000.0,57499.998543661546
78,2,True,True,True,Kahrizak,780000000.0,26000.16811437558
85,2,True,True,True,Shahryar,1419000000.0,47300.04956072197
100,2,True,True,False,Qarchak,1200000000.0,40000.01931166518
80,2,True,True,True,Northren Jamalzadeh,3600000000.0,120000.15193453054
44,1,True,True,False,Salsabil,1050000000.0,34999.86180768873
120,2,True,True,False,Shahryar,1200000000.0,40000.00328963316
50,1,False,True,False,Shahrake Qods,340000000.0,11333.407798205331
121,3,True,True,False,Ostad Moein,3300000000.0,110000.04358285725
80,2,True,True,True,Azarbaijan,2800000000.0,93333.47297622813
70,2,False,True,True,Bahar,1200000000.0,39999.883544548975
160,1,False,False,False,Qarchak,3600000.0,119.98324919030001
40,0,False,False,False,Pakdasht,165000000.0,5499.974726475073
88,2,True,True,True,Railway,2860000000.0,95333.47281701364
141,3,True,True,True,Persian Gulf Martyrs Lake,3810000000.0,126999.87005415595
140,3,True,True,True,Persian Gulf Martyrs Lake,1790000000.0,59666.641220525526
120,2,True,True,True,Persian Gulf Martyrs Lake,1530000000.0,51000.05824280008
66,2,False,True,False,Beryanak,1000000000.0,33333.46144623844
70,2,True,True,True,Punak,3500000000.0,116666.61860759219
75,2,True,False,True,Heshmatieh,3000000000.0,99999.87168857644
70,2,False,True,True,Elm-o-Sanat,1800000000.0,60000.020633630214
150,3,True,True,True,Saadat Abad,20000000000.0,666666.5704375347
95,2,True,True,True,Golestan,950000000.0,31666.725629407327
127,2,True,True,True,Southern Janatabad,6000000000.0,199999.94239226464
123,3,True,True,True,Shahr-e-Ziba,3700000000.0,123333.40987757868
63,2,True,True,True,Southern Janatabad,2000000000.0,66666.47962092177
90,2,True,True,True,Punak,3050000000.0,101666.74018853594
105,2,True,True,True,Pardis,605000000.0,20166.63505908947
180,3,True,True,True,Pasdaran,9900000000.0,329999.97578377207
120,3,True,False,True,Pirouzi,3700000000.0,123333.3819085169
65,2,True,True,True,Feiz Garden,2500000000.0,83333.41289413831
158,3,True,True,True,Farmanieh,10480000000.0,349333.39727811934
144,3,True,True,True,Chardivari,7632000000.0,254399.95546798187
144,3,True,True,True,Punak,7632000000.0,254400.04633081445
130,3,True,True,True,Gheitarieh,12300000000.0,409999.9084494098
245,3,True,True,True,Farmanieh,26950000000.0,898333.3986622529
190,3,True,True,True,Kamranieh,24300000000.0,810000.0264810142
63,2,True,True,True,Central Janatabad,3000000000.0,99999.97525125588
75,2,True,True,True,East Ferdows Boulevard,2100000000.0,69999.99217128735
88,2,True,False,True,Gholhak,4700000000.0,156666.71830036296
108,2,True,True,True,Pasdaran,9180000000.0,306000.08685425244
117,2,True,True,True,Islamshahr,1579500000.0,52649.86959662795
200,3,True,True,True,Pasdaran,12000000000.0,400000.20678022096
65,1,True,True,False,Pirouzi,1750000000.0,58333.34246251316
90,2,True,True,True,Central Janatabad,3780000000.0,125999.95080526982
125,2,True,True,True,Heravi,8100000000.0,269999.87456864095
140,3,True,True,True,Heravi,9100000000.0,303333.3156163725
71,2,False,True,True,Hashemi,1550000000.0,51666.648641612686
71,2,False,True,True,Jeyhoon,1640000000.0,54666.83996655751
236,4,True,True,True,Gheitarieh,20000000000.0,666666.7127869305
67,2,True,True,True,Central Janatabad,2750000000.0,91666.73719732068
60,1,True,True,True,Punak,1750000000.0,58333.53864986882
220,3,True,True,True,Heravi,15400000000.0,513333.43217374
44,1,True,True,False,Andisheh,350000000.0,11666.887276092573
68,1,True,True,True,Heravi,4115000000.0,137166.57961059603
100,2,True,True,True,Pasdaran,8000000000.0,266666.7767788705
86,2,True,True,True,Pardis,580000000.0,19333.2445147593
84,2,True,True,True,Pardis,560000000.0,18666.553200576298
94,2,True,True,True,Heravi,4800000000.0,159999.92951144231
55,1,False,True,False,West Ferdows Boulevard,1550000000.0,51666.71573823616
113,2,True,True,True,Saadat Abad,7500000000.0,250000.12594957303
71,2,True,True,True,Islamshahr,630000000.0,21000.013957815067
70,2,True,True,False,Dehkade Olampic,2000000000.0,66666.69012798522
200,3,True,True,True,Golestan,2400000000.0,80000.16954781275
106,2,True,True,True,Golestan,1100000000.0,36666.62195072189
320,4,True,True,True,Saadat Abad,24000000000.0,800000.1869169108
114,2,True,True,True,West Pars,3820000000.0,127333.1950388306
100,2,True,True,True,Punak,6000000000.0,200000.03061456588
122,2,True,True,True,Saadat Abad,5800000000.0,193333.14152048976
200,2,True,True,False,Damavand,3500000000.0,116666.82690157056
154,3,True,True,True,Saadat Abad,12300000000.0,410000.12855449616
210,3,True,True,True,Pasdaran,15750000000.0,525000.0515328865
200,3,True,True,True,East Ferdows Boulevard,11000000000.0,366666.7164969995
65,1,True,True,True,Southern Janatabad,3000000000.0,99999.95983961399
124,3,True,True,True,Pirouzi,3968000000.0,132266.6169637827
83,2,True,True,True,Republic,1909000000.0,63633.308586670595
270,4,True,True,True,Farmanieh,37800000000.0,1259999.8288304326
104,2,True,True,True,East Ferdows Boulevard,5700000000.0,189999.88947108237
150,3,True,True,True,Zaferanieh,10490000000.0,349666.7356359585
103,3,True,True,True,West Ferdows Boulevard,3200000000.0,106666.72211119793
48,1,True,True,True,West Ferdows Boulevard,1920000000.0,64000.08513810359
165,3,True,True,True,Gheitarieh,12300000000.0,410000.007375968
135,2,True,True,False,Gheitarieh,7400000000.0,246666.816552255
86,2,True,True,True,Saadat Abad,6200000000.0,206666.6598240269
75,2,True,True,True,East Ferdows Boulevard,2350000000.0,78333.36657118348
58,1,True,True,True,East Ferdows Boulevard,1850000000.0,61666.717222864
125,2,True,True,True,Shahrake Gharb,21500000000.0,716666.7193276704
82,2,True,True,True,Qazvin Imamzadeh Hassan,1886000000.0,62866.746032919364
58,2,True,True,True,Shahran,2200000000.0,73333.24814223628
101,2,True,True,True,Beryanak,2323000000.0,77433.32486538116
90,2,True,True,True,Niavaran,6800000000.0,226666.67407858593
180,3,True,True,True,Farmanieh,20700000000.0,689999.9498458315
132,3,True,True,True,Gheitarieh,6250000000.0,208333.32319293608
81,2,True,True,True,Valiasr,1863000000.0,62099.941042396764
153,3,True,True,True,Pasdaran,13000000000.0,433333.50056773063
166,3,True,True,True,Qalandari,12500000000.0,416666.62259105797
200,3,True,True,True,Pasdaran,17000000000.0,566666.6892686619
113,2,True,True,True,Pasdaran,8500000000.0,283333.1329372608
100,2,True,True,True,Valiasr,2300000000.0,76666.73152554614
80,2,True,True,True,Central Janatabad,3350000000.0,111666.52230747612
76,2,True,True,True,Jeyhoon,2000000000.0,66666.55928405753
128,3,True,True,True,Punak,5700000000.0,189999.89756232448
210,3,True,True,True,Shahrake Gharb,27000000000.0,900000.0188569161
140,2,True,True,True,Shahrake Gharb,12600000000.0,419999.8397928367
74,2,True,True,True,Amir Bahador,1702000000.0,56733.2077020342
75,1,True,True,True,Central Janatabad,3000000000.0,99999.89631002981
120,2,True,True,True,Pasdaran,7500000000.0,250000.07329256958
120,2,True,True,True,Pasdaran,7500000000.0,250000.04239308627
85,2,True,True,True,Ekhtiarieh,5000000000.0,166666.67455114768
105,2,True,True,True,Pardis,700000000.0,23333.474755321826
175,3,True,True,True,Farmanieh,15600000000.0,520000.0600742031
170,3,True,True,True,Farmanieh,15350000000.0,511666.6996666728
58,1,True,True,True,Ekbatan,2810000000.0,93666.65273632685
75,2,True,True,True,Parand,395000000.0,13166.711754491007
160,3,True,True,True,Gheitarieh,15100000000.0,503333.2467299385
62,1,True,True,True,Shahran,1850000000.0,61666.645647410995
93,2,True,True,True,Rudhen,1450000000.0,48333.3796979728
75,2,True,True,True,Islamshahr,715000000.0,23833.378249408284
86,2,True,True,False,Islamshahr,1200000000.0,39999.927667744916
120,2,True,True,True,Southern Program Organization,4260000000.0,142000.05068935847
95,2,True,True,True,Andisheh,1500000000.0,50000.13432734638
70,2,True,True,False,West Ferdows Boulevard,2120000000.0,70666.68558065916
75,2,True,True,False,East Ferdows Boulevard,2000000000.0,66666.71269586695
81,2,True,False,True,Pardis,590000000.0,19666.589723569898
65,1,True,True,False,West Ferdows Boulevard,1930000000.0,64333.48074113579
75,2,True,True,True,East Ferdows Boulevard,2730000000.0,91000.1358955635
106,2,True,True,False,East Ferdows Boulevard,3150000000.0,105000.0329951911
115,2,True,True,True,East Ferdows Boulevard,4600000000.0,153333.2729875054
100,2,True,True,True,Shahr-e-Ziba,3000000000.0,99999.9792830716
118,2,True,True,True,East Ferdows Boulevard,4500000000.0,149999.99644775383
116,2,True,True,True,East Ferdows Boulevard,5100000000.0,169999.93229655275
76,2,True,True,True,Shahr-e-Ziba,2200000000.0,73333.36118292663
74,2,True,True,False,East Ferdows Boulevard,2300000000.0,76666.83788246945
96,2,True,True,True,Saadat Abad,4500000000.0,149999.95411631884
87,2,True,True,True,Pardis,625000000.0,20833.28404581906
43,1,True,True,False,Northern Janatabad,1620000000.0,53999.93367630288
155,3,True,True,True,Niavaran,17050000000.0,568333.3730700226
53,1,True,True,True,East Ferdows Boulevard,1920000000.0,63999.993643726884
160,3,True,True,True,Farmanieh,17600000000.0,586666.6829755876
78,2,True,True,True,Shahr-e-Ziba,2250000000.0,74999.89140808777
230,3,True,True,True,Niavaran,25300000000.0,843333.254659761
55,1,True,True,True,West Ferdows Boulevard,1850000000.0,61666.63139139175
120,2,True,True,False,Saadat Abad,11700000000.0,389999.8137239115
78,2,True,True,True,Southern Janatabad,3600000000.0,119999.90993321259
95,2,True,True,True,Southern Janatabad,4400000000.0,146666.73511425123
170,3,True,True,True,Gheitarieh,15400000000.0,513333.3870143573
175,3,True,True,True,Shahrake Gharb,22750000000.0,758333.2134094932
115,3,True,True,True,Punak,4500000000.0,150000.11971249038
113,2,True,True,True,Punak,4300000000.0,143333.31179154367
85,2,True,True,True,Punak,3380000000.0,112666.61571683481
140,3,True,True,True,Saadat Abad,10000000000.0,333333.332458064
90,2,True,True,True,Saadat Abad,6500000000.0,216666.6150682469
63,1,True,False,False,Punak,2200000000.0,73333.23113071357
75,2,True,True,True,Central Janatabad,3220000000.0,107333.28680668518
130,3,True,True,True,Punak,6240000000.0,207999.80991023997
91,2,True,True,True,Punak,3350000000.0,111666.59685245116
121,3,True,True,True,Persian Gulf Martyrs Lake,3650000000.0,121666.4994690496
140,3,True,True,True,Saadat Abad,15500000000.0,516666.56246321305
126,2,True,True,True,East Ferdows Boulevard,5500000000.0,183333.36226645057
450,2,True,True,False,Absard,4200000000.0,139999.8349202593
500,2,True,True,False,Absard,3900000000.0,130000.1065891336
110,1,True,True,True,Pasdaran,6600000000.0,220000.0579196826
145,3,True,True,True,Haft Tir,4700000000.0,156666.7478583392
81,2,True,True,True,Shahrake Qods,810000000.0,26999.88582248411
64,2,True,True,True,Shahr-e-Ziba,2200000000.0,73333.30078434295
112,2,True,True,True,Shahr-e-Ziba,3680000000.0,122666.61804107955
192,3,True,True,True,Marzdaran,12670000000.0,422333.1949843206
164,3,True,True,True,Marzdaran,10000000000.0,333333.540699736
135,3,True,True,True,Pasdaran,8100000000.0,270000.0274844318
170,3,True,True,True,Mahallati,9200000000.0,306666.6858275352
130,3,True,True,True,Mahallati,5200000000.0,173333.3380209234
84,2,True,True,True,Shahran,3400000000.0,113333.15160524295
82,2,True,True,True,Shahran,3550000000.0,118333.20156110979
265,3,True,True,True,Farmanieh,20000000000.0,666666.6245244606
60,1,True,True,True,Southern Janatabad,1950000000.0,65000.11372985738
145,3,True,True,True,Pasdaran,15500000000.0,516666.63692016114
65,1,False,True,True,Southern Janatabad,2000000000.0,66666.56806040165
60,1,True,True,False,Southern Janatabad,2280000000.0,75999.97430250747
63,2,True,True,True,Southern Janatabad,2000000000.0,66666.6019859138
70,2,True,True,True,Southern Janatabad,1950000000.0,65000.04386358708
92,2,True,True,True,Feiz Garden,3900000000.0,130000.04780738012
98,2,True,True,True,Pasdaran,7800000000.0,259999.8968178839
62,1,True,True,True,Southern Janatabad,2280000000.0,75999.98853189292
65,1,True,True,True,Punak,2900000000.0,96666.70296502761
90,2,True,True,True,Ozgol,5000000000.0,166666.6153153554
59,2,True,True,True,Southern Janatabad,1900000000.0,63333.214017018785
63,2,True,True,True,Southern Janatabad,2000000000.0,66666.58837580717
60,2,True,True,True,Southern Janatabad,2200000000.0,73333.45129810896
70,2,True,True,True,Southern Janatabad,2500000000.0,83333.31907073497
60,1,True,True,True,Southern Janatabad,2200000000.0,73333.2631239531
165,3,True,True,True,Pasdaran,10500000000.0,350000.09697098134
135,2,True,True,True,Zaferanieh,17500000000.0,583333.3319780692
65,1,True,True,True,Southern Janatabad,2000000000.0,66666.72348651417
60,1,True,True,True,Southern Janatabad,2250000000.0,74999.92412059016
60,1,True,True,True,Southern Janatabad,2250000000.0,74999.87508707393
86,2,True,True,True,Southern Janatabad,3600000000.0,119999.97665758552
109,2,True,True,True,Heravi,6000000000.0,199999.99910409487
98,2,True,True,False,Narmak,2842000000.0,94733.32899777564
80,2,True,True,True,Central Janatabad,3120000000.0,103999.97914546181
143,3,True,True,True,Gheitarieh,8860000000.0,295333.4001436327
95,2,True,True,True,Saadat Abad,4550000000.0,151666.6357431947
86,2,True,True,True,Punak,3700000000.0,123333.3306116156
160,3,True,True,True,Gheitarieh,10000000000.0,333333.4284814461
200,3,True,True,True,Pasdaran,16580000000.0,552666.769811667
74,1,True,True,True,Punak,3250000000.0,108333.43373013608
350,3,True,True,True,Zaferanieh,52500000000.0,1749999.990867839
87,2,True,True,True,Northern Janatabad,3550000000.0,118333.46577593804
82,2,True,True,True,West Ferdows Boulevard,3450000000.0,114999.9355474121
55,1,True,True,True,Shahr-e-Ziba,2490000000.0,83000.0427402255
148,3,True,True,True,Ekhtiarieh,8400000000.0,280000.06620518863
55,1,True,False,True,Shahr-e-Ziba,2020000000.0,67333.37257583666
100,2,True,True,False,Southern Janatabad,3800000000.0,126666.79361514174
55,1,False,True,False,West Ferdows Boulevard,1550000000.0,51666.75537101008
130,3,True,True,True,Central Janatabad,5300000000.0,176666.6056004037
335,4,True,True,True,Saadat Abad,33500000000.0,1116666.6309459475
320,4,True,True,True,Saadat Abad,40000000000.0,1333333.4495112007
192,3,True,True,True,Saadat Abad,19500000000.0,649999.9744660174
100,2,True,True,True,Gheitarieh,8000000000.0,266666.6845355681
148,3,True,True,True,Saadat Abad,14800000000.0,493333.2559047978
145,2,True,True,True,Shahrake Gharb,14700000000.0,489999.8507214016
192,4,True,True,True,Saadat Abad,22000000000.0,733333.3124237338
235,3,True,True,True,North Program Organization,16450000000.0,548333.2496561337
225,3,True,True,True,Heravi,15750000000.0,525000.0184261721
221,4,True,True,True,Saadat Abad,25000000000.0,833333.5111827105
312,4,True,True,True,Farmanieh,45000000000.0,1500000.1117024214
188,3,True,True,True,Ozgol,17672000000.0,589066.8633550672
170,2,True,True,True,Farmanieh,12400000000.0,413333.53868462605
198,3,True,True,True,Farmanieh,27720000000.0,923999.9749785361
80,2,True,True,True,North Program Organization,3100000000.0,103333.25055865411
170,3,True,True,True,Niavaran,18700000000.0,623333.2639426271
110,2,True,True,True,Tajrish,6600000000.0,219999.95683381244
650,2,True,True,False,Absard,5200000000.0,173333.34364731578
200,3,True,True,True,Saadat Abad,12000000000.0,399999.8744651828
101,3,True,True,True,Ekhtiarieh,6500000000.0,216666.6176859776
104,2,True,True,True,Feiz Garden,3850000000.0,128333.31208904459
70,2,True,True,True,Northern Janatabad,3200000000.0,106666.72692921587
76,2,True,True,False,Shahr-e-Ziba,2570000000.0,85666.93117779723
110,2,True,True,True,Feiz Garden,4300000000.0,143333.24960141312
160,2,True,True,True,Pasdaran,16200000000.0,540000.0499393394
179,3,True,True,True,Dorous,13800000000.0,460000.0063108299
256,3,True,True,True,Dorous,18500000000.0,616666.7733340845
90,2,True,True,True,Feiz Garden,3850000000.0,128333.5549282221
77,2,True,True,True,Shahr-e-Ziba,2570000000.0,85666.80759076856
96,2,True,True,True,Pasdaran,5600000000.0,186666.8316900303
75,1,True,True,True,Central Janatabad,3250000000.0,108333.24625329561
79,2,True,True,True,Abazar,3000000000.0,99999.94384345926
67,1,True,True,True,Saadat Abad,3400000000.0,113333.4282720497
125,2,True,True,True,Shahr-e-Ziba,6400000000.0,213333.48843864628
75,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.08035678224
75,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.00967261742
91,2,True,True,True,Saadat Abad,5400000000.0,180000.07972517022
105,2,True,True,True,Parand,1417500000.0,47249.84630608006
66,2,True,True,True,Ostad Moein,1585000000.0,52833.383504039935
86,2,True,True,True,Southern Janatabad,3270000000.0,108999.98830868813
72,2,True,True,False,Northern Janatabad,2380000000.0,79333.34397741925
148,2,True,False,True,Koohsar,4500000000.0,149999.94660216497
84,2,True,True,True,Saadat Abad,4600000000.0,153333.22500665442
128,2,True,True,True,Niavaran,12800000000.0,426666.6328705198
65,1,True,True,True,West Ferdows Boulevard,3900000000.0,130000.00951579974
140,3,True,True,True,Pasdaran,11800000000.0,393333.3255157882
115,2,True,True,True,Ekhtiarieh,7400000000.0,246666.555947568
105,2,True,True,True,Saadat Abad,5700000000.0,190000.21588586242
87,2,True,True,True,Pardis,650000000.0,21666.767533422295
75,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.02799097924
60,1,True,True,True,Persian Gulf Martyrs Lake,875000000.0,29166.756526434176
68,1,True,True,True,Southern Program Organization,2630000000.0,87666.76124934359
49,1,True,True,True,West Ferdows Boulevard,2200000000.0,73333.29189281604
103,2,True,True,True,Hekmat,9270000000.0,309000.04175669036
55,1,True,True,True,West Ferdows Boulevard,2200000000.0,73333.52610019686
140,3,True,True,True,Punak,7700000000.0,256666.59687673274
257,4,True,True,True,Persian Gulf Martyrs Lake,12850000000.0,428333.2205350739
82,2,True,True,True,Punak,4018000000.0,133933.3808283852
167,3,True,True,True,Punak,10688000000.0,356266.7769219459
53,1,False,True,False,West Ferdows Boulevard,1640000000.0,54666.68302725821
51,1,False,True,False,West Ferdows Boulevard,1550000000.0,51666.60746647628
54,1,True,True,False,West Ferdows Boulevard,2130000000.0,71000.03386729611
82,2,True,True,True,Sattarkhan,4100000000.0,136666.60905090126
75,2,True,True,True,West Ferdows Boulevard,2800000000.0,93333.54161360578
98,2,True,True,True,West Ferdows Boulevard,4520000000.0,150666.85338590137
75,2,True,True,False,Shahr-e-Ziba,1890000000.0,62999.769204647804
70,1,True,True,True,Niavaran,5600000000.0,186666.72263828537
75,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.13467893808
64,1,True,True,True,Ekbatan,3700000000.0,123333.31015581501
85,2,True,True,True,Jeyhoon,2100000000.0,70000.1377492323
48,1,False,True,False,Parastar,980000000.0,32666.558076348756
75,2,True,True,False,Shahr-e-Ziba,1890000000.0,62999.87175734273
246,3,True,True,True,Ekhtiarieh,22500000000.0,749999.8872986285
168,3,True,True,True,Gheitarieh,14000000000.0,466666.66938404785
280,4,True,True,True,Saadat Abad,38500000000.0,1283333.432713251
75,2,True,True,False,Shahr-e-Ziba,1890000000.0,62999.90372690902
84,2,True,True,True,Pardis,680000000.0,22666.63818927524
75,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.208586396555
108,2,True,True,True,Gisha,5180000000.0,172666.6991729286
62,1,True,True,True,Shahr-e-Ziba,2580000000.0,86000.20159055559
70,2,True,True,True,Southern Janatabad,3370000000.0,112333.38892855149
180,3,True,True,True,Pasdaran,9900000000.0,329999.9855190359
135,3,True,True,True,Abazar,6480000000.0,215999.94989208813
75,2,True,True,False,Shahr-e-Ziba,1890000000.0,62999.89574662624
108,2,True,True,True,Farmanieh,6200000000.0,206666.8345620901
91,2,True,True,True,Ekhtiarieh,5180000000.0,172666.6912570727
120,2,True,True,True,Gheitarieh,8900000000.0,296666.717981821
