AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eyeDetection
0.0113733339291337,-0.3800095942624426,0.1518813539373153,-0.0059614555632397,-0.6995599165222499,-0.0139988690762898,-0.00827907827363,-0.5481738762778293,-0.0167326627693939,-0.1896522809063817,-0.6350953448491583,0.1542314524011314,0.0256094560655894,0.0007798503848709,1
-0.0139397794833973,0.0218176616310997,0.1748405881766983,-0.0050776756028074,0.1122391209145126,-0.0113695323017017,-0.0114002929239798,-0.1105061197802061,-0.0109751447496996,-0.6209310844894091,0.0164907965766143,0.1542314524011314,-0.0231934523373268,-0.0112332098824504,0
-0.0073546781660284,0.3566011500191123,-0.1945329744394253,-0.0078306214231564,0.3189312162618638,-0.0148775941101897,-0.0038211317221902,-0.197903113277376,-0.0064112585145761,0.0395220741968201,-0.0242664194183357,-0.1172949277226509,-0.0117313481931794,-0.0108852266473506,0
0.0169271305307417,-0.1790959663156714,0.5212549165534389,-0.0084191690323816,0.495972495702871,0.0002043363354635,-0.0022605243970154,1.0451142825165989,0.0034280121174538,1.2256044877069463,1.6044342768993818,0.8332881175865452,0.0829034250113917,0.0080908932803568,1
-0.0077680026240959,0.1110642352585907,-0.0790615316471784,-0.0076331608246217,-0.1091344463865141,-0.0243452579968402,-0.005270888109226,-0.1105061197802061,-0.0097721511472108,-0.0682319230420644,-0.2550475385585846,-0.0802248368192297,-0.0142803215335386,-0.0095798651459278,0
-0.0061187176506417,0.4906886850301718,0.0825534701555981,-0.0053729079540147,-0.0944529744328647,-0.0089145728684715,-0.0041558580844144,-0.2678889869763017,-0.0119347310863154,-0.2703363715218662,-0.1872952833981359,0.2035780019803446,-0.0236155225982306,-0.0088838986757282,0
0.0080787768410411,-0.3800095942624426,0.3249759728597935,-0.0109765713473856,0.1565714087745322,-0.0052321337186258,-0.0038211317221902,-0.215655627581507,-0.0121734574432297,0.4035203331623782,0.2607694352996126,0.2035780019803446,0.0094880272765645,-0.0032245030375696,1
-0.0184662842280607,0.2673545763916213,-0.04439758975633,-0.007928393175829,0.0532253611008435,-0.009615501397458,-0.0080573763973517,0.5022970182176747,-0.0073708448511919,-0.1625823742829577,-0.3908167061261841,-0.1420885599502582,-0.0512073314188726,-0.014018773242444,0
-0.0005649210490336,0.6356599485323889,0.3134963557400919,-0.0076331608246217,0.0532253611008435,-0.0108429811140729,-0.0017040961585128,-0.2330667473797823,-0.0056903985348746,-0.0682319230420644,0.5458052900175369,0.4134813738490781,0.0103321677983714,-0.0070557135820579,1
-0.024642073946178,-0.2572411368821867,-0.5753861541752506,-0.0095023266845383,-0.419172589407554,-0.0080392669981274,-0.0098396855988048,-0.6007486301784798,-0.0126555910660169,-0.2974062781452901,-0.7571023355872822,-0.598724679715145,-0.031684512880212,-0.0168926055206092,0
-0.0030328292209911,0.8143707703571988,0.3364555899794953,-0.00517544735548,0.0975576489608631,-0.0089145728684715,-0.0120697456484281,-0.3382162551810832,-0.0174535227490955,-0.256932825523851,-0.2823072349707854,0.0678148119184753,-0.034655556481475,-0.0093184533498041,1
0.0315379494804921,1.7185909334025782,2.391307054405224,0.0122260075270469,2.9319453520112746,0.0321153898039023,0.012341369768061,3.5311490741045484,0.0423170037496648,2.89684270341953,2.9750941576646497,2.586173844591209,0.0799323814101287,0.0073083553711812,0
-0.0087952944810409,-0.1901973693766471,0.1518813539373153,-0.0040942067965127,0.4812910237492215,-0.0057586849062546,-0.0089485309980782,0.5022970182176747,-0.0056903985348746,0.2282229766786067,0.3285216904600372,0.2406480928837657,0.0077914703454811,-0.0091453104718519,0
-0.0159983760561032,-0.4359519587069966,-0.0790615316471784,-0.007928393175829,0.0235745451944734,-0.0076870931518563,-0.0093941082984416,-0.0231091262830052,-0.0078529784739792,-0.0414248310460581,0.0572480125715644,-0.0802248368192297,-0.0087603045919164,-0.0115811931175502,0
-0.0349310439508912,-0.2461397338212012,-0.6561936550766492,-0.0129415918667851,0.0088930732408239,-0.0090889502098292,-0.0119588947102888,-0.0753424856777998,-0.0203369626679016,-0.5265806332485159,-0.8658764639894072,-0.7222114111012223,-0.0626611596755519,-0.0222888918834487,0
-0.0079726584237217,0.4571668012774069,0.1286970291661482,-0.0042916673950475,-0.4488234053139503,-0.0192609617890219,-0.004823137261056,-0.1804919934791007,-0.013133043779845,-0.2164593729024119,-0.7978595515822323,0.1665079110769234,-0.0155548082037182,-0.0099278483810275,0
0.0029342918386843,-0.0787479896271948,0.1748405881766983,-0.0086166296309163,-0.6555155006613015,-0.0141766655812033,-0.0108438646854772,-0.1804919934791007,-0.0133717701367593,-0.4861071806270767,-0.2277878421463598,0.0061918036634264,-0.0270169123478656,-0.0074902682561336,1
-0.0328724473781853,0.2451517702696601,-0.4252507694921554,-0.0067493808641893,0.1122391209145126,-0.0108429811140729,-0.0129609002491546,-1.0732386262726534,-0.0244140343712786,-1.5239621442768554,-1.9787601864489517,-0.9691848738733552,-0.1076488839553983,-0.0249878838044663,0
-0.0145577597410907,-0.0787479896271948,-0.2406765334499754,-0.0087144013835889,0.2745989284018442,-0.0104942264313579,-0.0126261738869305,-0.0231091262830052,-0.0145747637392485,-0.1896522809063817,-0.4315739221211342,-0.3642683904947837,-0.0210748251453403,-0.0114946216785741,1
-0.0069413537079608,-0.1009507957491561,-0.3444432685907568,-0.0080261649285016,-0.0501206865728451,-0.0071605419642275,-0.0066076200103159,-0.8458698853776321,-0.0164939364124797,-0.000951378424619,-0.3093022741362599,0.1665079110769234,-0.0164072246129939,-0.0069691421430818,0
-0.0157937202564774,0.3454997469581268,-0.0097336478654816,-0.0101905631396256,0.1269205928681359,-0.006110858752526,-0.0004760416477555,0.01205450781937,-0.0056903985348746,-0.0548283770440732,0.3285216904600372,0.3518583655940511,0.0014190369945832,-0.0111466384434743,1
0.0407996276282603,1.752112817155353,0.4404474156520405,-0.0019317256785784,-0.301145069780242,-0.0104942264313579,-0.0105091383232531,-0.5833375103802045,-0.0164939364124797,-0.6072647238639765,0.2607694352996126,0.2654417251113949,0.0319818894164881,0.0080908932803568,0
-0.0170256679130482,-0.514097129273502,-0.390586827601307,-0.0104838783976433,0.0235745451944734,-0.0054065110599835,-0.0089485309980782,-0.0753424856777998,-0.0052129458210465,-0.0953018296655123,0.1657574837269631,-0.4013384813982049,-0.001121660458307,-0.0124519999448974,0
-0.0203202250011408,-0.279661617573966,-0.1828282667879803,-0.0115651189566105,-0.0204698706664749,-0.0103164299264441,-0.0115111438621189,-0.2330667473797823,-0.0107317374838266,-0.4322301820076226,-0.5128236968643081,-0.4381678574256464,-0.0274389826087694,-0.0143684539567394,0
-0.0069413537079608,0.3454997469581268,0.1633609710569966,-0.0099931025410909,-0.2421313099665729,-0.0101420525850867,-0.0116241683480647,-0.1456697538825813,-0.0128943174229312,0.0799955268182592,-0.974385935144782,-0.3642683904947837,-0.0172513651348016,-0.0084476465224569,0
-0.0180569726288091,-0.8153587339087499,-0.3444432685907568,-0.0116648078024727,-0.3158265417338653,-0.015226348792905,-0.0111785910477015,0.2923393971208976,-0.0071321184942777,-0.2703363715218662,0.3420192100427865,0.1296785350495037,-0.0142803215335386,-0.0103641005342989,1
-0.0108538910537468,0.8814145378627385,-0.04439758975633,-0.0087144013835889,0.0532253611008435,-0.0069861646228698,-0.0079443519114058,-0.2678889869763017,-0.0092946984333823,-0.0143549244226102,-0.2007928029808852,-0.0927420103710232,-0.0062196071390261,-0.0107120837693987,0
-0.0363716602659037,0.5799352586576628,-0.7370011559780476,-0.0085188578782437,-0.3748403015475344,-0.0078614704932139,-0.0095049592365807,-0.9506779986730772,-0.0253736207078944,-1.092683340693852,-2.114529354016527,-1.2407112539971374,-0.1089233706255779,-0.0272506235722124,0
-0.0180569726288091,-0.7931559277867886,-0.3214840343513739,-0.0107791107488506,-0.3748403015475344,-0.0111951549603443,-0.0079443519114058,-0.3382162551810832,-0.0102542847699981,-0.1625823742829577,-0.4043142257089094,-0.166641477301864,-0.0278610528696732,-0.0137590589255159,0
-0.0114718713114401,-0.3353863074486922,-0.2868200924605255,-0.0102883348922983,0.067906833054493,-0.0087401955271138,-0.0106199892613923,-0.2856415012804327,-0.008812564810595,0.1068026188142894,0.1384977873147383,-0.215988026881099,-0.0066416773999292,-0.0097547055030754,0
-0.0089999502806667,-0.3578067881404813,-0.0097336478654816,-0.011074343100058,-0.0204698706664749,-0.009615501397458,-0.0144106566361904,0.4497222643169932,-0.0028116395250277,0.4978707844032715,0.247007258470137,0.2035780019803446,-0.0019740768675835,-0.0084476465224569,1
0.0167224747311159,0.9928639176121908,1.2023788656554344,0.0009189918944431,1.2933779331850552,0.0145819190885746,0.0028668748788725,2.112996296810347,0.0180745762504808,1.5220593874276174,1.7402034444669812,1.4011345100616734,0.0408950202202763,-0.0002657967996239,0
-0.0147624155407165,0.278455979452597,-0.04439758975633,-0.0057659120578947,-0.2271619660138261,-0.0092667467147426,-0.0090593819362175,-0.1630808736808566,-0.0176922491060097,-0.5938611778659613,-0.2958047545535347,-0.1420885599502582,-0.0176734353957046,-0.0125402688630689,0
0.0031389476383101,0.0329190646920853,0.3943038566414903,-0.0059614555632397,0.2155851685881751,-0.0068117872815122,-0.0043775599606927,0.3097505169191728,-0.0047308121982588,0.3091698819214849,0.6543147611729355,0.5121744730075481,0.0166963252618012,-0.0019191415361465,1
-0.0017968687056044,-0.0339070282436264,0.3134963557400919,-0.0085188578782437,0.038543889147194,-0.0104942264313579,-0.0140759302739662,-0.2504778671780264,-0.0095334247902965,0.0395220741968201,0.2742669548823378,0.0432618945668476,0.0005748964727755,-0.0087956297575566,1
-0.0013875571063528,0.2227312895778709,-0.5292425951647005,-0.0093048660860036,-0.3305080136875148,-0.0154041452978185,-0.00827907827363,-0.1804919934791007,-0.0090512911675093,-0.1221089216615186,0.1384977873147383,0.0800912705942891,-0.0074940938092057,-0.0074036968171577,0
-0.0124991631683848,-0.4581547648289579,-0.3097793266999085,-0.0130412807126473,-0.419172589407554,-0.0082136443394851,-0.0067184709484551,-0.197903113277376,-0.0059338058007481,0.3359769739175151,0.0707455321543137,0.0061918036634264,-0.0185258518049812,-0.0080996632873571,0
0.0037569278960035,0.9147187470456756,0.4751113575428888,-0.0022269580297858,0.3926264480291823,-0.004705582530997,-0.0088376800599391,-0.3204637408769522,-0.0104930111269123,0.1743459780591525,0.1384977873147383,0.0307447210150541,-0.0057892609906534,-0.0054889402845112,1
-0.0036508094786845,-0.1901973693766471,0.2903120309689452,-0.0067493808641893,0.3336126882155132,-0.0040046540020106,-0.0053817390473652,0.4149000247204737,-0.0097721511472108,0.0529256201948352,0.4507933384448874,0.475104382104127,0.0039680103349423,-0.0077516800522573,0
0.0181630910461284,0.3566011500191123,1.2368177170145396,0.0034763942094471,1.3670731649523475,0.0091454490344852,0.0033124521792359,1.7101507799092432,0.0108706573624247,1.1580611284620832,0.3692789064549872,1.0183978572276495,0.0069390539362053,-0.0033993433947172,1
0.0173404549888093,-0.0674289119963912,0.4172630908808938,-0.0090096337347963,-0.0057883987128255,-0.006110858752526,-0.0008107680099796,0.6948435195161455,0.0043922793630288,0.1609424320611374,1.1158769994534097,0.956534134096621,0.0302770565979358,0.000952993262823,1
-0.0141444352830231,0.3679202276499159,-0.3559228857104586,-0.007928393175829,0.2302666405418246,-0.0068117872815122,-0.0042667090225536,-0.513010242175454,-0.0102542847699981,-0.256932825523851,-0.1465380674031859,-0.1295713863984428,-0.0236155225982306,-0.0130613949761209,0
-0.0209382052588341,-0.3131835013267309,-0.0329179726366283,-0.0081258537743638,-0.0944529744328647,-0.0094411240561003,-0.0083921027595758,0.2923393971208976,-0.0080917048308935,-0.1896522809063817,-0.2685450581413098,-0.2901282086879413,-0.0185258518049812,-0.0141070421606157,0
-0.0071500223664026,0.0775423515058258,-0.1598690325485769,-0.00517544735548,0.067906833054493,-0.0066339907765987,-0.0076117990969883,-0.513010242175454,-0.0114525974635281,0.1068026188142894,-0.350059490131234,-0.1295713863984428,-0.0231934523373268,-0.0075785371743053,0
-0.0120898515691335,0.099962832197615,-0.1137254735380268,-0.0103861066449707,-0.0648021585264945,-0.0038302766606532,-0.0090593819362175,0.4149000247204737,-0.0035324995047292,-0.0277584704206253,-0.1465380674031859,-0.2530581177845202,-0.0172513651348016,-0.0130613949761209,0
-0.0009742326482853,0.1781080027641204,0.405783473761192,-0.0063563767603094,0.2745989284018442,-0.0054065110599835,-0.0068314954344009,-0.2678889869763017,-0.0136151774026327,0.1472760714357285,0.4507933384448874,-0.0186018285641808,0.014577698069814,-0.0047047048961401,1
0.010137373413747,-0.6479669897147435,0.0364099111450684,-0.0081258537743638,0.1862222246809023,-0.0148775941101897,-0.0100635610228899,-1.055827506474378,-0.0196161026882001,-0.0816354690400795,-0.1600355869859352,0.1048849028218964,-0.0125837646024552,-0.0038338980687929,1
-0.0069413537079608,0.0218176616310997,0.013450676905665,-0.0118603513078179,-0.1831175501529038,-0.0115439096430593,-0.0140759302739662,-0.5655849960761045,-0.0155343500758639,-0.2164593729024119,-0.0107688998355864,-0.1791586508536793,-0.007063747660833,-0.0108852266473506,1
-0.0155850515980356,-0.279661617573966,-0.0097336478654816,-0.009600098437211,0.3336126882155132,-0.0050577563772684,-0.0025952507592395,0.3097505169191728,-0.0095334247902965,-0.0548283770440732,0.2065146997219132,-0.006325369888367,-0.0214968954062442,-0.009231881910828,1
0.0004663836667272,-0.0452261058744299,0.3481602976309402,-0.006454148512982,0.2892804003554937,-0.004705582530997,-0.003375554421827,0.3445727565156922,-0.0059338058007481,0.2148194306805916,0.3285216904600372,0.1171613614977103,0.0103321677983714,-0.0036607551908409,1
0.0506792860337218,2.019852538037836,0.948251655299794,0.0008212201417705,0.1418899368208827,-0.0069861646228698,-0.0085029536977149,-0.5481738762778293,-0.0116913238204419,0.4303274251583845,0.5320431131880854,0.8332881175865452,0.0294329160761289,0.0100939187311747,0
0.0037569278960035,0.2897750570834006,0.6367263593456859,-0.0048802150042726,-0.0204698706664749,-0.0094411240561003,-0.0073879236729034,0.3445727565156922,-0.0020907795453261,0.2820999752980609,0.3827764260377365,0.3641348242698431,0.0082135406063849,-0.0046181334571642,1
-0.0141444352830231,-1.2285050674330955,-0.4137711523724536,-0.0166780064934288,-0.5962138688485612,-0.0176813082261352,-0.0059381672858677,-0.3030526210786769,-0.007614252117065,0.2282229766786067,0.5865625060124869,0.0307447210150541,0.0273142888841417,-0.0038338980687929,1
-0.0120898515691335,-0.1901973693766471,0.0595942359162151,-0.0081258537743638,-0.2124804940602028,-0.0099676752437291,-0.013406477549518,-0.2856415012804327,-0.0107317374838266,0.1472760714357285,-0.8116217284117079,-0.1791586508536793,-0.0074940938092057,-0.0085359154406286,0
-0.0110585468533726,-0.2237192531294219,-0.2868200924605255,-0.0086166296309163,-0.1387852622928843,-0.0062852360938834,-0.0087246555739932,0.5371192578141941,0.00318928576054,0.3091698819214849,0.5320431131880854,-0.166641477301864,-0.0028264932768593,-0.0098412769420515,1
0.0463574370886842,1.9530264451021144,0.763677419257614,-0.0002600204171965,0.0088930732408239,-0.0099676752437291,-0.0102852628991682,-0.9684305129772084,-0.0164939364124797,0.1068026188142894,0.3285216904600372,0.5615210225867832,0.017548741671077,0.0080908932803568,0
-0.0110585468533726,-0.2461397338212012,-0.1020207658865818,-0.0082236255270364,0.1269205928681359,-0.006459613435241,-0.0090593819362175,0.2046010091178719,-0.0030503658819415,0.4573973317818324,0.1792550033096883,-0.1295713863984428,-0.0066416773999292,-0.0100144198200036,0
-0.0122945073687593,-0.3353863074486922,-0.04439758975633,-0.0106813389961782,-0.2421313099665729,-0.0090889502098292,-0.0110655665617557,0.432311144518749,-0.00232950590224,0.3898539725369454,0.1522599641442138,0.2035780019803446,-0.0066416773999292,-0.0098412769420515,0
-0.0182616284284349,-0.368908191201457,-0.04439758975633,-0.0081258537743638,0.2009036966345518,-0.006459613435241,-0.0092832573603024,-0.7932951314769816,-0.0186565163515843,-0.2301257335278208,-0.7708645124167578,-0.3271982995913625,-0.0206444789969676,-0.013932201803468,1
-0.0199069005430729,-0.279661617573966,-0.2753404753408238,-0.0074376173192766,-0.2124804940602028,-0.0129491858645883,-0.0115111438621189,-0.7581314973745753,-0.0188952427084985,-0.8769125315886412,-0.2142903225636346,-0.487755121880861,-0.0299879559491286,-0.0127134117410211,0
-0.0371942963232229,-0.7150107572202733,-0.6908575969674975,-0.0115651189566105,-0.2714942538738457,-0.0085658181857562,-0.0083921027595758,-0.4607768827806283,-0.0116913238204419,-0.4456337280056376,-0.7166097768390585,-0.6974177788735931,-0.049932844748693,-0.0215063539742732,0
-0.0034461536790587,0.044020467753061,0.2788324138492434,-0.0049799038501348,-0.1387852622928843,-0.0122448381720458,-0.0124044720106522,0.1520262552172214,-0.007614252117065,0.0529256201948352,-0.0242664194183357,0.0184682623392402,0.0009969667336793,-0.0080996632873571,1
-0.0188796086861282,-0.3578067881404813,-0.4367303866118571,-0.0115651189566105,-0.1534667342465337,-0.0099676752437291,-0.004823137261056,-0.3556273749793274,-0.0155343500758639,-0.5804576318679701,-0.3093022741362599,-0.4136149400740187,-0.0299879559491286,-0.0101026887381752,1
-0.0197022447434474,-0.9605476719807948,0.00174596925422,-0.0095023266845383,-0.6405461567085808,-0.0159272773218915,-0.015301811236917,-0.5307627564795541,-0.018174382728797,-0.6343346304874004,-0.2685450581413098,-0.5741717623635172,-0.03125416673184,-0.0141070421606157,0
-0.0112632026529981,0.010716258570124,-0.3559228857104586,-0.0107791107488506,0.0235745451944734,-0.0103164299264441,-0.0116241683480647,-0.4082021288799778,-0.0148134900961623,-0.0953018296655123,-0.078521154996035,-0.2530581177845202,-0.0189479220658842,-0.0084476465224569,1
-0.0215521726577112,-0.0117042221216651,-0.390586827601307,-0.0047824432516,0.0532253611008435,-0.0050577563772684,8.03865907469879e-05,-0.4082021288799778,-0.0049695385551731,-0.4322301820076226,-0.580840609271459,-0.2778517500121494,-0.0393231570138214,-0.0181113955830562,0
0.0002577150082854,0.3790216307108916,0.1057377949267652,-0.0077309325772943,0.3336126882155132,-0.006110858752526,-0.0047122863229169,-0.1630808736808566,-0.0061725321576619,0.6460982342635951,0.355781386872238,0.3518583655940511,-0.0062196071390261,-0.0077516800522573,0
-0.0462473058125489,-0.8377792146005292,-1.1525182776047214,-0.0111721148527306,0.0532253611008435,-0.0071605419642275,-0.0066076200103159,-0.197903113277376,-0.013133043779845,-0.7286850817282937,-1.3271740450231548,-0.9566677003215616,-0.0724267068886166,-0.0272506235722124,1
-0.0168210121134224,-0.4246328810761832,-0.4022915352527724,-0.0108768825015232,-0.2864635978265925,-0.0190831652841081,-0.0163059903235894,-0.4082021288799778,-0.0119347310863154,0.2552928833020307,-0.2685450581413098,-0.5616545888117238,-0.0138582512726348,-0.0110600670044984,0
-0.0120898515691335,-0.5698218191482283,-0.367627593361924,-0.008321397279709,-0.0204698706664749,-0.0066339907765987,-0.0112894419858406,-0.0231091262830052,-0.0042533594844307,-0.1221089216615186,-0.0515261158305364,-0.154365018626072,-0.025312079529314,-0.0116694620357219,0
-0.0215521726577112,-0.781836850155985,-0.3791072104816053,-0.0144177536228219,-0.4338540613612034,-0.0146997976052763,-0.0136303529736029,-0.4607768827806283,-0.018174382728797,-0.2703363715218662,-0.4450714417038594,-0.7222114111012223,-0.025742425677686,-0.0121905881487737,0
-0.0122945073687593,0.2338326926388565,-0.04439758975633,-0.007928393175829,0.0088930732408239,-0.0050577563772684,-0.010174411961029,-0.4430243684765283,-0.019372695422327,-0.4727036346290617,-0.9063690227376312,-0.3024046673637552,-0.0214968954062442,-0.0117560334746978,0
-0.0096179305383601,-0.134472679501921,-0.0329179726366283,-0.0116648078024727,-0.0797715024792152,-0.0087401955271138,-0.0023713753351546,0.5371192578141941,0.0003105267506926,-0.0548283770440732,-0.2823072349707854,0.3518583655940511,0.0065169836753015,-0.0101026887381752,1
-0.0143531039414652,-0.6814888734675084,-0.22897182579851,-0.0101905631396256,0.1418899368208827,-0.0089145728684715,-0.0066076200103159,0.01205450781937,-0.0126555910660169,0.0933990728162743,0.0164907965766143,0.0184682623392402,-0.0053671907297496,-0.0107120837693987,1
-0.0184662842280607,-0.1901973693766471,-0.2174922086788287,-0.0085188578782437,-0.3895217735011839,-0.0115439096430593,-0.0107308401995314,-0.1456697538825813,-0.010010877504125,-0.284002732147275,-0.1192783709909851,-0.154365018626072,-0.015976878464622,-0.0132362353332685,0
-0.0174389923711157,-0.781836850155985,-0.4022915352527724,-0.0091074054874689,0.067906833054493,-0.0038302766606532,-0.0062728936480918,0.4497222643169932,-0.0059338058007481,-0.2164593729024119,-0.3227997937190092,-0.537101671460096,-0.0189479220658842,-0.0129748235371448,0
-0.0197022447434474,-1.1725627029885417,-0.0558772068760317,-0.0111721148527306,-0.5372001090348921,-0.0111951549603443,-0.0115111438621189,-0.6007486301784798,-0.0095334247902965,-0.4727036346290617,-0.5670784324420075,-0.154365018626072,-0.0198003384751608,-0.0147164371918392,1
-0.0145577597410907,-0.4359519587069966,-0.4022915352527724,-0.0089118619821237,-0.4338540613612034,-0.0117217061479731,-0.0080573763973517,-0.3556273749793274,-0.007614252117065,-0.4590372740036288,-0.2142903225636346,-0.2901282086879413,-0.022341035928051,-0.0128882520981687,0
-0.0042687897363779,0.2003108088860817,0.1286970291661482,-0.0061589161617746,0.9093566863975996,0.0010796422058076,-0.0035972562981053,1.1325112760137688,0.0046310057199431,0.4708008777798236,0.3827764260377365,0.3886877416214708,0.0171266714101732,-0.0054889402845112,1
-0.0094132747387343,0.0218176616310997,-0.206012591559127,-0.0076331608246217,-0.0648021585264945,-0.009615501397458,-0.0096179837225265,-0.4781880025789036,-0.0059338058007481,0.4842044237778388,0.1657574837269631,0.0184682623392402,-0.00409270405957,-0.0099278483810275,1
-0.0164076876553548,-0.514097129273502,-0.0905411487668801,-0.0102883348922983,0.2302666405418246,-0.0085658181857562,-0.0085029536977149,0.0820403815182957,-0.0085738384536808,-0.0682319230420644,0.1250002677320131,-0.1420885599502582,-0.0053671907297496,-0.0125402688630689,0
-0.0174389923711157,-0.2237192531294219,-0.0558772068760317,-0.0108768825015232,-0.3895217735011839,-0.0097932979023714,-0.011845870224343,-0.3030526210786769,-0.013133043779845,-0.3108098241433052,-0.2277878421463598,-0.166641477301864,-0.0113092779322756,-0.0123654285059213,0
0.019603707361141,1.1491542587452117,0.3249759728597935,-0.0050776756028074,-0.2124804940602028,-0.0117217061479731,-0.0122914475247064,0.0646292617200205,-0.0066499848714904,0.2820999752980609,0.5050480740225868,0.2406480928837657,-0.0019740768675835,-0.0011366036269711,0
-0.0092086189391084,0.0553395453838646,-0.0097336478654816,-0.0080261649285016,-0.1091344463865141,-0.0062852360938834,-0.0098396855988048,0.0472181419217452,-0.0078529784739792,-0.1357752822869514,0.1522599641442138,-0.1295713863984428,0.0035459400740385,-0.0090570415536804,1
-0.0168210121134224,0.2003108088860817,-0.4252507694921554,-0.0109765713473856,-0.3158265417338653,-0.0110207776189867,-0.0095049592365807,0.1697787695213214,-0.0052129458210465,-0.1759859202809728,0.0299883161593636,-0.154365018626072,-0.0091906507402884,-0.0119308738318456,0
-0.0178483039703673,-0.4916766485817228,-0.1020207658865818,-0.0085188578782437,-0.0501206865728451,-0.0110207776189867,-0.0106199892613923,-0.1279172395784503,-0.0116913238204419,-0.284002732147275,0.1792550033096883,-0.1791586508536793,-0.0083382343310126,-0.0135842185683683,0
-0.0190842644857541,0.9147187470456756,0.4636317404231871,-0.0010460286249564,1.1900318855113663,0.0016061933934364,-0.0004760416477555,1.0976890364172494,0.0017475658011369,0.1877495240571676,-0.1872952833981359,0.1542314524011314,-0.0185258518049812,-0.0158469583361144,1
