a,b,c,d,e,f,target
5.272551499506771,1.8265528873066472,-4.476931464903143,7.979021830495575,4.394273202210719,0.6429006208236017,-35.63882824681382
4.022946780763187,6.315707668797579,-2.629185950687285,4.544390526378393,3.5377426165093606,1.9955466472038863,-54.41410986624828
7.177605448162309,5.410696882679781,-2.570479998271733,6.870427021225903,-9.209593231991532,0.747347641536286,-155.26032488436968
1.1493299705956683,19.40153237820002,-4.713682952663585,3.842166688876208,3.797654827887131,1.8209894324984597,-134.7116419967312
9.457497022259302,10.64469695353396,-4.507392652892679,9.728851051218417,-0.579586431373798,2.127592514195276,-120.33488986764372
6.237533843692328,5.591420107411389,-4.399773988753916,9.78229453540624,-4.676370575919549,1.0470247666778536,-66.37482286839413
7.416272874518889,8.82287198738153,4.268722028146584,4.905302402191149,1.0315075555433335,1.2733851612436111,36.10220726586389
2.778328995646543,6.779416743831197,0.2760990069761142,6.634739805621989,-2.133720000340098,1.9465696112456288,-19.809396043381746
3.83832951933044,3.924313023405906,1.3042646471365718,5.1945221648695385,5.337317284981877,1.1844611351569796,-26.54437536794437
4.117476675902432,1.9381686935562212,-1.645565934997637,2.657323583062452,-2.2580130918013914,1.8802999587838487,-11.576184074932597
4.5395883304785976,7.598190896482406,3.930149335126124,4.999293530154768,1.5488536303055227,0.03719918349566,12.838977372102692
6.571976616400622,12.60187698910823,-1.0819922907533828,1.4350861579425134,-3.658646053630557,2.6877918429953063,-58.177646875774215
7.145959227000623,5.0649072608050165,0.007794909406015,9.431610366560466,-9.840362433129204,2.5393337926048485,-120.1050513831031
1.115122123212764,14.909340764141106,1.7476304139141874,9.394597640903068,0.2449156056845112,2.376872920503228,-98.00375752562977
6.82540478767157,10.322491684049735,-4.430650430626866,1.9800415740405453,-9.809712782457094,0.2650450104782447,-214.49186331104377
8.450396488966426,6.012638571633511,4.124749857193489,6.565550907317972,1.811425738207884,0.404908008194378,69.26151013386874
8.642306022615571,2.08486397769555,-1.5796616012954234,4.206626984754543,-5.249628985027426,2.0412710954145075,-45.62617670672527
7.587153211639207,6.200327116436979,3.2062225428315365,9.276213487231384,4.042021709380524,2.7118324793101185,33.79187355050486
6.410861035821594,0.636834890961957,-0.9261667419556616,4.4848433608490605,3.542675556178409,0.4344392161303155,-9.992727857471031
3.8509772860192526,5.058236111125742,-1.183907820172747,1.8887204682565395,-5.369779111103372,2.388253051304747,-59.88077929665821
7.094388646339747,17.91338425275786,1.5767743379263033,1.4217468020128332,0.0084058641036914,1.9973312080505463,-17.205982974138987
4.120177389516564,2.910790626452926,-2.087507455183303,1.7957163014923658,-0.8114684719241296,1.3863663978105474,-23.000390746258816
0.4930898710982467,4.874342643350524,4.196616570875023,5.020316541497802,9.201515921886584,0.2460461531291706,-137.17427580060178
8.08397348116461,6.89573857309073,3.127300494315857,4.050040811307724,-1.495708614666496,1.1861721067533622,51.524948593954
2.333962694581269,7.180452333801721,4.543254656787836,4.750786493439507,-1.8153528957407,2.532311425379004,-9.42273898943272
0.1823258267636163,7.631487756510356,-1.2774135810524778,6.755517116323445,2.4018408150455617,0.917128725079668,-41.53278234033761
3.6988862564812486,19.71332046049014,0.3261221464100314,4.662649344871118,2.8725402386135457,0.6553313141785919,-113.6585007789204
4.4015249373960135,1.994619446877648,-4.547416861294486,1.296856544091423,-0.8770589800320057,1.3445651277670598,-37.58417989219095
1.992196858370765,10.44190473829578,-0.91706606210784,3.3974186106752056,-4.824794247422499,2.29729510275448,-83.654527552791
7.051391455705634,11.622447998581112,-4.347595458245168,2.498404599615277,3.0054487342755305,2.9513065989414144,-103.18456659778464
4.543773345599609,13.88549492871726,4.552866138494954,9.256005281316154,-6.733342229697126,2.389443788480908,-104.54372065745702
9.317537194328164,18.208221791562323,-1.1861233692643411,7.206555842060237,-2.529475098650959,2.2590370103234747,-132.88943964576626
1.8573307200518565,4.398490960787484,3.8811365518037695,7.669970173169963,2.8094650062649045,1.6989390947621803,9.614663778613004
5.877954050663722,17.133964462551376,-4.08445772735618,8.52081343982083,-3.4209985844635997,2.387738829220325,-181.7686238722732
6.484645569002371,7.9725792328815,-3.105203799044828,4.084463611242089,-7.457758944581903,1.493170358266852,-144.3057101857695
9.33615377835094,19.89899972243884,3.076234315017974,2.4158673456514324,3.115987088183431,0.1131776640676701,-15.624378703486409
7.509397983633183,8.410753801377531,-3.535734583511,7.211536747723926,-6.285987076292456,2.4810818974851183,-132.9268030766606
3.5933899051578724,19.28918536559025,2.5642453631925104,2.43522410788742,-2.73637548096144,1.1938985331238197,-62.21266444962841
5.187009943805951,16.553588144070808,3.900831695467581,1.2772780668829546,2.1377215038343067,2.888981495480089,14.28952977287289
5.626887557907294,13.693432548317237,-4.340863532960792,2.6597739411460646,-4.822021688112972,0.2150445250209851,-123.64304319599584
4.876278096672109,2.017776042117178,3.919274781260558,2.87023487051787,5.437842487642639,2.091885476474756,12.138713407695182
5.525009674078891,7.753198011175981,-0.102140219387337,9.648783630157595,7.1085416131497965,0.3854668101035893,-87.84642099790526
3.0096356694681625,5.6679538914118766,-1.9902448458959088,6.464913424294291,2.577363186652736,2.088217869504017,-33.58550666513442
2.748956582570877,16.848616043008942,0.8504204814474239,5.430944351662407,-4.642313896836918,1.4590932554499676,-122.3335015716503
5.441086239394686,1.527866335906114,-4.695970989213508,3.978300770502349,2.886683257110869,0.4847817549822063,-43.53800162000547
7.555511385430487,10.23804242539248,3.285514084650412,4.575435866577903,-5.137157005673148,1.5865040097084036,-17.641499137620855
6.4357769519652495,15.592172850849302,2.54427029159928,7.615347787458305,2.644008182023235,0.9413078563377972,-72.35494912642558
9.361255715401349,15.112154270035964,1.1185148353172858,7.511612662803541,-4.391263657638296,2.37249620261365,-86.13738443826645
3.451922084942105,1.088202555003559,2.977039302997685,8.091265234733076,1.401706190432396,1.6547864170986504,67.73746620825234
7.684677956641338,11.582503704077183,0.8918299261206277,6.16277318536042,8.59459959408857,1.273276825194448,-142.45811153295978
9.113418162164088,0.762632281829454,0.6605415608605316,9.262166865127108,7.297007932993452,2.191933162610863,14.428068022992036
4.975398521461022,12.465150193462629,-4.057719110591323,8.937619016749593,-7.445388815491361,1.1713857549953222,-183.9521993240496
9.987929358156546,17.85022838188303,-0.2608524959797851,9.873224972442756,-0.7793327231197917,0.5508955029972371,-120.31725896258786
9.224993811772958,1.939027852534294,1.026162769346909,7.784834079310465,-2.266236635116885,2.951641082891993,66.16823477002076
3.1387549672247053,2.904657381526876,-2.336876844020254,8.639858991301734,8.498014037230867,1.234669452705246,-90.05727045485374
1.5159507480009935,7.5008139648042,2.602712434028337,2.204639106222655,7.716822061820171,2.7257579314925007,-103.05976165811272
9.848584027624758,10.389055330351129,-0.0379412004999188,2.695557909447729,-2.0170958888434782,1.746690167031231,-29.059388792025707
0.403252397209507,13.203759949957169,-3.123193656790225,9.870290567933512,-6.196236109220985,1.8513066346006757,-142.26700177658705
9.36829739324758,18.93127685957488,1.921053978139172,3.3567365756398444,-6.14480889298582,2.20948315890448,-84.50025160760859
3.517098179588083,11.54404472251915,-1.1330229005259462,7.529949461868169,3.963120064092976,0.3367660436003881,-95.58743503082135
0.6986192068466168,14.042271003433711,3.0314592615754457,2.826328532978035,-6.750176837669095,2.78398826020862,-124.70841323590685
9.633944342135504,8.004381910776225,2.445671952103164,1.9854073757670097,-2.360651340439908,1.5969394231618352,44.53444309292671
5.755495078311032,9.673007583522704,2.9849177055305445,1.0062142703384436,0.3956951597236209,2.3594442570921466,35.57502177436904
1.753712786234496,4.468250898592501,2.948937497064975,6.013233212888342,3.653839206334414,1.2111980988671067,-12.972521553374364
4.983330282942372,6.381906797459759,-2.7943192636305736,2.0526434366153348,-6.520977208449339,0.3475745418166832,-98.78673564869725
5.506633794408515,17.517714427339026,4.7221465094627,4.342674977763722,-1.7140727281220585,1.3695179590311688,-31.231339526279115
5.180153489085198,19.706894373746213,-4.998051376626829,1.409186690894821,-3.0059778286116074,1.5673972456452885,-117.93002178538514
3.684489199165789,14.534811304586391,0.7435507030387791,1.007331555778794,-2.2943873187069386,2.3929437301315466,-30.597736738107667
3.5052053428616183,12.675768390900044,-0.7399492058365578,6.691915463724595,-8.425608172492723,0.8856171041506975,-178.33330642887285
9.060870604812605,19.61080608062708,-2.0330330237191383,3.868526619444839,-3.207062796087408,0.3176564526594694,-124.41557471869568
5.25360481819498,4.09307059292654,-4.18647627276995,2.178842438739045,9.5252036112209,1.5697714229359,-174.2821591511363
5.038887967912736,14.167459920454526,1.2325552489263476,1.048171337777697,6.875469119160581,1.4055673101743515,-79.67861165034404
2.796014326451318,8.776956194227278,1.447607152270879,6.306851151100139,-8.379981012357248,2.926721628711518,-133.73966039514534
9.012592077965634,12.360445573630248,2.0560261622869973,8.782174237406174,2.005623646645008,2.7720727838305947,-13.297339849009358
4.962194794899244,18.293818494164643,-0.2064443239975633,7.110844956233104,-1.425744218726095,0.2121559539376661,-123.53934555350936
7.671882889311269,11.987584445222035,4.601070391685621,3.720749827424201,7.130471241593625,2.530921848837835,-33.91626288104354
4.425455148147456,4.829284563984322,2.0292099806196795,9.271257862510971,3.732262919373517,1.266543583921379,19.31325173073097
4.639816981668874,1.695189465506437,-0.4757311353329445,1.7963907717947785,4.102644313165772,1.4284524703041797,-17.86023070626106
8.14208767054663,13.540813702954344,-3.555769137355015,3.7990313767190633,-5.574829834432955,1.9108927967246292,-147.19582022059237
8.567299465058975,14.285269256436974,3.07609699035004,2.629107218144911,7.323249819589627,1.2559559427117095,-58.53220208581184
3.936818859906128,7.224993891472094,-0.3715774296567176,6.425327047252394,0.5571078220461381,0.6650711047648421,-15.088466066983464
4.423937407481936,12.234758116849434,-0.6727372406656045,5.578445265550915,-9.952198188089891,0.6277182060443832,-209.77709419624964
0.3353243473577938,15.90574089594445,-1.397262802669894,7.850927715864746,-3.0431513612975225,1.2044061934920525,-133.5875012320625
8.579349139973289,13.767934098538166,3.1099127305523933,7.043457297624317,6.2590280605041535,2.0156602427839148,-62.99931127801688
3.076790894779485,4.101875074472199,-3.725844811984466,9.274070302821844,-2.640344352659058,0.9270964246536684,-10.045695484249038
9.760783324725187,7.056120185318116,-3.780255656974049,6.392790348555139,-2.837462524480891,1.3561363197823884,-84.25896448442292
0.854084828082653,14.899303969217865,-4.560009694416895,2.7707122085810725,8.517373817735393,0.2581345419555461,-189.82104461923169
9.791049380151543,12.280623968973012,4.3561935632865705,5.498480372826989,8.3375169516123,2.7467519510188656,-53.78801469958301
1.7742876946970687,16.182064336460922,0.1564186740078259,5.048895850799635,7.879371723892792,0.7690080448909636,-178.8201012544307
3.032195467185912,14.928378794746775,1.4116270584517707,8.54786258451368,3.1793462975430757,0.0450962068041246,-101.66828547215286
8.950667229362141,19.594412869076216,4.4523232486958335,5.159426043154227,1.9852197214688907,0.5133007326115452,-24.399985157838827
7.511780478084181,13.194630645215142,-1.2305008883361044,9.196378597679374,6.740143775167631,2.685219825010628,-154.54321332566576
0.8144721289115919,14.196541498397522,3.9315181885259136,6.323441744529778,-5.50066554184127,0.915609811013143,-125.46827860325182
8.618438232948298,18.18145052722589,2.429036028823993,3.827836697177805,3.441254284224623,2.076971923503232,-39.68310980075546
1.5389990469377368,9.738814264784963,4.185101506885498,8.353277760019667,7.3481123918485345,1.0643038699951737,-116.51407854401928
8.09516074724878,12.684559976272295,2.974644903726232,4.280229085709834,-7.536599918461171,2.1233781930792786,-70.48257413551121
7.235807004399809,9.217625533859229,2.5576950573724977,3.070165057434925,-6.732443678545639,1.1265779663789035,-47.81018888904977
2.0152837800631285,0.3859826445396952,-2.292047036525866,7.398950785653104,-6.311361962772826,2.8882040058024727,-26.56073591250972
4.5002423952780255,5.574540134542483,-1.2704907935919794,3.0817006577019725,5.25756422320077,1.3281184408538405,-67.05804421414224
5.698896848713165,12.61559466209864,-2.645531744483356,9.441450458632488,-0.2066402066298938,2.2817992986232247,-102.64259761370494
9.417257116189251,9.339988390664404,-2.3916438401698423,7.174706606714985,3.5808446042320696,0.7177965993587969,-93.93376082246748
6.764837495206044,3.596962968183983,-4.110775411132624,5.495750064036423,0.3402759433194458,0.3725867284420779,-41.48910681609744
5.657473065511459,2.649979125325732,1.565772554235961,2.490426998319106,-7.922044842738241,1.4342397634737858,-68.13607080947615
0.4157895984659376,1.6088640041866853,1.0637947857403374,3.1680340247055754,0.5596745055699834,1.9705528310657487,-0.9831986949598944
6.0301386336458815,1.353503264511999,0.172236151162501,2.5633023941229456,8.547314261542077,0.5289307486020249,-87.3904778245493
7.913107143126669,17.677522239717636,-0.8039797906587101,1.1380535147643736,8.49742683307738,0.9821858085487662,-153.1906587097816
2.1491263703639585,18.023782439092034,-1.352161866297521,2.8497859472849028,5.889184276505919,2.656777011846097,-124.08068166681598
8.799146267270144,6.050079207028231,-3.570024488045612,2.74076739229195,8.79001499625026,0.5188532486053159,-184.60554432604505
5.767023988577563,0.1450485603028894,-3.32627148459864,8.737902524494974,-1.0012709379279254,2.963783054556182,25.7103452921393
2.3333282264932667,16.012473128256307,-3.680960611691991,4.712636383908647,-1.075040213716543,2.887628951382392,-99.71740257510945
5.441801159419536,18.457463489757814,1.4321803073005803,8.83983880721972,7.497945032027918,2.924878267947536,-201.890062640253
4.197273169261223,8.269942741267435,-2.494382434320195,7.160059939153154,-2.0289577367049105,0.3656984535054955,-49.76058408731645
9.517024063905373,16.261024142866162,1.8155407314345364,2.0933047031401286,0.9693213018040208,2.245473086604948,-3.2605558126257588
0.6252629574284574,1.3283280896286986,-3.205672278645179,1.97124627589694,-2.927080479745734,2.8250937702615144,-21.37060730650641
6.134151959357899,2.431746990670538,-3.2104955970282267,3.482651126342984,5.677373882277028,1.824549983422968,-71.61824945182794
5.028755200655849,3.14364943216747,-1.5861027801904246,1.551484358501003,2.27875091387546,2.162922015627106,-11.202200625417976
1.5294318647542615,2.1515740542772543,3.9943746239471647,1.23832070247739,6.441848007410037,1.249142032214301,-59.47294113397044
2.644042979296453,18.082158109152715,3.1489629025297354,1.039077349848516,2.276172115865208,2.5762454754853525,-29.356585548826715
5.227328293819941,11.782374719604732,-0.7843824388308036,7.476639170645272,-2.4211997651003303,0.4445266395604759,-66.66514343074607
2.331875544216163,12.526021895477315,0.6804664178751532,2.285859334223539,-7.356677872502805,0.4485583062390821,-124.30114343245224
9.555236959549347,17.09640105984376,-3.29096204823472,4.611650937659197,3.4065559057088244,2.32608832900385,-153.2452718836977
0.5778819701986415,15.544570400033155,1.9513797252749765,3.945175915483176,9.393962002269042,1.0920917860327228,-208.15395698215997
5.393422419156507,15.085646660704322,-1.4265130833540751,2.558831525039916,9.163083299088331,0.645858988487273,-192.6381440154889
2.1932040121138208,9.342461853862789,3.9894818558104426,6.448167879035768,-0.5179814184237586,1.8691858113466144,-29.95805428140721
7.271628097401384,18.492019808434254,4.712418328803512,4.514261264676906,9.956068435883571,1.8934422282533951,-170.38820213596054
9.488855372533331,17.90212451460184,-1.1434131022391734,6.691575379709232,1.8923570618209915,1.983685198330261,-128.55568789413078
3.940836485100319,10.528272207897563,-2.141321643537226,1.1140877580264164,9.966935627772456,1.2398499810710637,-188.01710471709092
9.3154440710652,11.828148257978278,3.967618462562682,7.00950702860122,-8.338650859780286,1.5435089678149725,-72.0104568675335
3.094695490886009,13.72839787995284,4.441478004244795,6.538889126869098,9.431803825250562,1.8138328929836445,-191.30740771282103
3.546221576407765,10.185779813598524,-1.8416850484694292,4.43904844768524,-2.83791081552266,0.0224120526030817,-76.45786614580109
3.7103876298460263,2.8979731861469205,4.980712535922372,3.990234422192935,5.098839392286873,0.240576867119068,6.455617404855321
0.3895784634846422,11.01888387681206,2.6282886639429446,4.033573624107173,-8.398765645588275,0.6041768711246505,-162.48482601484844
9.623380574812067,4.441303490827839,2.814473786256726,5.828006848163818,-7.031712806348289,2.71433249727224,13.424213102533646
8.665956885955035,7.811242048540635,-1.111021693598604,9.358838762563945,-6.9857060360157615,1.2178326688007184,-97.03393959961716
8.23552226611819,9.766762879906372,-1.997511530838615,6.0939671697931965,1.5079418711510009,1.0916243972777078,-68.76730548370348
5.650722830366936,6.580252275678653,3.3278331418848826,4.738511175071277,3.7426211656294246,0.9217054781662224,9.019527897108931
3.049031243850635,1.5983021869321343,1.2311948809468456,6.28990475705094,4.122942514787235,2.3601144584616915,6.482507998946529
0.0365631134464927,7.241117003449828,2.7824076362644545,8.070125227065416,2.4106097299214277,0.8578784096609552,-32.094031496424975
8.939335106699906,1.3534707331596674,2.2429450719132893,6.295819147256715,-7.341425267007526,2.8853150037229693,3.280116191855704
1.7052412368729153,19.69743132227204,-3.875020421861146,1.8140830029131536,6.859294755602367,0.8226183968707518,-154.63180403447654
9.57971066482454,18.221702631480973,2.9096539886869897,2.6678953949606057,8.891381496820209,1.2500615107491222,-108.71748423205509
9.5979102040485,16.29015936261063,1.4265083308056816,3.2842480336465454,-3.1780349515743955,2.9232603173693392,-36.02873183873772
0.4645041271999772,13.444682996012103,-3.9252859603131873,2.5759969236447184,-2.387111520811307,0.964260723470901,-78.11588823059175
1.255497898984771,15.33395647666965,4.816488762882669,8.607093326061317,-9.53966817290936,1.5724627354619236,-224.92167784777945
3.2694210025469497,13.884637576462744,-3.9177957643259465,4.08292538058181,-3.448901272795029,2.8773886343566213,-110.09857016843648
8.772005408131083,4.198636633469688,0.3370149717655168,6.9754981571250125,4.49181436421831,2.981723659651541,-6.502426324729075
2.586208348880388,19.54483130000898,3.545352003016795,1.3171141838149416,-2.0228814712167287,1.3024901751964324,-56.99154842951787
4.103829230356297,5.224003425478259,3.823476118397537,1.2182764243892956,-2.6872433818448656,0.950251426295103,17.509714747887188
3.763875377344753,13.789591874571949,-2.507634554711833,5.123964294888724,4.068511048964442,1.6741876655302972,-111.77253744851043
0.0970035492304222,6.01253813077297,1.7862385674027834,7.723966677251954,-9.70325172990446,2.7307687456559524,-155.40845613373105
4.978691805143192,9.519519373194925,-0.5555856582300409,3.420940659714188,4.741266031719079,2.143300968408589,-68.63435056930223
9.028949951919872,2.226286429551003,-3.168765402154823,7.048225199079087,-3.796272455338685,1.2841585786716223,-41.31024293413304
5.902306668690871,9.60533851331255,-4.666563021410416,8.93324250904097,-1.4655215079727206,1.496235067534308,-95.93144898857383
7.539376844414241,10.195008232275343,-4.285596993911761,6.49278206621358,0.4518482625977764,0.4213467846631308,-99.82201995470568
8.99612489372315,14.39522826038664,-0.3735163288512799,9.894903566387184,-0.7311288800884501,1.2757471274823815,-93.27125561277956
5.505453006199955,19.109419809903287,-1.911581644953712,7.736436025605915,-8.372209686668125,2.8407455697867507,-258.9957101239995
3.881699262065219,17.602627068672835,4.83415115266428,7.419570156121979,-4.067081798382226,1.6652693593318617,-92.62414157969496
7.260913337226615,5.171684431055477,1.095812963036007,8.093611292500517,-3.560837546392359,0.3035838126935123,12.78651387585579
6.870192665032428,18.29330214847499,-1.7270635642911278,2.525155842109664,-0.7224536645936084,1.266048616093718,-85.88681737401203
6.615243241461749,3.4059116850406745,0.6113305635892319,9.523533013377556,-7.924517056546973,0.5769154701166874,-38.58376584161612
6.256819122613527,4.623027351253541,-2.6161430784653184,4.4791117206684925,-9.659695326205425,0.1503821488731227,-170.78926216259086
4.063322309637679,18.66029746260841,1.3449539096555627,3.2681702133050647,-0.4447275068012075,2.822240336057532,-71.46727429602007
6.051016222371507,4.268986644892186,-1.212920912520859,1.5055551901199054,-4.708776290159468,2.599210550379781,-49.42560609094814
0.926254830513672,4.096424941517089,1.6980504123831954,2.37128251577392,1.1738585302986042,1.887737412792985,-9.342894814094596
2.5232274426374524,0.5703698782258515,0.327033070517114,3.122935321094258,-9.06423067579405,2.031757569359072,-111.42852052648684
5.402965317903073,19.2622931876976,0.7820666529801832,7.340222204463423,7.577880318485729,0.7850564370803079,-206.24942933640463
4.603290506427651,17.24610473153341,-0.2847451454792011,8.61406729400598,9.221032998016405,1.9392753837308128,-246.82660579940944
8.218014592542003,15.098536732753892,-0.2920922195778441,2.5726428311988934,-8.764228325235093,0.1268149056653283,-161.92291479845483
2.093493233367103,5.814877317813478,3.841040229482111,2.3618481563444096,-5.735376674449217,1.8293361802716477,-38.28948195222327
4.734349335940488,13.26888787277932,-1.0630178694235015,4.430684666550352,-1.942089866049644,0.2209966460585707,-68.1294910338094
9.807393435834294,15.30997000810599,4.523515039590553,6.992665561887599,-1.7099346627833754,1.3082798919821768,-0.8745888104147355
4.118409141472686,15.241433068794514,0.1631598884911786,2.8477326041092907,1.1979162159315957,0.8863494244694751,-58.72647488294339
5.383841868964332,11.78886441208498,-1.974779074861336,8.545954808776166,-5.57820844732777,0.5723187336918647,-123.9043893577468
5.059579077349317,4.157767082099941,2.750250556294934,9.423606206846728,5.551744034353575,1.7126262979046878,11.276818082804724
9.405039528794026,6.08886897980748,-3.0999070516874774,2.559632378135456,-0.3544394528786938,1.9861447636624896,-51.22811962475875
3.0419871963628085,15.726191054205596,2.874895686293738,7.301889044706445,-6.505199487362054,0.7497311421185563,-150.54067021678208
3.137821433057288,6.564035010752349,-2.709740879266228,7.43496203160445,6.095846906271106,0.2302069792539547,-90.34085978840145
5.213770214737412,9.89823209553321,-0.1629639168482715,6.124561535236168,-8.420050555748118,2.6601830639681308,-148.66414219187217
7.975591006371881,6.052445701637774,-1.2727329516590569,6.992194689780953,6.734686681198266,0.8085157958989277,-90.16589421166648
4.439194545063778,10.752969279753584,4.392477228751089,4.400632383780357,4.093529670206904,1.853152024207518,-27.247107649157066
6.636711653626481,7.814348845092482,4.671156173713614,7.978755118331856,-0.5992545011971728,0.1334370946400422,47.33266250045406
0.0637904340659067,11.60437927381081,-3.816327604244184,1.3569178506020516,-2.7021776782980997,1.5263982672688952,-56.77749808141692
3.8722314121020696,4.044301749179466,3.0674474347225207,6.275548541195175,5.084680341783498,0.5878687125007888,-16.390717790400274
9.33113221168653,15.517941647783688,4.156237810667848,4.173489848134668,-8.608178111175015,2.6380068273724344,-93.89759849573186
0.9717649377076854,1.6800342904125132,0.0782001469080224,9.589431042812045,1.2658573454206137,0.2171739964309507,49.30818628743331
2.1469588746335546,5.016082650017928,-3.3522411317288183,2.297045821906106,-4.0924480964927845,2.605682353107011,-50.8413879577712
5.992935663104787,17.307416030021162,-3.1613335855205893,3.092554459864782,-1.3287206284073785,1.5028603168592918,-98.78868505527495
2.809631895922303,18.74224987842944,2.5160486832314275,7.090733125565734,-1.9594231543333347,0.9426046721707464,-118.38941964853518
7.960685253969374,8.563513749243008,-1.9032049847946355,1.4384025610978752,2.245781744927536,1.2904669715455104,-41.56229102638448
9.872761293149445,14.795927438721982,4.690018741421531,2.29033280525789,6.654675715650228,0.9855740945742082,1.8693731322287848
1.797978134950754,16.202532700239182,-0.7685647865352223,6.154914949493104,0.3177956532074404,1.0288102890199575,-108.34767217624209
0.7845638134226596,5.625200407609492,-2.475307024787204,8.216919567595006,8.896263851515823,0.6898975302002496,-123.69531814345304
6.077526830956526,8.646954766762631,-3.1337850843317328,7.395284484166127,4.125864247587288,0.8493677457068444,-81.67126386757177
5.967229901062171,11.442754943307069,0.212662385624438,9.226875495652264,-3.494072147114597,1.1401464799390886,-66.82462625245108
4.047058743291702,7.82456442566966,0.1271462411829693,4.090036258134457,-8.330827897152474,2.98833296195435,-123.41836698906188
9.378869760948836,0.3526965810469273,0.0727976454922894,3.662007003904319,-8.393834758931346,0.2667737017296215,-75.29940440997096
9.353944896677987,10.27714718538245,-0.1734758168712327,8.109683260658043,-0.0291409510484825,1.4612569063569731,-32.38711404791702
6.095285097540636,12.149567890062364,-4.305329705877893,3.0555490427708683,6.547660303746188,1.481284767835516,-150.55663054579804
0.800634025289656,14.279108464841032,2.2864218918406154,2.7294812643356665,-1.972189596813802,2.5352401923774424,-63.64907164767174
8.258882264268145,11.672244322820992,2.03006482835312,2.567300754623019,-2.84831720817603,2.916164618817663,10.04910115058552
2.489435247968728,5.713173391657655,-0.6519679551497752,4.669271672943426,-2.996539114997539,0.5329786448142055,-34.83246058421053
5.444823328002629,11.772873394321232,-3.305117250799433,4.105574795649725,3.126229600172035,1.7710697613756858,-98.1717761456894
4.395077804475518,0.1916537542631124,4.145736799875937,9.864121925575326,7.3859347499881025,2.361440869013748,28.582864854657068
8.515371718979257,15.73593418129152,3.673892719798872,7.25328164294468,-3.3924333857148348,0.777850712248268,-34.48516589511392
2.5508722242139816,6.411878141606355,3.165550240405164,1.0955730922926397,-0.4130729746506034,1.825189606180004,8.42703261943814
0.3252617949125191,7.022873811136241,-3.1912596177858843,2.544475147727285,-1.0490193090211264,2.317757790001501,-24.52197031060009
2.1126291693819645,19.420582624901996,-1.4081244658343497,6.986688408009441,-6.106260055177128,1.4348720411932,-196.5643067776655
6.191727353658367,1.9750593736337676,4.623717543033818,2.189613031843017,5.161335663440717,0.8535774512362957,38.85895547593108
7.202679239473956,12.913813368990768,2.4587954532078813,3.429881447800968,3.734121859022308,1.9067230220933284,-27.17127924736135
4.027855340464949,9.599129869266251,-1.1222118049276864,4.83703839991144,-7.9983821019305985,1.704028604188512,-143.04187138541732
7.073970000329277,7.826656729323853,-0.8317349607514801,7.140437621178383,8.396055014379979,2.101828447000684,-131.81779832610405
5.045029240548358,6.443869012959256,3.646566077360136,8.761096542851705,5.885362921009245,2.035333919534273,-14.383640175537774
1.662833687560794,11.141318653678344,-1.834492005223761,7.060923113492667,-2.826707713008183,2.1012800509321647,-82.37401260050244
2.9321077169806453,13.955940661250477,2.939387065319563,6.779475898351367,8.193738859435278,1.26841622195591,-153.77019003488255
5.694972585185759,14.253224512934915,3.97461280569979,6.4222261475264695,-0.3778465512137074,2.347548942204468,-32.180549671059055
