obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1.2376785980967488e+18,14.3831352206597,3.21432619593864,21.82154,20.5573,19.94918,19.76057,19.55514,7712,301,5,425,9.855072926793226e+18,2,-0.0004402762,8753,57373,258
1.2376515397830577e+18,167.131668785257,67.3399356293198,20.48292,18.67807,17.6168,17.11936,16.73351,1412,301,5,124,5.518594868731187e+17,0,0.1115879,490,51929,613
1.237651539783844e+18,171.975424574048,67.747450140585,22.13367,20.84772,18.96537,18.31696,17.98124,1412,301,5,136,5.5297411700388045e+17,0,0.3747563,491,51942,572
1.2376575897750735e+18,144.785292662052,46.8264956757313,24.54793,22.33601,20.92259,19.87177,19.16934,2821,301,2,28,8.237291638734739e+18,2,-0.0001203588,7316,56710,756
1.2376575897752049e+18,145.273037350992,46.9601338072329,25.44243,20.77028,19.6617,19.08481,18.83176,2821,301,2,30,9.390321721221057e+17,0,0.6623096,834,52316,115
1.2376575897754012e+18,145.883005500431,47.300483575273,21.73992,21.53095,21.26763,21.36257,21.15861,2821,301,2,33,8.22824045899811e+18,1,2.07568,7308,56709,596
1.23766234108697e+18,241.426267237893,27.2246949401119,18.88323,17.54229,17.01789,16.75376,16.72259,3927,301,4,94,1.5684797726804152e+18,0,0.03208113,1393,52824,368
1.237658423542022e+18,132.922468009168,4.52186469749673,21.2611,20.50495,18.36379,23.17828,17.96264,3015,301,3,126,1.3398731607402353e+18,0,0.2509563,1190,52670,190
1.2376584235465446e+18,143.288017625325,5.55205221134132,25.98497,21.31456,19.61107,18.83178,18.27728,3015,301,3,195,5.484305274931272e+18,0,0.4612782,4871,55928,170
1.2376584235453647e+18,140.600038144857,5.26575770443853,25.46577,22.4065,21.43408,20.26256,19.98775,3015,301,3,177,5.483188445911472e+18,0,0.6110625,4870,55923,203
1.237663478721872e+18,333.311510605612,-0.376122967149355,20.53324,18.84066,18.05369,17.60397,17.2903,4192,301,3,177,1.164231128404486e+18,0,0.09108476,1034,52813,184
1.2376634787235758e+18,337.093435465929,-0.311773269814488,20.15491,18.37295,17.31276,16.82294,16.44342,4192,301,3,203,4.234018977229312e+17,0,0.1482283,376,52143,231
1.2376623410926062e+18,252.75854857538,19.4935268704245,24.36048,20.3777,18.53392,17.84004,17.44505,3927,301,4,180,1.7654658077997404e+18,0,0.3846326,1568,53169,199
1.2376623410863803e+18,240.213908860967,27.9642908504061,23.08039,22.02426,20.80525,19.90149,19.37544,3927,301,4,85,5.319915913432291e+18,0,0.546072,4725,55711,141
1.2376687368247708e+18,255.574893510297,45.4787029190988,23.73066,22.82349,21.32414,19.81448,19.28439,5416,301,5,12,6.78363307782048e+18,0,0.7491816,6025,56098,313
1.2376788584801897e+18,20.0525557261385,11.4978807678312,21.89214,21.35124,21.18755,20.843,20.7658,7773,301,2,441,1.2468299823421084e+19,1,1.528308,11074,58488,306
1.2376737098722186e+18,144.721737004651,5.84684728531905,22.88916,21.63309,20.06106,19.13263,18.9481,6574,301,4,198,5.485487525077473e+18,0,0.5091722,4872,55944,375
1.2376784397029873e+18,44.9233602672725,3.17554875120939,23.8628,22.7784,20.98458,19.70143,19.24533,7675,301,6,168,4.793227299863681e+18,0,0.5981273,4257,55480,987
1.237654606389052e+18,136.263071151474,3.94400308209486,24.06677,23.00891,21.0967,20.12869,19.68312,2126,301,5,114,4.2977890062494817e+18,0,0.5215806,3817,55277,833
1.237657401346294e+18,140.512982663685,45.4036126655435,20.71552,18.85877,17.72017,17.24668,16.87722,2777,301,3,225,9.379376082631004e+17,0,0.1769632,833,52314,229
1.237660635987837e+18,136.418378205442,36.1526785230781,20.66654,22.21825,24.8026,21.43702,22.82647,3530,301,4,138,1.1530560710276e+19,2,0.0003084856,10241,58157,799
1.2376737050434609e+18,121.610009731402,41.9287206884987,22.42006,21.26692,19.40369,18.74999,18.26678,6573,301,3,245,4.281990677385206e+18,0,0.349364,3803,55513,703
1.2376621945254054e+18,181.645330520821,42.2739952211876,21.20149,19.77107,19.27176,19.04226,18.9441,3893,301,3,158,9.437545757999913e+18,2,4.827565e-05,8382,57513,919
1.2376711253765005e+18,146.925784211642,14.8800374884817,25.52618,22.45513,21.82048,20.83807,20.28395,5972,301,6,211,1.0794100668908196e+19,0,0.8072085,9587,57784,357
1.2376651269314317e+18,179.698615035168,33.6731976195615,23.27982,20.35433,18.79782,18.13757,17.74069,4576,301,1,419,5.180502509907892e+18,0,0.2701222,4601,55589,862
1.23768024680281e+18,332.087156120468,17.4159202476795,27.0971,22.56329,20.61106,19.698,19.07937,8096,301,4,51,5.66227497279582e+18,0,0.5719764,5029,55750,452
1.2376619717237806e+18,188.068001246379,7.56120147588139,22.26849,21.88272,19.86473,18.81373,18.06582,3841,301,4,155,6.082161698860718e+18,0,0.5932347,5402,55927,183
1.2376728165105667e+18,344.769888418609,26.928548636923,22.33744,20.02736,19.2826,19.04074,18.90521,6366,301,4,69,8.676279367217994e+18,2,-9.960094e-05,7706,57575,344
1.237678622245192e+18,40.7957426727124,3.56436811387184,22.79262,22.29579,22.23841,21.55672,21.01273,7718,301,2,261,1.0602805166553192e+19,0,1.065883,9417,58055,748
1.2376683320315087e+18,228.447728334265,12.745031931428,22.36261,21.7106,21.5963,21.60179,21.12727,5322,301,3,125,6.179026750565276e+18,1,2.689002,5488,56013,320
1.237678597547164e+18,345.221147036846,2.59346175430761,21.90143,21.79169,21.44344,21.25545,21.07686,7712,301,4,231,1.2726140246930248e+19,1,1.289637,11303,58428,340
1.2376609613249907e+18,129.628095454774,29.0590565517086,24.91692,21.27143,19.59078,18.90489,18.49419,3606,301,2,37,1.427672192287533e+18,0,0.3208058,1268,52933,113
1.237660961324794e+18,129.199020520055,28.701754063241,23.01294,20.46514,18.83662,18.16925,17.73204,3606,301,2,34,1.4276807135026483e+18,0,0.3466544,1268,52933,144
1.2376674317160287e+18,168.726601274247,27.6809253022023,21.65936,21.73216,21.61713,21.60229,21.24192,5112,301,6,385,1.2786905858128e+19,1,1.007728,11357,58522,220
1.237663478725412e+18,341.391899140769,-0.317673100140581,22.92673,23.03158,22.75313,21.40591,20.70943,4192,301,3,231,1.0366217195781116e+19,0,0.8201154,9207,57667,206
1.2376788584695729e+18,355.175131716811,11.848610643382,22.7706,22.25927,20.1723,19.13553,18.60195,7773,301,2,279,6.933510808703097e+18,0,0.5075994,6158,56239,797
1.2376788584737672e+18,5.01661810379198,11.9573359818952,22.29616,20.17357,18.60767,17.99611,17.59206,7773,301,2,343,6.968378246531668e+18,0,0.2520262,6189,56237,668
1.2376574013356777e+18,117.825452528454,28.948281038572,21.78552,21.67436,21.9174,20.55012,19.68962,2777,301,3,63,1.1582278987528e+19,0,0.0,10287,58101,533
1.2376536523749463e+18,7.29516796176921,15.2714947961177,22.72659,22.31748,20.5118,19.45051,18.86085,1904,301,4,198,6.970641866279901e+18,0,0.5326954,6191,56248,711
1.2376623367929859e+18,242.073562865175,30.739844331199,20.75533,18.52615,17.34166,16.82644,16.42062,3926,301,4,109,1.5831054772255068e+18,0,0.1566293,1406,52876,328
1.2376623367912824e+18,238.485802442414,33.1247786340257,25.519,22.20538,20.10958,19.10345,18.64843,3926,301,4,83,5.591429864567888e+18,0,0.5283154,4966,55712,767
1.2376623367950835e+18,246.438875455855,27.7366426502015,24.82672,21.61567,19.70549,18.88857,18.48836,3926,301,4,141,5.635256673583258e+18,0,0.4425065,5005,55751,464
1.237662341081924e+18,230.213266649179,33.302082096206,22.83827,19.99337,18.49053,17.86074,17.50969,3927,301,4,17,5.313294929707162e+18,0,0.272813,4719,55736,630
1.2376623410925407e+18,252.654652461705,19.7327890298146,25.19646,21.77507,20.79209,19.86567,19.89753,3927,301,4,179,4.705197103831603e+18,0,0.5948668,4179,55684,223
1.2376623410866424e+18,240.664802982589,27.5865446667677,19.1855,18.02785,17.46046,17.14015,16.97431,3927,301,4,89,1.5673912561353623e+18,0,0.08925132,1392,52822,504
1.237664673251656e+18,192.345064572835,37.4351202333546,22.14838,20.87264,19.02323,18.41182,18.33893,4470,301,4,55,2.2394850718599352e+18,0,0.3488444,1989,53772,255
1.2376623410869699e+18,241.437320130156,27.1800505894988,25.1444,22.24196,20.59213,19.56918,19.08057,3927,301,4,94,5.318964286638545e+18,0,0.5246236,4724,55742,775
1.2376623410934584e+18,254.35329971425,18.2964735837567,20.64171,18.761,17.38466,16.83926,16.41518,3927,301,4,193,1.7643311118502072e+18,0,0.1709112,1567,53172,167
1.2376623410817267e+18,229.608688197762,33.5026548373522,19.6081,18.12493,17.494,17.12954,16.9521,3927,301,4,14,1.56063751089425e+18,0,0.08400773,1386,53116,510
1.23766234109241e+18,252.410933478933,19.7573360099678,22.08841,19.65585,18.15532,17.59347,17.20853,3927,301,4,177,4.705208923581602e+18,0,0.2538029,4179,55684,266
1.2376623410848732e+18,236.802296646465,29.8014259753158,25.9803,21.89943,20.07695,19.12181,18.63752,3927,301,4,62,5.321191896693104e+18,0,0.4925865,4726,55712,687
1.2376802720386255e+18,338.660179708044,20.3082628071174,22.74328,22.04119,21.13037,19.93169,19.81143,8102,301,3,95,6.889498456781773e+18,0,0.6866302,6119,56181,425
1.2376802720361354e+18,332.76132176101,19.2586400374563,22.11101,19.30047,17.9669,17.3835,16.94589,8102,301,3,57,5.65315122720436e+18,0,0.2032944,5021,55863,28
1.2376575897848384e+18,178.504615875553,54.3791571009035,21.77434,21.65529,21.77547,21.72382,21.66425,2821,301,2,177,9.264087901603647e+18,1,1.93908,8228,57423,667
1.2376575897750735e+18,144.742439014631,46.9671908862674,20.87676,20.61914,20.55744,20.54716,20.15146,2821,301,2,28,8.237288615077763e+18,1,1.040196,7316,56710,745
1.237658423538156e+18,124.231583725633,3.64340382825935,18.75124,17.35669,16.6507,16.25624,16.03383,3015,301,3,67,1.33311418739985e+18,0,0.08687948,1184,52641,177
1.237678858476323e+18,11.0594433991128,11.9353044761472,20.53318,20.37871,20.16658,20.12587,20.13796,7773,301,2,382,1.243227597376824e+19,1,0.910454,11042,58462,324
1.2376788584768476e+18,12.2228941633125,11.8671511374539,22.864,20.99637,20.77479,20.60149,20.42078,7773,301,2,390,6.986451468074375e+18,2,-0.0005969275,6205,56187,882
1.2376634787241667e+18,338.518632040421,-0.370661906976297,24.3689,24.89395,23.60455,22.12098,22.23246,4192,301,3,212,1.0377562236113934e+19,0,0.7347449,9217,57934,519
1.2376802629253204e+18,357.151519310265,-8.04340227226689,23.96082,20.7098,19.48951,18.539,17.99627,8100,301,2,301,8.045813610604419e+18,0,0.512866,7146,56573,483
1.2376607519459907e+18,64.8756250132453,28.1309225108419,23.78648,22.61023,19.79689,18.18796,17.0124,3557,301,4,47,1.844345044002171e+18,2,0.0001033789,1638,52999,440
1.237657401337578e+18,121.181247403482,32.1942742864031,24.59952,21.29358,19.79466,18.96994,18.36362,2777,301,3,92,4.2289535348619566e+18,0,0.3249989,3756,55505,267
1.2376662462971907e+18,343.461677523847,24.3003693985827,22.70525,22.38366,22.10573,22.19179,21.8687,4836,301,6,265,8.621018458099046e+18,1,1.3983,7657,57309,10
1.2376737098680243e+18,136.50169227455,0.981632054480291,25.72517,22.3239,20.83764,19.82272,19.33796,6574,301,4,134,4.2999129922488463e+18,0,0.564565,3819,55540,368
1.2376621945265198e+18,184.914328002243,42.4134785348821,25.10932,23.02978,21.6433,20.57167,19.76941,3893,301,3,175,9.438669733845293e+18,2,0.0004171139,8383,57518,912
1.2376621945275023e+18,187.973424864161,42.2888155514685,23.33354,22.08951,21.85797,22.16238,22.55171,3893,301,3,190,9.43978848684267e+18,1,2.188856,8384,57513,886
1.237671125369947e+18,131.92776911161,11.6904792883512,23.13947,21.44235,20.37401,19.22886,18.55112,5972,301,6,111,5.95288442062113e+18,0,0.6977692,5287,55952,915
1.237661972268581e+18,206.461008219007,7.4270896414343,20.16308,19.48441,19.33299,19.2896,19.08112,3841,301,5,276,5.477728817400535e+18,1,2.369899,4865,55713,821
1.23766512693792e+18,197.529151271646,33.1567081128158,21.25551,21.1894,20.11088,19.40883,19.03537,4576,301,1,518,7.305112755639703e+18,0,0.521283,6488,56364,997
1.2376576085759757e+18,132.830197873076,44.7271575532417,20.49408,20.2065,20.22691,20.19625,19.82982,2825,301,5,187,9.323784504652093e+18,1,2.156938,8281,57042,754
1.2376551083704983e+18,153.447648737855,56.0590418832181,22.21266,20.47113,18.82083,18.18008,17.76504,2243,301,4,223,7.978239551532718e+18,0,0.3701703,7086,56658,410
1.237666211929852e+18,271.620556993237,24.8103341729053,22.25522,20.6308,19.96252,19.69811,19.4611,4828,301,6,149,2.471471862589188e+18,2,-0.0006081365,2195,54234,442
1.237667538011554e+18,160.056572865724,23.0049217898175,20.64593,19.19186,18.71879,18.54982,18.57035,5137,301,4,310,3.6592138118245663e+18,0,0.02476665,3250,54883,142
1.237667537996678e+18,125.593752808685,13.4774312094829,24.80904,24.19171,22.57484,19.67837,17.97654,5137,301,4,83,5.070063713287166e+18,2,0.0002365066,4503,55563,496
1.2376619717254843e+18,191.974315354491,7.44837176532022,26.30048,22.7609,20.80001,19.7631,19.23547,3841,301,4,181,5.443941929674103e+18,0,0.4799453,4835,56016,785
1.2376648176734047e+18,173.319549108134,35.8847505134926,24.42061,20.62309,18.91562,18.34712,18.0602,4504,301,1,108,5.196105130148387e+18,0,0.3306466,4615,55618,280
1.2376529447868175e+18,2.17025243899116,16.1129585367605,23.59629,22.13309,20.78996,19.82567,19.41473,1739,301,6,316,6.955978228868864e+18,0,0.4689722,6178,56213,613
1.2376661845683085e+18,348.335814703174,25.6855811217627,23.93912,22.92743,21.78178,20.69582,19.83773,4822,301,3,437,8.675068525961043e+18,0,0.6862542,7705,57332,35
1.237670961090331e+18,42.0485148161401,32.4660193857631,21.8015,18.61152,17.18664,16.54847,16.14959,5934,301,4,155,3.614186336648536e+18,2,3.690221e-05,3210,54876,173
1.2376619722525253e+18,169.41723647266,7.71984985397181,25.08139,22.03635,21.83119,21.71758,21.24758,3841,301,5,31,6.045072703542811e+18,2,0.0002660389,5369,56272,422
1.2376622680809152e+18,243.498908402772,4.30979154200186,21.23949,20.39086,20.35097,20.25421,19.90627,3910,301,4,222,5.412459332838382e+18,1,2.290692,4807,55687,940
1.237678439702725e+18,44.3740887871866,3.01793310249287,25.76758,22.40062,20.49454,19.55738,19.04092,7675,301,6,164,4.7932003618288e+18,0,0.524215,4257,55480,889
1.2376801222524275e+18,20.7826052587098,-6.8769520437188,22.40024,22.38897,20.59912,19.78579,19.13067,8067,301,4,107,8.061622938980605e+18,0,0.5170577,7160,56599,653
1.2376546063954744e+18,150.880031140543,4.87368668266211,22.33767,21.74014,20.67626,19.84993,19.52213,2126,301,5,212,5.404532678417734e+18,0,0.6578612,4800,55674,775
1.237660961326433e+18,132.820858276071,30.873199791688,23.83978,22.87262,20.98026,19.61335,18.91918,3606,301,2,59,5.837808434582673e+18,0,0.7165546,5185,55978,63
1.2376609613297748e+18,140.550326806812,34.9021642092093,21.66945,19.51412,18.1168,17.60705,17.25109,3606,301,2,110,1.434453156414122e+18,0,0.2340868,1274,52995,206
1.2376648799512832e+18,145.198313004042,31.3617932858405,25.01055,25.68188,22.08467,20.87707,19.95657,4518,301,5,121,1.2810655032984e+19,0,0.8152969,11378,58437,603
1.2376609613303652e+18,141.948951071529,35.6620646980698,22.83775,22.53633,21.14728,20.04436,19.34116,3606,301,2,119,1.153391697066068e+19,0,0.625698,10244,58225,721
1.2376609613298404e+18,140.679263572375,35.0481102746949,21.29609,19.22355,17.69948,17.08743,16.75041,3606,301,2,111,6.541664382891612e+18,0,0.2301247,5810,56358,676
1.2376788584763884e+18,11.1715265690154,12.0073168886993,20.22819,20.18983,19.53547,19.50299,19.35294,7773,301,2,383,1.2432264428896147e+19,1,1.319689,11042,58462,282
1.2376788584797965e+18,19.0345210827517,11.6587379686841,21.27749,20.74533,20.38233,20.25976,19.89784,7773,301,2,435,5.25480641088221e+18,1,0.847156,4667,55868,842
1.2376623410859215e+18,239.331945351186,28.5818088551579,17.95408,16.60142,15.99984,15.61901,15.42194,3927,301,4,78,1.5662656310225408e+18,0,0.07876735,1391,52817,505
1.2376788584752092e+18,8.34887899751573,11.9413980746934,24.67206,22.2909,20.96209,19.79067,19.14412,7773,301,2,365,6.975213085402618e+18,0,0.5262727,6195,56220,957
1.237678858481369e+18,22.7468411549056,11.343879181934,24.91774,20.74357,18.8595,18.18621,17.75864,7773,301,2,459,5.253543621173729e+18,0,0.3322576,4666,55832,344
1.237661435387773e+18,204.005516103333,46.7582651825082,21.48696,19.95936,19.76283,18.92081,19.5129,3716,301,5,125,7.597647170175786e+18,0,0.1754265,6748,56371,271
1.2376637825911363e+18,9.9131953773603,-1.11254843886015,23.19134,22.69088,21.71342,21.21746,21.42393,4263,301,1,182,1.0527405057603e+19,0,0.6868312,9350,58081,876
1.237663478721808e+18,333.110113556786,-0.415612289735027,23.68024,22.93109,22.38346,21.54711,21.80262,4192,301,3,176,1.039999309943068e+19,0,0.912237,9237,58022,202
1.237650370484306e+18,185.353725776694,-2.58133747998404,20.71064,20.22823,19.8522,19.59367,19.34152,1140,301,3,217,4.2525504238342866e+18,1,2.875383,3777,55210,96
1.2376503704739515e+18,161.751689005688,-2.30834556526606,24.64835,22.00048,21.63793,21.72727,22.06267,1140,301,3,59,4.2627440020577546e+18,1,3.892739,3786,55563,316
1.237662341093e+18,253.521743938622,19.0575243547059,21.94553,21.44538,19.54981,18.87251,18.44153,3927,301,4,186,4.705149549953702e+18,0,0.3766502,4179,55684,50
1.2376788584638712e+18,341.97679429747,10.9348517146875,21.26236,20.68755,20.53071,20.42182,20.13542,7773,301,2,192,5.685850159164185e+18,1,2.3171,5050,56215,202
1.2376575897860183e+18,182.941369205209,54.4456260755977,22.25055,20.72246,20.20829,19.9893,19.95151,2821,301,2,195,9.248265386973225e+18,2,-0.0001066996,8214,57867,449
1.237680272036e+18,332.496561826757,19.1575781135064,25.10085,22.3726,20.71808,19.5564,18.878,8102,301,3,55,5.662321976917907e+18,0,0.5577476,5029,55750,623
1.23766347872646e+18,343.76256831699,-0.296242797894369,22.65379,22.52258,21.95554,21.85023,21.03508,4192,301,3,247,1.0304391113470138e+19,1,1.166883,9152,58041,564
1.2376788584835976e+18,27.9236363998817,11.0443882851531,24.70554,22.40585,20.81726,19.85176,19.57173,7773,301,2,493,5.245626858465417e+18,0,0.4870702,4659,55587,215
1.237666210854536e+18,267.627277127721,25.4107811198016,21.8857,20.22803,19.60719,19.38448,19.24491,4828,301,4,125,2.4703893878551613e+18,2,-0.0001980184,2194,53904,600
1.237657401341838e+18,129.669106046254,39.0801416253006,22.75972,22.33138,20.81303,19.78445,19.16647,2777,301,3,157,4.2379337962328125e+18,0,0.6659987,3764,55514,169
1.2376664341882483e+18,335.546739232028,22.4328896013139,24.52573,24.56507,21.85904,20.6003,19.56432,4880,301,4,55,8.537740067132954e+18,0,0.6919469,7583,56958,149
1.2376664341882483e+18,335.508182106642,22.4776939325036,22.79176,22.59233,21.50218,20.39903,19.68608,4880,301,4,55,8.537752161760861e+18,0,0.7572532,7583,56958,193
1.2376675380114227e+18,159.771217870198,22.9022067332217,18.18608,18.04931,17.75193,17.73256,17.78253,5137,301,4,308,7.235187389022623e+18,1,1.088803,6426,56334,562
1.2376675380120123e+18,161.184315108723,23.1394411990996,19.2641,17.77944,17.10706,16.82521,16.66497,5137,301,4,317,3.66040733167974e+18,2,-0.0001976791,3251,54882,388
1.2376529447866865e+18,1.73127597414486,16.0816630651569,23.03303,21.09544,19.1943,18.51469,18.01897,1739,301,6,314,6.949323435681274e+18,0,0.3878387,6172,56269,979
1.2376634787246904e+18,339.609445684518,-0.401523854470724,21.71327,19.96071,18.68786,18.17053,17.76778,4192,301,3,220,1.1676077297039053e+18,0,0.1645852,1037,52878,180
1.237663478721938e+18,333.354084626185,-0.320424235634456,20.32781,19.06632,18.47048,18.13985,17.89553,4192,301,3,178,1.164231403282393e+18,0,0.09479433,1034,52813,185
1.237679998237738e+18,348.949156625386,-1.88041775073836,24.43789,22.70037,21.57567,20.50386,19.82821,8038,301,5,145,1.0306544781401283e+19,0,0.5762115,9154,58013,207
1.2376674300999764e+18,155.382532176394,24.2073166441297,19.28256,17.57086,16.79196,16.39657,16.09448,5112,301,3,302,2.641524521575672e+18,0,0.03836939,2346,53734,594
1.2376674301010248e+18,157.91676689399,24.7503588712046,18.6783,18.56849,18.28917,18.21018,17.68076,5112,301,3,318,1.1772617919900703e+19,1,0.3109573,10456,58136,758
1.237651538722554e+18,233.547039421357,57.8613990707295,21.55951,19.98315,18.36173,17.77722,17.37204,1412,301,3,326,6.92469713770408e+17,0,0.3526742,615,52347,150
1.2376548796648655e+18,218.494359527559,3.67296184403253,27.10127,21.44564,19.76561,18.72035,18.13984,2190,301,2,244,5.381872843415116e+18,0,0.5233803,4780,55682,259
1.2376548796652593e+18,219.40433442647,3.6293585742883,22.53234,21.49669,19.64375,18.98023,18.57421,2190,301,2,250,5.380809340356942e+18,0,0.378709,4779,55656,486
1.237653652375405e+18,8.49782497454447,15.3419965132987,23.2733,22.18751,20.6321,19.74818,19.26084,1904,301,4,205,6.970710036000823e+18,0,0.4870008,6191,56248,959
1.2376536523770432e+18,12.2791158521996,15.1762961831479,23.66623,21.46025,19.74733,18.76491,18.23895,1904,301,4,230,4.719230665495941e+17,0,0.4779218,419,51879,622
1.2376786222448645e+18,40.1255063822218,3.50401340629323,23.04723,22.91427,22.99111,22.17126,21.21337,7718,301,2,256,1.0602760086576452e+19,0,0.9313549,9417,58055,584
1.2376575897836588e+18,173.984510573211,53.8740478020145,21.96245,19.88753,18.29062,17.68828,17.34309,2821,301,2,159,1.1416765697276252e+18,0,0.3390239,1014,52707,51
1.2376682949847283e+18,171.711826319704,20.4990844570398,18.92981,17.81624,17.39396,17.10856,16.93358,5313,301,6,84,2.8126107371789614e+18,0,0.04427182,2498,54169,410
1.2376788584772408e+18,13.1866077123417,11.7561229129628,22.87967,21.90276,22.01376,21.87333,21.08294,7773,301,2,396,6.98741244221013e+18,1,2.370471,6206,56245,282
1.237662342166348e+18,253.232180790975,20.1819818217692,21.94906,19.48184,18.09411,16.86405,16.20561,3927,301,6,180,1.7655444228811264e+18,2,0.0001164814,1568,53169,485
1.2376536652572923e+18,146.439281961542,2.23754330724934,23.64582,22.5292,21.11902,19.68053,19.12656,1907,301,4,159,5.340278867671408e+18,0,0.6780099,4743,55645,493
1.2376536652610276e+18,154.999257146548,2.51942904347629,19.75519,18.16221,17.35794,16.94063,16.70611,1907,301,4,216,5.664599029527613e+17,0,0.1045373,503,51999,481
1.2376609613249907e+18,129.577716506723,29.0453999814009,25.40071,21.92014,19.56422,18.92485,18.5644,3606,301,2,37,5.014978180282604e+18,0,0.4664853,4454,55536,800
1.237660961327678e+18,135.688548624923,32.3654323638765,19.77462,18.29778,17.87563,17.65845,17.66204,3606,301,2,78,1.431191454818e+18,0,0.049568,1271,52974,628
1.2376674317164874e+18,169.863745026212,27.7983851231628,24.98477,21.998,20.30022,18.3646,17.31518,5112,301,6,392,2.495097611325827e+18,2,7.991327e-05,2216,53795,376
1.237654879664079e+18,216.738614869314,3.7081905019947,26.25848,21.962,20.22898,19.7197,19.31304,2190,301,2,232,6.575316272865874e+17,0,0.3630285,584,52049,22
1.237654879666766e+18,222.879538977544,3.35932532119709,20.54891,18.77037,17.51467,17.01419,16.62887,2190,301,2,273,6.620924014514934e+17,0,0.1833921,588,52045,230
1.2376536523744878e+18,6.2918040134191,15.2924019487302,24.36881,22.74608,20.75183,19.90575,19.35456,1904,301,4,191,6.962824338925181e+18,0,0.5043948,6184,56267,943
1.23766835404e+18,263.060463171979,34.1357995870585,17.84751,16.52499,15.95014,15.68786,15.5457,5327,301,4,76,2.5367748871381586e+18,2,-0.0003682757,2253,54551,445
1.2376623410886743e+18,244.904320051815,24.9560966543311,24.38507,21.25443,19.49255,18.78668,18.41773,3927,301,4,120,5.322130054670735e+18,0,0.3778846,4727,55693,4
1.2376802720386918e+18,338.792718554591,20.3337181430082,25.72364,23.03721,21.04014,19.72521,18.91054,8102,301,3,96,5.657824426047329e+18,0,0.6592138,5025,55836,645
1.2376575897856248e+18,181.407635532135,54.4684316973986,20.63578,20.41439,20.31782,20.00517,19.82034,2821,301,2,189,9.265076087796552e+18,1,1.69534,8229,57430,166
