application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
286,Female,False,3.49,Business,Asian,780.0,6.0,PE/VC,Admit
289,Male,False,3.42,STEM,Asian,750.0,3.0,Media/Entertainment,Admit
294,Female,False,3.35,Business,Asian,670.0,5.0,Technology,Admit
302,Male,False,3.36,Business,Asian,720.0,4.0,Technology,Admit
305,Male,False,3.53,STEM,Asian,660.0,5.0,Investment Banking,Admit
307,Female,False,3.25,Humanities,Asian,710.0,6.0,Technology,Admit
308,Female,False,3.34,Humanities,Asian,760.0,4.0,PE/VC,Admit
311,Male,False,3.49,Business,Other,700.0,5.0,Investment Management,Admit
314,Female,False,3.25,Humanities,Asian,580.0,5.0,Consulting,Admit
316,Female,False,3.29,Humanities,Asian,700.0,4.0,Investment Management,Admit
319,Female,False,3.32,Humanities,White,630.0,5.0,Consulting,Admit
336,Female,False,3.21,Humanities,White,700.0,6.0,PE/VC,Admit
341,Female,False,3.1,Business,Other,620.0,6.0,Real Estate,Admit
344,Female,False,3.18,STEM,White,590.0,6.0,Nonprofit/Gov,Admit
345,Female,False,2.96,Humanities,White,580.0,7.0,Financial Services,Admit
347,Female,False,3.35,STEM,White,700.0,5.0,Technology,Admit
353,Female,False,3.47,Humanities,White,760.0,4.0,Technology,Admit
355,Male,False,3.28,STEM,Black,720.0,5.0,PE/VC,Admit
356,Male,False,3.37,STEM,White,690.0,5.0,Consulting,Admit
365,Female,False,3.42,Humanities,White,700.0,6.0,Consulting,Admit
366,Female,False,3.27,Business,White,660.0,4.0,Consulting,Admit
370,Female,False,3.16,Humanities,White,620.0,5.0,Technology,Admit
379,Female,False,3.11,STEM,Other,610.0,6.0,PE/VC,Admit
381,Female,False,3.26,STEM,White,650.0,6.0,Consulting,Admit
383,Female,False,3.1,Business,Asian,610.0,5.0,Nonprofit/Gov,Admit
385,Male,False,3.43,Humanities,Hispanic,660.0,4.0,CPG,Admit
386,Female,False,3.31,STEM,White,620.0,5.0,Investment Banking,Admit
387,Female,False,3.03,Humanities,Asian,590.0,5.0,Consulting,Admit
392,Female,False,3.34,Business,White,680.0,4.0,Financial Services,Admit
394,Female,False,3.49,Humanities,White,690.0,5.0,Financial Services,Admit
404,Female,False,3.35,Business,White,620.0,6.0,Consulting,Admit
405,Female,False,3.36,Business,White,620.0,4.0,PE/VC,Admit
406,Female,False,3.06,Business,White,580.0,5.0,Investment Banking,Admit
408,Female,False,3.06,Business,White,610.0,6.0,Nonprofit/Gov,Admit
412,Female,False,3.29,Business,White,600.0,5.0,Consulting,Admit
413,Female,False,3.18,Humanities,Asian,630.0,4.0,PE/VC,Admit
416,Female,False,3.13,Humanities,Asian,670.0,4.0,Technology,Waitlist
418,Female,False,3.07,STEM,Asian,630.0,5.0,Technology,Waitlist
435,Female,False,3.19,STEM,Asian,690.0,5.0,Health Care,Waitlist
437,Female,False,3.43,Humanities,White,770.0,5.0,Consulting,Admit
438,Female,False,3.12,Humanities,Asian,600.0,3.0,Technology,Waitlist
441,Female,False,3.46,STEM,White,680.0,7.0,PE/VC,Admit
443,Female,False,3.25,STEM,White,620.0,4.0,Technology,Admit
445,Female,False,3.18,Humanities,White,570.0,5.0,Investment Management,Admit
459,Female,False,3.17,Business,Other,660.0,6.0,Technology,Admit
460,Male,False,3.4,Business,Asian,680.0,5.0,Consulting,Admit
461,Female,False,3.35,Humanities,Asian,660.0,3.0,PE/VC,Waitlist
465,Female,False,3.06,STEM,White,590.0,6.0,Consulting,Admit
466,Female,False,3.37,Humanities,Asian,640.0,4.0,Health Care,Waitlist
468,Female,False,3.19,Humanities,Asian,660.0,4.0,Health Care,Waitlist
469,Female,False,3.36,Humanities,Asian,670.0,4.0,Other,Admit
470,Female,False,3.22,Humanities,White,670.0,6.0,Technology,Admit
471,Male,False,3.37,Humanities,Hispanic,720.0,6.0,Nonprofit/Gov,Admit
473,Male,False,3.48,Business,Black,690.0,5.0,Investment Banking,Admit
474,Female,False,3.34,STEM,Other,680.0,5.0,Technology,Admit
476,Female,False,3.1,Business,Asian,640.0,6.0,Consulting,Waitlist
484,Female,False,3.27,Business,Other,580.0,5.0,Financial Services,Admit
498,Male,False,3.42,Business,White,720.0,3.0,PE/VC,Admit
503,Female,False,3.55,Business,Asian,640.0,6.0,Other,Waitlist
507,Female,False,3.33,STEM,White,660.0,5.0,Technology,Admit
508,Female,False,3.28,Humanities,Asian,690.0,4.0,Technology,Waitlist
511,Female,False,3.51,STEM,Asian,780.0,5.0,PE/VC,Waitlist
528,Female,False,3.03,STEM,White,600.0,5.0,Financial Services,Admit
529,Female,False,3.42,Humanities,Other,760.0,5.0,Other,Admit
530,Female,False,3.27,Humanities,Other,650.0,6.0,Investment Banking,Admit
535,Female,False,3.35,Humanities,White,720.0,5.0,Investment Banking,Admit
548,Female,False,3.5,Humanities,White,680.0,6.0,Consulting,Admit
551,Female,False,3.33,Business,White,630.0,5.0,Consulting,Waitlist
553,Female,False,3.35,Humanities,White,640.0,5.0,Investment Banking,Waitlist
574,Female,False,3.16,Business,White,630.0,4.0,Consulting,Waitlist
579,Male,False,3.46,Business,Hispanic,660.0,6.0,Technology,Admit
581,Male,False,3.32,Business,White,720.0,4.0,Nonprofit/Gov,Admit
583,Male,False,3.33,STEM,White,680.0,4.0,Investment Banking,Admit
584,Male,False,3.35,Business,White,660.0,3.0,Consulting,Admit
592,Female,False,3.33,Humanities,White,700.0,4.0,Nonprofit/Gov,Admit
593,Male,False,3.44,Business,White,660.0,6.0,Consulting,Admit
602,Female,False,2.98,STEM,White,640.0,3.0,Other,Waitlist
604,Female,False,3.31,STEM,Black,720.0,7.0,Technology,Admit
610,Female,False,3.69,STEM,Asian,780.0,6.0,Nonprofit/Gov,Admit
615,Female,False,3.22,Humanities,Black,660.0,5.0,Technology,Admit
622,Female,False,3.4,Business,Hispanic,780.0,5.0,Technology,Admit
657,Female,False,3.37,Humanities,Asian,670.0,4.0,Technology,Admit
658,Female,False,3.17,Business,Other,570.0,6.0,Other,Admit
672,Male,False,3.65,STEM,Hispanic,710.0,6.0,Financial Services,Admit
676,Male,False,3.22,STEM,Hispanic,690.0,3.0,Investment Management,Admit
678,Female,False,3.45,Humanities,White,690.0,4.0,Consulting,Waitlist
682,Male,False,3.26,Business,White,740.0,6.0,Consulting,Admit
685,Male,False,3.34,Business,White,680.0,5.0,Financial Services,Admit
686,Female,False,3.58,Business,Other,780.0,5.0,Technology,Admit
697,Female,False,3.36,Humanities,White,640.0,5.0,PE/VC,Waitlist
704,Female,False,3.28,Humanities,Other,650.0,6.0,PE/VC,Admit
710,Female,False,3.2,Humanities,White,640.0,6.0,Consulting,Waitlist
712,Female,False,3.51,Humanities,Other,690.0,4.0,Consulting,Admit
717,Female,False,3.44,STEM,White,650.0,3.0,Consulting,Waitlist
719,Male,False,3.26,STEM,Asian,690.0,4.0,Technology,Admit
722,Male,False,3.26,STEM,Asian,710.0,6.0,Investment Management,Admit
733,Female,False,3.37,Business,White,710.0,5.0,Consulting,Waitlist
749,Male,False,3.37,Humanities,White,700.0,4.0,Consulting,Admit
751,Male,False,3.29,STEM,Hispanic,750.0,6.0,PE/VC,Waitlist
756,Female,False,3.45,Business,Asian,700.0,5.0,Other,Admit
765,Male,False,3.35,Humanities,Black,720.0,7.0,Consulting,Admit
771,Female,False,3.07,Humanities,White,620.0,6.0,Health Care,Waitlist
782,Male,False,3.49,STEM,Black,690.0,6.0,Investment Banking,Admit
787,Female,False,3.26,Humanities,White,740.0,4.0,Health Care,Admit
795,Male,False,3.33,STEM,Asian,690.0,4.0,Financial Services,Admit
807,Female,False,3.26,Business,White,710.0,5.0,Investment Banking,Admit
813,Female,False,3.41,STEM,White,670.0,4.0,PE/VC,Waitlist
825,Female,False,3.28,Humanities,White,610.0,5.0,CPG,Waitlist
829,Male,False,3.58,STEM,Black,740.0,4.0,Health Care,Admit
845,Female,False,3.39,Business,Hispanic,670.0,6.0,PE/VC,Admit
851,Male,False,3.28,STEM,White,710.0,5.0,Technology,Admit
859,Female,False,3.45,STEM,Hispanic,710.0,4.0,Health Care,Admit
862,Female,False,3.03,STEM,White,640.0,5.0,Investment Management,Waitlist
868,Male,False,3.52,STEM,Asian,710.0,5.0,Media/Entertainment,Admit
872,Male,False,3.44,Humanities,Asian,720.0,5.0,Consulting,Admit
880,Male,False,3.28,STEM,White,670.0,5.0,PE/VC,Waitlist
886,Male,False,3.33,Business,Asian,700.0,5.0,Consulting,Admit
887,Female,False,3.3,Humanities,Asian,690.0,7.0,Consulting,Admit
897,Male,False,3.29,Humanities,Hispanic,760.0,5.0,Technology,Admit
904,Female,False,3.34,Humanities,Asian,660.0,6.0,Real Estate,Admit
905,Female,False,3.23,Humanities,White,710.0,6.0,PE/VC,Admit
926,Female,False,3.36,Humanities,Asian,660.0,5.0,Investment Management,Admit
928,Female,False,3.42,STEM,Hispanic,780.0,6.0,Consulting,Admit
932,Female,False,3.31,Business,White,660.0,4.0,PE/VC,Admit
939,Male,False,3.21,Humanities,White,690.0,3.0,Real Estate,Admit
962,Male,False,3.51,Humanities,White,750.0,6.0,Real Estate,Admit
968,Male,False,3.33,STEM,Asian,730.0,6.0,PE/VC,Admit
969,Male,False,3.56,Humanities,Asian,700.0,6.0,Technology,Admit
990,Female,False,3.2,Humanities,Other,660.0,6.0,PE/VC,Admit
995,Female,False,3.46,Business,White,710.0,5.0,PE/VC,Admit
1000,Female,False,3.19,Humanities,Other,640.0,6.0,Consulting,Waitlist
1009,Male,False,3.41,Humanities,Asian,690.0,6.0,PE/VC,Admit
1017,Female,False,3.45,Humanities,Asian,710.0,7.0,CPG,Admit
1022,Female,False,3.24,Business,Other,650.0,4.0,Consulting,Waitlist
1029,Male,False,3.51,Humanities,White,710.0,6.0,Investment Banking,Admit
1033,Male,False,3.32,STEM,Black,700.0,5.0,Technology,Admit
1035,Male,False,3.44,Humanities,Other,710.0,7.0,Other,Admit
1042,Male,False,3.3,STEM,Asian,690.0,5.0,Investment Banking,Admit
1055,Male,False,3.4,Humanities,White,730.0,5.0,Technology,Admit
1074,Male,False,3.3,STEM,White,660.0,6.0,Financial Services,Admit
1087,Male,False,3.35,STEM,Asian,720.0,5.0,PE/VC,Admit
1096,Male,False,3.31,STEM,Other,680.0,3.0,PE/VC,Admit
1118,Female,False,3.57,Business,White,680.0,4.0,PE/VC,Admit
1125,Male,False,3.29,STEM,White,710.0,5.0,Financial Services,Admit
1127,Male,False,3.26,Humanities,Asian,670.0,5.0,Other,Admit
1147,Female,False,3.39,STEM,Asian,700.0,4.0,Investment Banking,Admit
1152,Female,False,3.31,STEM,Black,660.0,6.0,Investment Banking,Waitlist
1158,Male,False,3.32,Business,Asian,770.0,5.0,Health Care,Admit
1164,Male,False,3.24,Humanities,White,670.0,4.0,Investment Banking,Waitlist
1168,Male,False,3.47,STEM,Black,700.0,5.0,Nonprofit/Gov,Admit
1170,Female,False,3.47,STEM,White,740.0,3.0,Technology,Admit
1182,Female,False,3.26,STEM,White,720.0,4.0,Financial Services,Admit
1187,Female,False,3.74,Humanities,White,760.0,4.0,Nonprofit/Gov,Admit
1189,Male,False,3.38,Humanities,Other,700.0,6.0,Consulting,Waitlist
1197,Male,False,3.5,STEM,Black,730.0,5.0,Other,Admit
1199,Male,False,3.35,Humanities,Black,670.0,5.0,Energy,Admit
1239,Male,False,3.29,Humanities,Other,770.0,5.0,Financial Services,Admit
1268,Male,False,3.25,STEM,White,680.0,5.0,Investment Management,Admit
1292,Female,False,3.65,Business,White,660.0,5.0,Investment Banking,Admit
1297,Female,False,3.23,STEM,White,710.0,4.0,Consulting,Admit
1300,Male,False,3.55,Humanities,Asian,670.0,3.0,Investment Management,Admit
1302,Female,False,3.51,Humanities,Hispanic,740.0,5.0,Financial Services,Admit
1315,Female,False,3.33,STEM,Hispanic,680.0,5.0,PE/VC,Admit
1340,Female,False,3.38,Humanities,Asian,670.0,6.0,Investment Banking,Admit
1360,Female,False,3.43,Humanities,Black,670.0,5.0,Consulting,Admit
1377,Male,False,3.58,STEM,Black,660.0,5.0,Technology,Admit
1381,Male,False,3.53,Business,White,690.0,5.0,Nonprofit/Gov,Admit
1382,Female,False,3.32,Humanities,Other,670.0,5.0,Consulting,Admit
1388,Female,False,3.41,STEM,Asian,750.0,5.0,Financial Services,Admit
1421,Male,False,3.51,Business,White,740.0,5.0,Investment Banking,Admit
1447,Female,False,3.42,Humanities,Asian,720.0,6.0,Health Care,Admit
1457,Female,False,3.3,Humanities,Black,670.0,6.0,PE/VC,Waitlist
1463,Female,False,3.45,Humanities,Asian,690.0,5.0,CPG,Admit
1497,Male,False,3.53,Business,White,750.0,5.0,PE/VC,Admit
1504,Female,False,3.42,STEM,White,740.0,5.0,Nonprofit/Gov,Admit
1505,Male,False,3.52,Humanities,Other,710.0,6.0,PE/VC,Admit
1508,Male,False,3.33,Business,Asian,760.0,6.0,PE/VC,Admit
1513,Female,False,3.43,STEM,Asian,700.0,3.0,PE/VC,Admit
1535,Female,False,3.21,STEM,Asian,660.0,6.0,Technology,Admit
1552,Female,False,3.31,Humanities,White,660.0,5.0,Technology,Admit
1555,Female,False,3.21,Business,White,730.0,5.0,Nonprofit/Gov,Admit
1565,Male,False,3.51,STEM,White,710.0,5.0,Investment Management,Admit
1596,Male,False,3.43,STEM,White,660.0,6.0,Technology,Admit
1601,Female,False,3.33,STEM,Hispanic,700.0,4.0,Nonprofit/Gov,Admit
1608,Female,False,3.33,Humanities,White,690.0,3.0,Consulting,Admit
1620,Male,False,3.31,Business,White,660.0,6.0,PE/VC,Admit
1646,Male,False,3.47,Humanities,Black,740.0,6.0,Consulting,Admit
1650,Male,False,3.44,Humanities,Other,720.0,4.0,Consulting,Admit
1663,Female,False,3.35,Business,White,700.0,7.0,Consulting,Admit
1668,Male,False,3.45,Humanities,White,660.0,5.0,Financial Services,Admit
1683,Male,False,3.33,STEM,White,710.0,4.0,Financial Services,Admit
1687,Female,False,3.43,STEM,Black,660.0,6.0,Financial Services,Admit
1697,Female,False,3.43,Humanities,Asian,690.0,5.0,Investment Management,Admit
1707,Female,False,3.27,Humanities,Asian,700.0,5.0,Technology,Admit
1711,Male,False,3.43,Humanities,Asian,680.0,6.0,CPG,Admit
1714,Male,False,3.32,STEM,Black,740.0,5.0,PE/VC,Admit
1718,Female,False,3.36,Business,White,680.0,5.0,Consulting,Admit
1727,Male,False,3.29,Humanities,Other,710.0,4.0,Consulting,Admit
1820,Male,False,3.35,STEM,White,670.0,5.0,Financial Services,Admit
1828,Male,False,3.32,Humanities,Asian,710.0,6.0,PE/VC,Admit
1850,Female,False,3.38,STEM,White,730.0,6.0,Technology,Admit
1858,Male,False,3.65,Humanities,Asian,760.0,4.0,PE/VC,Admit
1863,Male,False,3.28,Humanities,Hispanic,710.0,5.0,Investment Banking,Admit
1866,Male,False,3.26,STEM,Other,660.0,6.0,Consulting,Admit
1873,Female,False,3.42,Business,Asian,670.0,6.0,Technology,Admit
1892,Male,False,3.5,Humanities,Black,700.0,5.0,Other,Admit
1893,Female,False,3.37,Humanities,Black,680.0,7.0,Financial Services,Admit
1898,Female,False,3.39,Humanities,White,780.0,4.0,Other,Admit
1900,Male,False,3.39,Humanities,White,660.0,6.0,Health Care,Admit
1902,Female,False,3.4,Humanities,Hispanic,660.0,5.0,Consulting,Admit
1924,Male,False,3.23,Business,Other,680.0,5.0,Nonprofit/Gov,Admit
1937,Male,False,3.26,Business,Asian,690.0,4.0,Technology,Admit
1944,Female,False,3.32,STEM,White,720.0,2.0,Media/Entertainment,Admit
1957,Male,False,3.25,Humanities,White,660.0,5.0,Financial Services,Admit
1965,Male,False,3.33,Humanities,Asian,670.0,5.0,Financial Services,Admit
1972,Male,False,3.42,STEM,White,730.0,6.0,Consulting,Admit
1973,Female,False,3.31,Humanities,White,760.0,6.0,Consulting,Admit
1984,Male,False,3.33,STEM,White,690.0,7.0,CPG,Admit
1989,Female,False,3.43,Humanities,White,720.0,7.0,Consulting,Admit
1991,Male,False,3.36,Business,Black,680.0,5.0,Consulting,Admit
1997,Male,False,3.59,STEM,White,700.0,6.0,Other,Admit
2005,Female,False,3.27,Business,White,660.0,4.0,Health Care,Admit
2011,Male,False,3.22,STEM,White,670.0,4.0,Other,Admit
2027,Female,False,3.42,Business,Black,730.0,4.0,CPG,Admit
2036,Male,False,3.26,Business,Black,660.0,5.0,Technology,Admit
2038,Female,False,3.38,STEM,White,660.0,5.0,Financial Services,Admit
2050,Female,False,3.28,Business,Black,730.0,4.0,PE/VC,Admit
2051,Male,False,3.32,Business,Hispanic,670.0,5.0,Real Estate,Admit
2054,Female,False,3.41,Business,White,690.0,4.0,Consulting,Admit
2064,Female,False,3.21,Business,Asian,660.0,5.0,Financial Services,Admit
2075,Male,False,3.44,Humanities,Asian,670.0,6.0,Consulting,Admit
2076,Male,False,3.27,STEM,Asian,680.0,6.0,Consulting,Admit
2085,Male,False,3.28,STEM,Asian,680.0,7.0,Nonprofit/Gov,Admit
2104,Male,False,3.27,Business,Asian,670.0,6.0,CPG,Admit
2107,Female,False,3.37,Humanities,Black,670.0,4.0,Technology,Admit
2108,Male,False,3.31,STEM,White,680.0,7.0,Technology,Admit
2109,Female,False,3.24,STEM,Asian,670.0,5.0,Other,Admit
2125,Female,False,3.3,STEM,Hispanic,700.0,6.0,Retail,Admit
2137,Male,False,3.53,Humanities,White,740.0,5.0,PE/VC,Admit
2162,Male,False,3.48,Business,Hispanic,660.0,4.0,Real Estate,Admit
2204,Male,False,3.47,Business,Asian,670.0,5.0,Nonprofit/Gov,Admit
2207,Male,False,3.3,STEM,White,720.0,6.0,Nonprofit/Gov,Admit
2219,Male,False,3.35,Humanities,White,740.0,5.0,Nonprofit/Gov,Admit
2228,Male,False,3.45,Humanities,White,670.0,4.0,Investment Banking,Admit
2229,Male,False,3.61,Business,White,680.0,4.0,PE/VC,Admit
2231,Male,False,3.62,Humanities,White,720.0,6.0,Consulting,Admit
2246,Male,False,3.42,Humanities,Asian,660.0,6.0,Real Estate,Admit
2252,Male,False,3.33,Business,White,710.0,5.0,PE/VC,Waitlist
2254,Male,False,3.35,Business,Asian,780.0,5.0,Financial Services,Admit
2277,Male,False,3.38,Humanities,Black,740.0,4.0,Consulting,Waitlist
2291,Female,False,3.28,Business,White,670.0,7.0,Technology,Admit
2296,Female,False,3.34,STEM,Black,680.0,6.0,PE/VC,Admit
2297,Male,False,3.32,Business,Asian,660.0,7.0,Investment Banking,Admit
2311,Male,False,3.33,Business,Hispanic,700.0,6.0,Consulting,Admit
2314,Male,False,3.38,STEM,Hispanic,660.0,4.0,Other,Waitlist
2334,Male,False,3.36,Business,Black,690.0,6.0,CPG,Admit
2345,Male,False,3.45,Humanities,White,690.0,5.0,Other,Admit
2349,Female,False,3.36,Humanities,Black,670.0,4.0,Investment Management,Admit
2354,Female,False,3.26,Humanities,Asian,670.0,6.0,Other,Admit
2356,Male,False,3.53,Business,White,670.0,6.0,Investment Management,Admit
2368,Female,False,3.43,Business,Asian,720.0,6.0,Consulting,Admit
2378,Male,False,3.33,Business,White,690.0,5.0,Investment Banking,Admit
2386,Female,False,3.48,Humanities,Black,690.0,7.0,Consulting,Admit
2393,Male,False,3.32,STEM,Hispanic,690.0,6.0,Nonprofit/Gov,Admit
2398,Female,False,3.35,Humanities,Black,730.0,5.0,Investment Banking,Admit
2421,Male,False,3.39,Humanities,Black,700.0,5.0,Financial Services,Admit
2443,Male,False,3.36,STEM,White,670.0,5.0,Financial Services,Waitlist
2461,Male,False,3.49,Humanities,White,660.0,5.0,PE/VC,Admit
2467,Male,False,3.35,STEM,White,730.0,5.0,Consulting,Admit
2482,Male,False,3.4,Business,Asian,750.0,6.0,Consulting,Waitlist
2490,Female,False,3.22,Humanities,White,680.0,6.0,Consulting,Admit
2519,Female,False,3.23,STEM,Hispanic,660.0,4.0,Financial Services,Admit
2522,Male,False,3.49,STEM,White,670.0,4.0,Consulting,Waitlist
2533,Male,False,3.36,Humanities,Hispanic,740.0,6.0,Consulting,Admit
2543,Male,False,3.29,STEM,Black,700.0,6.0,PE/VC,Admit
2546,Male,False,3.46,Humanities,Asian,720.0,4.0,Nonprofit/Gov,Admit
2566,Female,False,3.3,Humanities,White,660.0,4.0,Other,Admit
2584,Male,False,3.63,Business,White,720.0,5.0,Technology,Admit
2589,Male,False,3.42,STEM,Asian,780.0,5.0,Investment Banking,Admit
2591,Male,False,3.56,STEM,Black,670.0,6.0,Technology,Admit
2592,Female,False,3.35,Humanities,White,680.0,4.0,CPG,Admit
2609,Female,False,3.28,Business,Asian,720.0,6.0,Consulting,Admit
2612,Female,False,3.22,Business,Black,660.0,4.0,Investment Banking,Admit
2619,Male,False,3.49,Business,White,720.0,5.0,Consulting,Admit
2622,Female,False,3.53,Humanities,Asian,740.0,5.0,Consulting,Admit
2636,Male,False,3.43,Humanities,Other,710.0,5.0,Technology,Admit
2646,Male,False,3.46,Humanities,White,760.0,5.0,Consulting,Waitlist
2648,Male,False,3.43,STEM,Hispanic,660.0,5.0,PE/VC,Admit
2653,Male,False,3.3,Business,Other,660.0,4.0,Investment Banking,Admit
2654,Male,False,3.27,STEM,White,670.0,5.0,Investment Management,Admit
2657,Male,False,3.49,Humanities,Hispanic,690.0,6.0,Financial Services,Admit
2658,Male,False,3.29,Business,Asian,690.0,5.0,Health Care,Admit
2662,Male,False,3.21,Humanities,Asian,700.0,6.0,Consulting,Waitlist
2672,Male,False,3.31,STEM,Asian,670.0,4.0,Consulting,Admit
2677,Female,False,3.33,STEM,Black,700.0,5.0,Financial Services,Waitlist
2682,Female,False,3.31,Humanities,Asian,660.0,5.0,Investment Banking,Admit
2684,Female,False,3.44,Humanities,Asian,690.0,6.0,Technology,Admit
2690,Female,False,3.37,STEM,Black,680.0,5.0,Consulting,Admit
2693,Male,False,3.29,Humanities,White,670.0,5.0,Consulting,Admit
2694,Male,False,3.37,STEM,Asian,680.0,5.0,Nonprofit/Gov,Admit
2700,Male,False,3.31,STEM,White,680.0,6.0,Health Care,Waitlist
2708,Male,False,3.38,Business,White,690.0,4.0,Nonprofit/Gov,Admit
2715,Male,False,3.21,Business,White,670.0,5.0,Other,Admit
2725,Female,False,3.42,Business,Asian,670.0,3.0,Technology,Admit
2730,Female,False,3.36,Business,Black,680.0,4.0,Nonprofit/Gov,Admit
2741,Female,False,3.25,STEM,Black,670.0,5.0,Technology,Admit
2742,Male,False,3.38,Business,White,700.0,5.0,Consulting,Admit
2743,Male,False,3.25,STEM,White,660.0,6.0,Consulting,Waitlist
2746,Male,False,3.53,Business,Black,690.0,5.0,Consulting,Admit
2764,Male,False,3.26,Business,Asian,680.0,6.0,Technology,Admit
2767,Female,False,3.33,Humanities,White,660.0,5.0,Consulting,Admit
2781,Male,False,3.41,Business,Black,670.0,4.0,Technology,Waitlist
