application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
1596,1,0,3.43,2,4,660.0,6.0,13,0
1601,0,0,3.33,2,2,700.0,4.0,8,0
1608,0,0,3.33,1,4,690.0,3.0,1,0
1620,1,0,3.31,0,4,660.0,6.0,10,0
1646,1,0,3.47,1,1,740.0,6.0,1,0
1650,1,0,3.44,1,3,720.0,4.0,1,0
1663,0,0,3.35,0,4,700.0,7.0,1,0
1668,1,0,3.45,1,4,660.0,5.0,3,0
1683,1,0,3.33,2,4,710.0,4.0,3,0
1687,0,0,3.43,2,1,660.0,6.0,3,0
1697,0,0,3.43,1,0,690.0,5.0,6,0
1707,0,0,3.27,1,0,700.0,5.0,13,0
1711,1,0,3.43,1,0,680.0,6.0,0,0
1714,1,0,3.32,2,1,740.0,5.0,10,0
1718,0,0,3.36,0,4,680.0,5.0,1,0
1727,1,0,3.29,1,3,710.0,4.0,1,0
1820,1,0,3.35,2,4,670.0,5.0,3,0
1828,1,0,3.32,1,0,710.0,6.0,10,0
1850,0,0,3.38,2,4,730.0,6.0,13,0
1858,1,0,3.65,1,0,760.0,4.0,10,0
1863,1,0,3.28,1,2,710.0,5.0,5,0
1866,1,0,3.26,2,3,660.0,6.0,1,0
1873,0,0,3.42,0,0,670.0,6.0,13,0
1892,1,0,3.5,1,1,700.0,5.0,9,0
1893,0,0,3.37,1,1,680.0,7.0,3,0
1898,0,0,3.39,1,4,780.0,4.0,9,0
1900,1,0,3.39,1,4,660.0,6.0,4,0
1902,0,0,3.4,1,2,660.0,5.0,1,0
1924,1,0,3.23,0,3,680.0,5.0,8,0
1937,1,0,3.26,0,0,690.0,4.0,13,0
1944,0,0,3.32,2,4,720.0,2.0,7,0
1957,1,0,3.25,1,4,660.0,5.0,3,0
1965,1,0,3.33,1,0,670.0,5.0,3,0
1972,1,0,3.42,2,4,730.0,6.0,1,0
1973,0,0,3.31,1,4,760.0,6.0,1,0
1984,1,0,3.33,2,4,690.0,7.0,0,0
1989,0,0,3.43,1,4,720.0,7.0,1,0
1991,1,0,3.36,0,1,680.0,5.0,1,0
1997,1,0,3.59,2,4,700.0,6.0,9,0
2005,0,0,3.27,0,4,660.0,4.0,4,0
2011,1,0,3.22,2,4,670.0,4.0,9,0
2027,0,0,3.42,0,1,730.0,4.0,0,0
2036,1,0,3.26,0,1,660.0,5.0,13,0
2038,0,0,3.38,2,4,660.0,5.0,3,0
2050,0,0,3.28,0,1,730.0,4.0,10,0
2051,1,0,3.32,0,2,670.0,5.0,11,0
2054,0,0,3.41,0,4,690.0,4.0,1,0
2064,0,0,3.21,0,0,660.0,5.0,3,0
2075,1,0,3.44,1,0,670.0,6.0,1,0
2076,1,0,3.27,2,0,680.0,6.0,1,0
2085,1,0,3.28,2,0,680.0,7.0,8,0
2104,1,0,3.27,0,0,670.0,6.0,0,0
2107,0,0,3.37,1,1,670.0,4.0,13,0
2108,1,0,3.31,2,4,680.0,7.0,13,0
2109,0,0,3.24,2,0,670.0,5.0,9,0
2125,0,0,3.3,2,2,700.0,6.0,12,0
2137,1,0,3.53,1,4,740.0,5.0,10,0
2162,1,0,3.48,0,2,660.0,4.0,11,0
2204,1,0,3.47,0,0,670.0,5.0,8,0
2207,1,0,3.3,2,4,720.0,6.0,8,0
2219,1,0,3.35,1,4,740.0,5.0,8,0
2228,1,0,3.45,1,4,670.0,4.0,5,0
2229,1,0,3.61,0,4,680.0,4.0,10,0
2231,1,0,3.62,1,4,720.0,6.0,1,0
2246,1,0,3.42,1,0,660.0,6.0,11,0
2252,1,0,3.33,0,4,710.0,5.0,10,1
2254,1,0,3.35,0,0,780.0,5.0,3,0
2277,1,0,3.38,1,1,740.0,4.0,1,1
2291,0,0,3.28,0,4,670.0,7.0,13,0
2296,0,0,3.34,2,1,680.0,6.0,10,0
2297,1,0,3.32,0,0,660.0,7.0,5,0
2311,1,0,3.33,0,2,700.0,6.0,1,0
2314,1,0,3.38,2,2,660.0,4.0,9,1
2334,1,0,3.36,0,1,690.0,6.0,0,0
2345,1,0,3.45,1,4,690.0,5.0,9,0
2349,0,0,3.36,1,1,670.0,4.0,6,0
2354,0,0,3.26,1,0,670.0,6.0,9,0
2356,1,0,3.53,0,4,670.0,6.0,6,0
2368,0,0,3.43,0,0,720.0,6.0,1,0
2378,1,0,3.33,0,4,690.0,5.0,5,0
2386,0,0,3.48,1,1,690.0,7.0,1,0
2393,1,0,3.32,2,2,690.0,6.0,8,0
2398,0,0,3.35,1,1,730.0,5.0,5,0
2421,1,0,3.39,1,1,700.0,5.0,3,0
2443,1,0,3.36,2,4,670.0,5.0,3,1
2461,1,0,3.49,1,4,660.0,5.0,10,0
2467,1,0,3.35,2,4,730.0,5.0,1,0
2482,1,0,3.4,0,0,750.0,6.0,1,1
2490,0,0,3.22,1,4,680.0,6.0,1,0
2519,0,0,3.23,2,2,660.0,4.0,3,0
2522,1,0,3.49,2,4,670.0,4.0,1,1
2533,1,0,3.36,1,2,740.0,6.0,1,0
2543,1,0,3.29,2,1,700.0,6.0,10,0
2546,1,0,3.46,1,0,720.0,4.0,8,0
2566,0,0,3.3,1,4,660.0,4.0,9,0
2584,1,0,3.63,0,4,720.0,5.0,13,0
2589,1,0,3.42,2,0,780.0,5.0,5,0
2591,1,0,3.56,2,1,670.0,6.0,13,0
2592,0,0,3.35,1,4,680.0,4.0,0,0
2609,0,0,3.28,0,0,720.0,6.0,1,0
2612,0,0,3.22,0,1,660.0,4.0,5,0
2619,1,0,3.49,0,4,720.0,5.0,1,0
2622,0,0,3.53,1,0,740.0,5.0,1,0
2636,1,0,3.43,1,3,710.0,5.0,13,0
2646,1,0,3.46,1,4,760.0,5.0,1,1
2648,1,0,3.43,2,2,660.0,5.0,10,0
2653,1,0,3.3,0,3,660.0,4.0,5,0
2654,1,0,3.27,2,4,670.0,5.0,6,0
2657,1,0,3.49,1,2,690.0,6.0,3,0
2658,1,0,3.29,0,0,690.0,5.0,4,0
2662,1,0,3.21,1,0,700.0,6.0,1,1
2672,1,0,3.31,2,0,670.0,4.0,1,0
2677,0,0,3.33,2,1,700.0,5.0,3,1
2682,0,0,3.31,1,0,660.0,5.0,5,0
2684,0,0,3.44,1,0,690.0,6.0,13,0
2690,0,0,3.37,2,1,680.0,5.0,1,0
2693,1,0,3.29,1,4,670.0,5.0,1,0
2694,1,0,3.37,2,0,680.0,5.0,8,0
2700,1,0,3.31,2,4,680.0,6.0,4,1
2708,1,0,3.38,0,4,690.0,4.0,8,0
2715,1,0,3.21,0,4,670.0,5.0,9,0
2725,0,0,3.42,0,0,670.0,3.0,13,0
2730,0,0,3.36,0,1,680.0,4.0,8,0
2741,0,0,3.25,2,1,670.0,5.0,13,0
2742,1,0,3.38,0,4,700.0,5.0,1,0
2743,1,0,3.25,2,4,660.0,6.0,1,1
2746,1,0,3.53,0,1,690.0,5.0,1,0
2764,1,0,3.26,0,0,680.0,6.0,13,0
2767,0,0,3.33,1,4,660.0,5.0,1,0
2781,1,0,3.41,0,1,670.0,4.0,13,1
2786,1,0,3.21,2,0,690.0,6.0,10,0
2790,1,0,3.53,1,2,740.0,5.0,1,0
2803,1,0,3.26,1,4,670.0,4.0,8,0
2819,1,0,3.5,2,4,680.0,5.0,3,0
2830,1,0,3.22,1,0,710.0,4.0,9,1
2860,1,0,3.41,1,4,670.0,5.0,5,0
2879,0,0,3.35,1,0,680.0,4.0,6,0
2888,0,0,3.42,0,2,680.0,6.0,8,0
2907,0,0,3.3,0,0,710.0,6.0,5,0
2961,1,0,3.28,1,4,720.0,3.0,1,0
2974,1,0,3.49,1,0,680.0,6.0,5,0
2981,1,0,3.3,2,4,720.0,6.0,0,0
2983,0,0,3.23,0,0,670.0,5.0,3,0
2988,0,0,3.4,0,3,720.0,4.0,3,0
3000,1,0,3.55,0,0,760.0,6.0,1,0
3015,0,0,3.37,2,4,710.0,4.0,10,0
3020,1,0,3.31,0,0,720.0,6.0,8,0
3021,1,0,3.34,2,4,710.0,5.0,10,0
3025,0,0,3.42,1,2,730.0,6.0,8,0
3034,1,0,3.27,1,4,720.0,4.0,8,0
3036,0,0,3.23,0,2,710.0,7.0,5,0
3048,0,0,3.21,1,0,690.0,3.0,10,0
3050,1,0,3.25,0,0,670.0,4.0,13,0
3064,0,0,3.64,0,0,760.0,5.0,13,0
3067,0,0,3.29,1,3,680.0,6.0,5,0
3068,0,0,3.5,1,0,750.0,3.0,12,0
3071,1,0,3.38,1,4,670.0,6.0,1,0
3073,0,0,3.35,2,1,720.0,5.0,1,0
3086,1,0,3.22,0,4,680.0,5.0,10,0
3091,1,0,3.35,0,4,720.0,6.0,5,0
3106,1,0,3.54,0,4,760.0,5.0,3,0
3153,1,0,3.45,1,2,730.0,5.0,9,0
3159,0,0,3.34,1,1,710.0,6.0,12,0
3162,1,0,3.33,1,4,710.0,6.0,11,0
3167,0,0,3.53,2,4,690.0,6.0,0,0
3170,1,0,3.39,1,4,680.0,5.0,8,0
3172,1,0,3.37,1,4,660.0,5.0,3,0
3177,0,0,3.51,0,2,680.0,6.0,11,0
3181,0,0,3.39,0,1,660.0,6.0,1,0
3184,1,0,3.21,1,0,690.0,5.0,13,0
3185,0,0,3.23,1,3,670.0,6.0,1,0
3215,0,0,3.56,0,0,720.0,4.0,10,0
3219,1,0,3.28,2,3,660.0,6.0,10,1
3222,0,0,3.37,1,0,680.0,4.0,4,0
3225,1,0,3.42,1,0,780.0,5.0,8,0
3253,1,0,3.27,1,4,730.0,6.0,5,0
3254,0,0,3.33,2,2,680.0,5.0,5,0
3255,0,0,3.27,0,2,720.0,5.0,10,0
3281,1,0,3.31,0,1,780.0,4.0,13,1
3296,1,0,3.56,1,2,740.0,5.0,1,0
3309,0,0,3.43,0,4,730.0,4.0,8,0
3310,1,0,3.41,1,4,760.0,4.0,3,0
3327,1,0,3.46,2,4,690.0,6.0,1,0
3345,0,0,3.59,1,4,740.0,5.0,9,0
3360,1,0,3.32,1,0,740.0,4.0,1,0
3380,1,0,3.44,2,1,670.0,7.0,8,1
3394,0,0,3.53,1,2,780.0,6.0,8,0
3397,1,0,3.27,2,3,670.0,5.0,3,0
3411,1,0,3.38,1,4,720.0,5.0,5,0
3443,0,0,3.67,1,1,720.0,6.0,1,0
3444,0,0,3.31,1,4,690.0,5.0,1,0
3446,1,0,3.25,1,4,700.0,5.0,5,1
3450,1,0,3.45,0,4,770.0,7.0,1,0
3463,0,0,3.4,1,0,690.0,5.0,8,0
3486,0,0,3.51,1,2,710.0,6.0,4,0
3495,1,0,3.51,1,4,700.0,6.0,1,0
3516,0,0,3.36,1,1,710.0,5.0,1,0
3533,0,0,3.28,1,4,670.0,8.0,1,0
3539,1,0,3.54,2,2,740.0,5.0,4,0
3571,1,0,3.55,1,1,710.0,5.0,1,0
3574,1,0,3.34,2,0,710.0,4.0,13,0
3577,0,0,3.3,1,2,660.0,4.0,3,0
3578,1,0,3.4,0,2,670.0,4.0,10,0
3582,1,0,3.28,0,0,720.0,5.0,10,0
3594,0,0,3.35,1,4,700.0,5.0,10,0
3613,0,0,3.29,1,0,740.0,4.0,10,0
3616,0,0,3.35,0,0,690.0,6.0,13,0
3634,1,0,3.21,1,2,690.0,5.0,10,0
3640,0,0,3.25,2,0,710.0,5.0,10,0
3661,1,0,3.34,2,0,690.0,4.0,5,0
3682,1,0,3.28,0,1,700.0,5.0,13,0
3704,0,0,3.42,2,1,690.0,5.0,5,0
3738,0,0,3.31,0,1,660.0,4.0,1,1
3749,1,0,3.28,0,0,750.0,3.0,7,0
3760,1,0,3.28,0,0,660.0,6.0,5,0
3764,1,0,3.25,2,0,670.0,5.0,8,0
3781,1,0,3.58,0,0,760.0,5.0,1,0
3799,1,0,3.24,1,1,680.0,5.0,10,0
3805,0,0,3.27,2,2,670.0,4.0,11,0
3834,1,0,3.4,2,4,700.0,5.0,9,0
3836,0,0,3.45,2,4,750.0,5.0,9,0
3837,0,0,3.49,0,2,680.0,6.0,5,0
3862,1,0,3.26,2,4,680.0,4.0,4,0
3875,0,0,3.37,1,2,690.0,6.0,1,0
3877,1,0,3.48,1,0,670.0,4.0,1,0
3881,1,0,3.54,0,4,780.0,5.0,2,0
3883,0,0,3.55,2,4,680.0,5.0,3,0
3886,1,0,3.68,1,0,740.0,5.0,9,0
3904,0,0,3.28,1,1,750.0,5.0,9,0
3935,0,0,3.37,0,4,710.0,7.0,6,0
3949,0,0,3.5,1,0,720.0,5.0,3,0
3955,0,0,3.43,2,0,660.0,4.0,1,0
3957,1,0,3.42,2,4,700.0,5.0,8,0
3958,1,0,3.41,0,0,720.0,3.0,6,0
3976,1,0,3.43,1,4,740.0,5.0,5,0
3986,1,0,3.34,0,4,670.0,6.0,7,0
3998,1,0,3.24,2,4,680.0,7.0,13,0
4018,1,0,3.63,1,0,760.0,3.0,1,0
4024,0,0,3.36,2,0,690.0,5.0,9,0
4025,1,0,3.32,2,0,690.0,4.0,10,1
4029,0,0,3.43,1,2,690.0,5.0,1,1
4030,0,0,3.38,1,0,700.0,4.0,3,0
4031,1,0,3.29,1,0,690.0,6.0,13,0
4049,1,0,3.45,2,4,660.0,7.0,8,0
4073,0,0,3.35,1,4,710.0,3.0,8,0
4082,0,0,3.43,1,4,660.0,5.0,4,0
4092,1,0,3.5,0,0,740.0,4.0,6,0
4099,0,0,3.42,1,1,710.0,4.0,1,0
4101,1,0,3.32,1,4,760.0,5.0,1,0
4102,0,0,3.34,1,0,720.0,6.0,10,0
4105,1,0,3.24,2,1,680.0,5.0,8,1
4133,0,0,3.41,1,4,780.0,5.0,10,0
4144,1,0,3.34,1,0,670.0,5.0,10,0
4145,1,0,3.21,2,0,670.0,5.0,13,0
4152,0,0,3.58,2,0,700.0,4.0,10,0
4171,1,0,3.34,1,0,670.0,5.0,4,1
4190,0,0,3.4,2,0,710.0,6.0,1,0
4216,0,0,3.51,2,2,690.0,3.0,8,0
4219,0,0,3.31,2,4,720.0,4.0,1,0
4223,0,0,3.6,1,4,690.0,5.0,13,0
4229,1,0,3.27,1,1,720.0,4.0,9,0
4238,0,0,3.34,2,4,670.0,6.0,10,0
4252,1,0,3.4,1,0,680.0,5.0,4,0
4254,0,0,3.47,2,4,700.0,4.0,13,0
4275,1,0,3.25,1,3,720.0,4.0,5,0
4278,0,0,3.27,2,0,700.0,6.0,0,0
4288,1,0,3.29,0,3,670.0,5.0,8,0
4289,1,0,3.62,0,0,760.0,5.0,1,0
4293,0,0,3.39,2,1,720.0,6.0,1,0
4299,0,0,3.37,1,4,760.0,5.0,4,0
4308,1,0,3.23,0,1,670.0,6.0,1,0
4316,1,0,3.4,1,4,720.0,4.0,8,0
4340,0,0,3.39,2,3,730.0,3.0,13,0
4350,0,0,3.25,2,4,670.0,5.0,13,0
