market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders
4.0,101839,100809,6174,39,1.0,4,5500,4,700,1900,117.0,112.0,178.0
4.0,151292,149279,6174,39,1.0,5,5400,3,600,2200,130.0,129.0,230.0
4.0,111752,110450,6174,39,1.0,4,7104,3,751,2191,121.0,119.0,205.0
3.0,120521,118729,6174,39,1.0,2,2400,2,600,1800,94.0,92.0,149.0
3.0,137722,135228,211,4,5.0,5,6200,5,500,1800,34.0,30.0,28.0
3.0,180535,177650,211,4,5.0,2,2800,2,1000,1800,18.0,15.0,15.0
3.0,160365,157575,211,4,5.0,4,5800,4,600,2400,33.0,33.0,42.0
3.0,176814,173930,211,4,5.0,2,2641,2,625,1240,27.0,22.0,24.0
3.0,153229,150768,211,4,5.0,2,2500,2,600,1900,17.0,13.0,12.0
3.0,96619,95195,211,4,5.0,3,3300,3,600,1800,38.0,37.0,43.0
3.0,172202,169412,211,4,5.0,4,5100,4,500,1900,16.0,16.0,26.0
3.0,67097,65836,211,4,5.0,4,3500,4,600,1200,20.0,29.0,33.0
3.0,7798,7550,211,4,5.0,3,3500,3,500,1900,16.0,5.0,5.0
3.0,6632,6536,211,4,5.0,2,3600,1,1800,1800,21.0,21.0,21.0
3.0,33192,32656,211,4,5.0,7,9000,7,600,2400,15.0,12.0,11.0
3.0,125932,123681,211,4,5.0,3,4709,3,1197,1596,34.0,29.0,30.0
3.0,12885,12567,211,4,5.0,2,2800,2,1000,1800,21.0,23.0,24.0
3.0,22979,22404,211,4,5.0,10,9800,6,600,1200,39.0,37.0,37.0
3.0,41064,40659,211,4,5.0,2,2800,2,1000,1800,21.0,23.0,27.0
3.0,56930,55903,211,4,5.0,2,2800,2,1300,1500,26.0,25.0,24.0
3.0,58748,57706,211,4,5.0,6,5800,6,500,1500,30.0,31.0,46.0
3.0,14862,14308,211,4,5.0,6,5500,6,500,1300,35.0,31.0,28.0
3.0,179442,176362,211,4,5.0,3,3400,3,600,1900,34.0,34.0,36.0
3.0,89582,87960,211,4,5.0,4,4900,4,600,2400,33.0,33.0,33.0
3.0,149116,146545,211,4,5.0,3,6000,2,1200,2400,24.0,24.0,21.0
3.0,171754,169079,211,4,5.0,1,1800,1,1800,1800,11.0,11.0,13.0
3.0,92988,91655,211,4,5.0,2,3600,2,1200,2400,20.0,20.0,18.0
3.0,87476,86278,211,4,5.0,1,1800,1,1800,1800,14.0,9.0,9.0
4.0,129833,127739,211,59,1.0,5,4600,5,600,1200,12.0,13.0,14.0
3.0,161065,158547,211,4,5.0,2,1600,2,600,1000,13.0,13.0,16.0
3.0,100429,99069,211,4,5.0,1,1500,1,1500,1500,12.0,14.0,15.0
3.0,46100,45207,211,4,5.0,4,5200,2,800,1800,35.0,30.0,29.0
2.0,144772,142285,211,57,2.0,4,2300,3,400,900,32.0,30.0,37.0
3.0,158246,155877,4976,20,4.0,4,3250,4,725,945,29.0,29.0,32.0
3.0,137069,134746,4976,20,1.0,5,2943,4,199,945,20.0,19.0,18.0
3.0,102609,100861,4976,20,1.0,6,3628,5,199,945,34.0,23.0,18.0
3.0,23286,22976,4976,20,1.0,4,2595,4,450,875,25.0,24.0,28.0
3.0,51809,50819,4976,20,1.0,3,2355,3,475,935,23.0,23.0,27.0
3.0,58512,56889,4496,47,1.0,3,1693,3,109,800,61.0,62.0,72.0
3.0,30270,29715,4496,47,1.0,3,1967,3,269,899,41.0,28.0,27.0
3.0,64352,63119,4496,47,1.0,3,2168,3,500,800,58.0,44.0,43.0
3.0,33765,33231,4496,47,1.0,3,1889,3,350,800,14.0,13.0,14.0
3.0,137060,134539,4496,47,1.0,2,1153,2,289,685,51.0,39.0,41.0
3.0,101635,100232,4496,47,1.0,2,1658,2,779,879,32.0,32.0,37.0
3.0,150580,148102,4496,47,1.0,5,3608,5,299,799,57.0,53.0,54.0
3.0,16996,16182,4496,47,1.0,1,978,1,799,799,60.0,52.0,49.0
3.0,92862,92087,4496,47,1.0,2,1706,2,749,789,23.0,23.0,23.0
3.0,108955,107427,4496,47,1.0,2,1150,2,350,800,17.0,13.0,13.0
3.0,16682,16215,4496,47,4.0,3,2600,3,685,800,60.0,59.0,56.0
3.0,102755,101098,4496,47,1.0,2,884,2,199,685,58.0,57.0,60.0
3.0,47771,47031,5770,60,3.0,1,975,1,975,975,2.0,2.0,1.0
3.0,171261,168628,5770,60,3.0,1,1125,1,975,975,7.0,7.0,7.0
3.0,164904,162776,5770,60,3.0,4,2600,4,150,1325,6.0,6.0,10.0
3.0,5848,5750,5770,60,3.0,1,975,1,975,975,4.0,3.0,4.0
3.0,32230,32044,5770,60,3.0,2,970,2,195,675,3.0,3.0,5.0
3.0,11197,10968,5770,60,3.0,2,970,2,195,675,4.0,5.0,5.0
3.0,130681,128608,5770,60,3.0,5,2475,3,150,975,7.0,8.0,5.0
2.0,179138,176110,5770,47,4.0,4,4800,2,675,1325,8.0,8.0,8.0
3.0,113570,111817,5770,60,3.0,3,1320,3,150,975,7.0,8.0,9.0
3.0,63091,62221,5770,60,3.0,4,1770,4,150,975,2.0,3.0,2.0
3.0,107556,106010,5770,60,3.0,3,3345,3,506,1479,19.0,10.0,4.0
3.0,62535,61725,5770,60,3.0,3,2100,3,150,1325,2.0,2.0,3.0
3.0,156172,153831,5770,60,3.0,4,1825,3,150,675,4.0,2.0,3.0
3.0,81891,80688,5770,60,3.0,1,975,1,975,975,4.0,2.0,3.0
3.0,116674,114801,5770,60,3.0,2,1950,1,975,975,4.0,4.0,4.0
3.0,155478,152934,5770,60,3.0,1,775,1,675,675,4.0,2.0,4.0
3.0,88427,87255,5770,60,3.0,3,2675,3,350,1325,4.0,4.0,4.0
3.0,128868,178110,5770,60,3.0,1,1125,1,975,975,7.0,5.0,4.0
3.0,69649,68694,5770,60,3.0,5,2100,4,150,675,6.0,6.0,7.0
3.0,138073,135674,5770,60,3.0,2,1550,1,675,675,9.0,6.0,6.0
3.0,59262,57864,5770,60,3.0,4,3150,2,350,975,7.0,10.0,10.0
3.0,37186,36655,5770,60,3.0,2,1350,1,675,675,3.0,3.0,2.0
3.0,81916,80677,5770,60,3.0,5,3675,4,175,1325,3.0,3.0,3.0
3.0,20028,19727,5770,60,3.0,1,775,1,675,675,4.0,3.0,1.0
3.0,162978,160489,5770,60,3.0,3,1850,3,350,975,6.0,6.0,7.0
3.0,32451,32340,5770,60,3.0,3,2925,2,675,1125,4.0,4.0,6.0
3.0,175703,172933,5770,60,3.0,2,1425,2,350,975,7.0,6.0,4.0
3.0,47777,47077,5770,60,3.0,3,1575,3,150,975,2.0,2.0,1.0
3.0,90523,89302,5770,60,3.0,5,5925,2,675,1325,8.0,8.0,11.0
3.0,97489,96199,5770,60,3.0,1,875,1,675,675,5.0,5.0,6.0
3.0,6312,6227,5770,60,3.0,9,3850,5,150,675,6.0,4.0,5.0
4.0,178950,176280,2798,62,3.0,6,9350,6,950,2800,108.0,100.0,154.0
4.0,78669,77897,2798,62,3.0,1,1400,1,1400,1400,72.0,72.0,144.0
4.0,132838,130683,2798,62,3.0,1,1400,1,1400,1400,39.0,30.0,34.0
4.0,52817,51909,2798,62,3.0,2,3100,2,300,2800,89.0,81.0,100.0
4.0,14836,14733,2798,62,3.0,6,7110,5,422,1887,112.0,106.0,173.0
4.0,32723,32384,2798,62,3.0,1,1000,1,1000,1000,55.0,84.0,80.0
4.0,151536,149337,2798,62,3.0,4,4150,4,200,1600,126.0,122.0,202.0
4.0,34385,33775,2798,62,3.0,2,3800,1,1900,1900,80.0,109.0,124.0
4.0,5142,4908,2798,62,3.0,2,2200,2,300,1900,69.0,54.0,56.0
4.0,97117,95437,2798,62,3.0,2,2300,2,200,2100,125.0,89.0,130.0
4.0,110753,109066,2798,62,3.0,4,4250,4,300,1600,113.0,106.0,181.0
4.0,136867,134753,2798,62,3.0,6,9250,5,300,2800,105.0,103.0,188.0
4.0,159755,157198,2798,62,3.0,2,2350,2,950,1400,98.0,91.0,181.0
4.0,157623,155407,2798,62,3.0,8,11200,6,950,2100,86.0,83.0,148.0
4.0,65553,64303,2798,62,3.0,2,2350,2,950,1400,90.0,81.0,150.0
4.0,64903,63716,2798,62,3.0,5,5050,4,300,1400,87.0,75.0,127.0
4.0,52509,51468,2798,62,3.0,2,3300,2,1500,1800,117.0,107.0,160.0
4.0,25045,24653,2798,62,3.0,5,8200,5,300,2100,74.0,102.0,107.0
4.0,85510,84282,2798,62,3.0,3,2750,3,300,1500,35.0,38.0,43.0
4.0,12475,12114,2798,62,3.0,2,2133,2,294,1542,84.0,96.0,123.0
4.0,158540,155867,2798,62,3.0,3,2550,3,200,1400,91.0,80.0,159.0
4.0,128817,126744,2798,62,3.0,1,1000,1,1000,1000,34.0,23.0,26.0
4.0,55237,54369,2798,62,3.0,2,2000,2,1000,1000,38.0,32.0,42.0
4.0,89962,88598,2798,62,3.0,3,3850,3,950,1500,96.0,94.0,186.0
4.0,54262,53544,2798,62,3.0,5,5350,5,300,1400,69.0,64.0,143.0
4.0,15781,15493,2798,62,3.0,5,8450,5,950,2800,123.0,117.0,190.0
4.0,23917,23581,2798,62,3.0,3,4450,3,950,2100,101.0,125.0,171.0
4.0,144414,141876,2798,62,3.0,4,4350,4,300,1900,119.0,110.0,181.0
5.0,87354,86320,1045,13,4.0,2,975,2,280,695,5.0,6.0,9.0
5.0,117330,115466,1045,13,4.0,6,2114,3,200,440,12.0,12.0,12.0
5.0,43655,43035,1045,13,4.0,5,1590,4,200,440,3.0,4.0,4.0
5.0,87814,86605,1045,13,4.0,1,990,1,940,940,5.0,4.0,5.0
5.0,60547,59618,1045,13,4.0,4,1309,4,190,659,6.0,7.0,6.0
5.0,152823,150336,1045,13,4.0,2,1120,1,410,410,21.0,10.0,21.0
5.0,142254,140260,1045,13,4.0,3,3137,2,825,1036,29.0,31.0,46.0
5.0,155947,153553,1045,13,4.0,4,1364,4,180,440,11.0,10.0,12.0
5.0,127917,125902,1045,13,4.0,1,990,1,940,940,15.0,9.0,12.0
6.0,94703,93349,1934,10,2.0,2,575,2,225,350,,,
6.0,149946,147842,1934,10,2.0,5,1415,3,185,675,,,
6.0,62432,61585,1934,10,2.0,1,650,1,650,650,,,
6.0,112471,111746,1934,10,2.0,5,1550,5,225,700,,,
6.0,12013,11882,1934,10,2.0,6,1110,5,185,185,,,
6.0,82012,80812,1934,10,2.0,8,2115,8,150,650,,,
6.0,56753,55703,1934,10,2.0,2,1741,2,889,772,,,
6.0,20862,20675,1934,10,2.0,7,2250,2,225,900,,,
6.0,81636,80686,1934,10,2.0,1,3900,1,3900,3900,,,
4.0,53328,52434,4486,46,3.0,5,3355,4,153,1468,41.0,30.0,41.0
4.0,103150,101507,4486,46,3.0,4,2945,3,425,1245,129.0,128.0,261.0
4.0,74434,73295,4486,46,3.0,3,4335,1,1445,1445,26.0,27.0,33.0
4.0,428,474,4486,46,3.0,3,2270,3,425,1245,66.0,64.0,132.0
4.0,91821,90536,4486,46,3.0,4,5135,4,600,1745,34.0,35.0,67.0
4.0,169466,166688,4486,46,3.0,2,1745,2,500,1245,35.0,24.0,20.0
4.0,76684,75489,4486,46,3.0,1,1745,1,1745,1745,29.0,27.0,39.0
4.0,124916,122917,4486,46,3.0,5,4120,5,500,1245,81.0,70.0,120.0
4.0,161229,158685,4486,46,3.0,3,2975,3,775,1175,19.0,16.0,11.0
4.0,48271,47440,4486,46,3.0,3,3290,2,600,1345,74.0,74.0,158.0
4.0,19345,19006,4486,46,3.0,2,2070,2,325,1745,36.0,60.0,59.0
4.0,128057,126147,4486,46,3.0,9,8830,6,600,1345,75.0,73.0,154.0
4.0,47447,46723,4486,46,3.0,3,2970,3,600,1745,12.0,17.0,15.0
3.0,67438,66313,4486,46,3.0,2,1845,2,600,1245,33.0,23.0,30.0
4.0,91919,90668,4486,46,3.0,2,2590,2,1245,1345,18.0,21.0,38.0
4.0,155748,153328,4486,46,3.0,2,2690,1,1345,1345,34.0,31.0,42.0
4.0,81637,80314,4486,46,3.0,3,1970,3,100,1245,43.0,39.0,47.0
4.0,127611,125548,4486,46,3.0,1,1000,1,1000,1000,43.0,40.0,68.0
4.0,139159,136845,4486,46,3.0,2,1700,2,850,850,16.0,11.0,10.0
4.0,29391,28868,4486,46,3.0,6,3700,5,300,850,70.0,97.0,92.0
4.0,41880,41248,4486,46,3.0,2,2095,2,850,1245,25.0,22.0,27.0
4.0,27343,27058,4486,46,3.0,4,3515,4,325,1345,65.0,77.0,37.0
4.0,118194,116254,4486,46,3.0,3,3090,2,600,1245,77.0,61.0,99.0
4.0,112649,110548,4486,46,3.0,1,1245,1,1245,1245,114.0,110.0,175.0
4.0,80679,79857,4486,46,3.0,13,9980,10,100,1345,62.0,58.0,102.0
4.0,150227,147799,4486,46,3.0,2,2170,2,925,1245,116.0,116.0,184.0
4.0,23760,23390,4486,46,3.0,2,2790,2,1345,1445,102.0,123.0,160.0
4.0,7214,7068,4486,46,3.0,2,1545,2,200,1345,24.0,19.0,21.0
4.0,11382,11096,4486,46,3.0,2,2045,2,600,1445,18.0,11.0,16.0
4.0,145486,143034,4486,46,3.0,1,1245,1,1245,1245,55.0,42.0,43.0
4.0,114879,112996,4486,46,3.0,1,1245,1,1245,1245,30.0,26.0,39.0
4.0,179934,176959,4486,46,3.0,6,2490,2,100,1045,102.0,95.0,121.0
4.0,85780,84560,4486,46,3.0,1,925,1,925,925,14.0,16.0,17.0
1.0,121175,119163,4486,70,1.0,1,1245,1,1245,1245,74.0,68.0,96.0
4.0,86846,85474,4486,46,3.0,1,1245,1,1245,1245,76.0,72.0,111.0
4.0,5429,5261,4486,46,3.0,3,3170,3,925,1245,35.0,21.0,22.0
4.0,133622,131577,4486,46,3.0,3,3445,3,925,1345,76.0,77.0,184.0
4.0,18480,18148,4486,46,3.0,4,1700,4,100,775,4.0,6.0,8.0
4.0,82690,81534,4486,46,3.0,1,950,1,950,950,67.0,53.0,56.0
4.0,98800,97567,4486,46,3.0,4,4860,3,925,1345,64.0,64.0,120.0
4.0,175238,172432,4486,46,3.0,1,1245,1,1245,1245,20.0,16.0,15.0
4.0,65026,64050,4486,46,3.0,7,6050,7,600,1175,88.0,74.0,131.0
4.0,82056,80833,4486,46,3.0,1,1345,1,1345,1345,22.0,19.0,18.0
4.0,114048,112324,4486,46,3.0,3,3490,2,600,1445,12.0,10.0,13.0
4.0,137934,135813,4486,46,3.0,6,4415,6,575,1000,101.0,91.0,141.0
4.0,169026,166140,4486,46,3.0,1,1345,1,1345,1345,86.0,73.0,89.0
4.0,31042,30353,4486,46,3.0,2,1670,2,425,1245,41.0,68.0,48.0
4.0,24889,24575,4486,46,3.0,1,1745,1,1745,1745,73.0,108.0,111.0
4.0,11444,11199,4486,46,3.0,3,1345,3,100,1045,12.0,6.0,7.0
4.0,81487,80161,4486,46,3.0,1,1000,1,1000,1000,63.0,55.0,65.0
4.0,26763,26257,4486,46,3.0,3,1575,3,100,1175,67.0,78.0,43.0
4.0,25614,25154,4486,46,3.0,3,2000,2,300,850,17.0,42.0,14.0
4.0,166795,164728,4486,46,3.0,6,3815,5,100,1345,113.0,109.0,194.0
4.0,163048,160500,4486,46,3.0,5,6725,4,1245,1445,46.0,40.0,60.0
4.0,169171,166204,4486,46,3.0,2,2370,2,625,1745,74.0,67.0,73.0
4.0,20518,20108,4486,46,3.0,1,1245,1,1245,1245,39.0,69.0,45.0
4.0,150789,148664,4486,46,3.0,2,3090,2,1345,1745,126.0,123.0,203.0
4.0,53904,53066,4486,46,3.0,3,1975,3,200,925,58.0,44.0,123.0
4.0,169527,166771,4486,46,3.0,2,1450,2,600,850,21.0,10.0,9.0
4.0,134783,132720,4486,46,3.0,2,1525,2,600,925,28.0,25.0,29.0
4.0,83552,82123,4486,46,3.0,3,3215,3,625,1345,102.0,99.0,134.0
4.0,13804,13567,4486,46,3.0,4,4435,3,600,1345,36.0,35.0,34.0
4.0,80290,79089,4486,46,3.0,5,3025,3,200,925,12.0,16.0,15.0
4.0,153255,150721,4486,46,3.0,2,2095,2,850,1245,47.0,42.0,46.0
4.0,110269,108662,4486,46,3.0,4,2870,4,100,1745,110.0,77.0,126.0
4.0,41948,41328,4486,46,3.0,3,3120,3,925,1245,14.0,15.0,16.0
4.0,133622,131577,4486,46,3.0,3,3445,3,925,1345,76.0,78.0,183.0
4.0,82663,81445,4486,46,3.0,2,1845,2,600,1245,58.0,45.0,47.0
4.0,47990,47528,4486,46,3.0,5,5960,5,850,1345,67.0,63.0,158.0
4.0,75575,74532,4486,46,3.0,3,1475,3,200,850,34.0,38.0,64.0
4.0,158768,156270,4486,46,3.0,2,2490,1,1245,1245,97.0,91.0,167.0
4.0,70825,69644,4486,46,3.0,1,1445,1,1445,1445,42.0,42.0,65.0
4.0,116730,114949,4486,46,3.0,3,2945,3,600,1745,39.0,31.0,36.0
4.0,49481,48761,4486,46,3.0,16,11560,5,425,1345,29.0,28.0,32.0
4.0,141074,138722,4486,46,3.0,1,1745,1,1745,1745,32.0,28.0,31.0
4.0,78922,77737,4486,46,3.0,3,3190,3,600,1345,76.0,75.0,153.0
4.0,178855,175948,4486,46,3.0,6,4885,3,300,1245,108.0,106.0,159.0
4.0,68352,67388,4486,46,3.0,8,8125,5,500,1345,23.0,20.0,30.0
4.0,74014,72877,4486,46,3.0,1,1345,1,1345,1345,16.0,24.0,27.0
4.0,98290,96902,4486,46,3.0,5,3145,3,425,1045,8.0,1.0,1.0
4.0,27175,26767,4486,57,5.0,1,950,1,950,950,65.0,71.0,29.0
4.0,2688,2621,4486,46,3.0,1,950,1,950,950,79.0,77.0,119.0
4.0,91829,90448,4486,46,3.0,3,1470,2,216,992,29.0,37.0,75.0
4.0,34185,33739,4486,46,3.0,2,2490,1,1245,1245,74.0,103.0,95.0
4.0,108627,106989,4486,46,3.0,6,4495,6,425,1745,38.0,29.0,32.0
2.0,20618,20204,4486,40,5.0,2,2095,2,850,1245,39.0,59.0,36.0
4.0,12585,12159,4486,46,3.0,1,850,1,850,850,76.0,77.0,111.0
4.0,134494,132302,4486,46,3.0,4,3935,3,100,1345,49.0,50.0,64.0
4.0,153237,150779,4486,46,3.0,1,950,1,950,950,50.0,48.0,52.0
4.0,49615,48899,4486,46,3.0,8,9085,8,625,1745,37.0,27.0,32.0
4.0,122195,120429,4486,46,3.0,7,6295,7,300,1345,57.0,55.0,118.0
4.0,57419,56199,4486,46,3.0,2,1670,2,425,1245,101.0,70.0,191.0
4.0,91857,90586,4486,46,3.0,3,2595,3,425,1745,27.0,29.0,61.0
4.0,53487,52612,4486,46,3.0,3,2645,3,600,1445,6.0,4.0,2.0
4.0,35580,34941,4486,46,3.0,2,1845,2,500,1345,92.0,123.0,154.0
4.0,168767,165642,4486,46,3.0,2,950,2,100,850,102.0,95.0,106.0
4.0,145652,143231,4486,46,3.0,2,1025,2,100,925,34.0,19.0,19.0
4.0,168648,165445,4486,46,3.0,2,2070,2,625,1445,103.0,94.0,131.0
4.0,180940,178032,4486,46,3.0,2,2595,2,850,1745,18.0,14.0,13.0
4.0,85458,84115,4486,46,3.0,2,1722,2,651,986,44.0,41.0,58.0
4.0,53363,52485,4486,46,3.0,3,2715,3,425,1245,22.0,18.0,21.0
4.0,161228,158667,4486,46,3.0,3,1945,3,100,1245,19.0,16.0,11.0
4.0,161307,158739,4486,46,3.0,2,1150,2,300,850,13.0,13.0,9.0
4.0,133561,131570,4486,46,3.0,1,1045,1,1045,1045,69.0,66.0,152.0
4.0,16548,16255,4486,47,1.0,1,1403,1,1314,1292,129.0,127.0,205.0
4.0,123400,121438,4486,46,3.0,1,1025,1,1025,1025,20.0,17.0,16.0
4.0,29352,28622,4486,46,3.0,2,2095,2,850,1245,70.0,96.0,101.0
4.0,135390,133171,4486,46,3.0,2,1920,2,575,1345,50.0,31.0,35.0
4.0,120596,118518,4486,46,3.0,2,1635,2,607,943,103.0,89.0,159.0
4.0,41661,41014,4486,46,3.0,1,925,1,925,925,51.0,42.0,47.0
4.0,145747,143369,4486,46,3.0,2,1770,2,425,1345,23.0,14.0,12.0
4.0,125957,123891,4486,46,3.0,5,4190,3,425,1245,86.0,84.0,151.0
4.0,115315,113488,4486,46,3.0,2,3090,2,1345,1745,50.0,34.0,42.0
4.0,67071,65997,4486,46,3.0,1,1245,1,1245,1245,68.0,58.0,89.0
1.0,71082,69915,4486,34,5.0,12,7465,8,200,1545,56.0,52.0,83.0
4.0,126973,124945,4486,46,3.0,1,1345,1,1345,1345,43.0,37.0,43.0
4.0,161179,158595,4486,46,3.0,1,1345,1,1345,1345,25.0,25.0,26.0
1.0,52629,51872,2345,20,1.0,2,3228,2,1546,1812,33.0,32.0,41.0
1.0,22087,21697,2345,20,1.0,1,1100,1,1100,1100,19.0,19.0,17.0
1.0,23139,23156,2345,20,1.0,2,3100,2,1400,1700,26.0,25.0,34.0
3.0,166664,165071,2345,4,1.0,4,4600,3,1400,1700,23.0,23.0,41.0
1.0,35050,34705,2429,40,1.0,1,1150,1,1150,1150,0.0,0.0,0.0
1.0,109524,108106,2429,40,1.0,4,4805,2,1095,1195,0.0,0.0,0.0
1.0,17497,16761,2429,40,1.0,7,5200,5,225,1095,0.0,0.0,0.0
1.0,67616,66554,2429,40,1.0,3,2910,3,595,1095,0.0,0.0,0.0
1.0,151433,149018,2429,40,1.0,2,2495,2,1095,1150,0.0,0.0,0.0
1.0,86324,85090,2429,40,1.0,2,2345,2,1150,1195,0.0,0.0,0.0
1.0,24250,23746,2429,40,1.0,1,1250,1,1150,1150,0.0,0.0,0.0
1.0,116784,114990,2429,40,1.0,2,1190,2,595,595,0.0,0.0,0.0
1.0,9602,9369,2429,40,1.0,7,5035,5,195,1150,0.0,0.0,0.0
1.0,11212,11041,2429,40,1.0,3,2065,3,195,1150,0.0,0.0,0.0
1.0,147906,145535,2429,40,1.0,2,1790,1,895,895,0.0,0.0,0.0
1.0,41193,40648,2429,40,1.0,3,3410,1,1095,1095,0.0,0.0,0.0
1.0,91618,90319,2429,40,1.0,2,1545,2,295,1150,0.0,0.0,0.0
1.0,96175,94622,2429,40,1.0,3,3100,2,600,1150,0.0,0.0,0.0
1.0,95097,94087,2429,40,1.0,1,1250,1,1150,1150,0.0,0.0,0.0
1.0,116012,114334,2429,40,1.0,1,1320,1,1195,1195,0.0,0.0,0.0
1.0,3478,3854,2429,40,1.0,1,1250,1,1150,1150,0.0,0.0,0.0
1.0,159119,157035,2429,40,1.0,3,2990,3,595,1150,0.0,0.0,0.0
1.0,96605,95329,2429,40,1.0,2,2190,1,1095,1095,0.0,0.0,0.0
6.0,116508,114932,2429,47,3.0,3,3125,2,700,1150,0.0,0.0,0.0
1.0,137530,135392,2429,40,1.0,3,3285,1,1095,1095,0.0,0.0,0.0
1.0,60136,59108,2429,40,1.0,4,3040,4,350,1095,0.0,0.0,0.0
1.0,37507,36778,2429,40,1.0,2,2245,2,1095,1150,0.0,0.0,0.0
1.0,3536,3586,2429,40,1.0,2,1850,2,600,1100,0.0,0.0,0.0
4.0,142967,140808,3418,15,2.0,2,890,1,399,399,107.0,102.0,179.0
4.0,41274,40599,3418,15,2.0,2,809,2,355,355,94.0,66.0,97.0
4.0,171408,168743,3418,15,2.0,1,504,1,355,355,18.0,15.0,16.0
4.0,135283,133162,3418,15,2.0,2,908,1,355,355,35.0,19.0,21.0
3.0,11951,11620,2220,50,4.0,3,582,1,194,194,6.0,5.0,4.0
3.0,67898,66882,2220,50,4.0,5,980,2,194,199,1.0,1.0,3.0
1.0,42307,41620,4349,4,1.0,2,1800,1,900,900,15.0,5.0,5.0
1.0,97407,96262,4349,4,1.0,2,2500,2,1200,1300,18.0,19.0,28.0
1.0,104331,102660,4349,4,1.0,3,2500,2,300,1650,27.0,29.0,34.0
1.0,98252,96866,4349,4,1.0,2,2500,2,1200,1300,2.0,1.0,2.0
1.0,151683,149172,4349,4,1.0,3,2500,2,300,1650,28.0,28.0,44.0
