Area,Room,Address,Price,Price(USD),Parking_True,Warehouse_True,Elevator_True
63,1,122,2200000000.0,73333.33,True,True,False
75,2,122,2200000000.0,73333.33,True,True,False
109,2,156,3500000000.0,116666.67,True,True,True
122,2,14,7000000000.0,233333.33,True,True,True
70,1,26,3100000000.0,103333.33,True,True,True
60,1,183,2450000000.0,81666.67,True,True,True
53,1,40,1920000000.0,64000.0,True,True,False
90,1,114,850000000.0,28333.33,False,True,False
72,2,12,1650000000.0,55000.0,True,True,True
74,2,12,1700000000.0,56666.67,True,True,True
88,3,115,560000000.0,18666.67,False,False,True
63,1,122,2150000000.0,71666.67,True,True,True
114,3,142,5500000000.0,183333.33,True,True,True
151,3,135,10200000000.0,340000.0,True,True,True
42,1,156,1760000000.0,58666.67,True,False,True
300,3,21,1500000000.0,50000.0,True,True,False
110,2,183,3730000000.0,124333.33,True,True,True
100,2,152,620000000.0,20666.67,False,False,False
140,1,157,580000000.0,19333.33,False,False,False
70,2,108,3050000000.0,101666.67,True,True,True
60,2,183,2000000000.0,66666.67,True,True,False
76,2,106,2600000000.0,86666.67,True,True,True
148,3,35,5990000000.0,199666.67,True,True,True
75,2,106,2300000000.0,76666.67,True,True,True
40,1,120,1300000000.0,43333.33,True,True,False
65,2,164,2270000000.0,75666.67,True,True,True
140,3,134,4000000000.0,133333.33,True,True,True
110,2,184,4000000000.0,133333.33,True,True,True
70,2,4,1650000000.0,55000.0,True,False,True
128,3,93,6700000000.0,223333.33,True,True,True
94,2,115,580000000.0,19333.33,True,True,True
67,1,122,2300000000.0,76666.67,True,True,True
75,1,152,650000000.0,21666.67,True,True,True
130,2,39,16900000000.0,563333.33,True,True,True
40,0,152,248000000.0,8266.67,False,False,False
97,2,117,510000000.0,17000.0,True,True,True
110,2,156,3850000000.0,128333.33,True,True,True
150,3,138,6000000000.0,200000.0,True,True,True
75,2,27,780000000.0,26000.0,False,False,False
137,3,147,7200000000.0,240000.0,True,True,True
85,2,115,410000000.0,13666.67,True,True,True
68,2,113,430000000.0,14333.33,False,True,False
78,2,23,800000000.0,26666.67,False,True,False
85,2,115,545000000.0,18166.67,True,True,True
100,2,115,1280000000.0,42666.67,True,True,False
71,2,122,2800000000.0,93333.33,True,True,True
140,3,61,11200000000.0,373333.33,True,True,True
136,3,115,750000000.0,25000.0,True,True,False
48,1,74,850000000.0,28333.33,False,False,False
100,2,88,3300000000.0,110000.0,True,True,True
82,2,158,3280000000.0,109333.33,True,False,True
120,3,51,4800000000.0,160000.0,True,True,True
139,3,61,7300000000.0,243333.33,True,True,True
110,3,81,3950000000.0,131666.67,True,True,True
78,2,115,370000000.0,12333.33,False,False,True
79,2,21,750000000.0,25000.0,False,False,False
66,2,141,1725000000.0,57500.0,True,True,True
78,2,76,780000000.0,26000.0,True,True,True
85,2,157,1419000000.0,47300.0,True,True,True
100,2,124,1200000000.0,40000.0,True,True,False
80,2,110,3600000000.0,120000.0,True,True,True
44,1,141,1050000000.0,35000.0,True,True,False
120,2,157,1200000000.0,40000.0,True,True,False
50,1,152,340000000.0,11333.33,False,True,False
121,3,111,3300000000.0,110000.0,True,True,False
80,2,19,2800000000.0,93333.33,True,True,True
70,2,22,1200000000.0,40000.0,False,True,True
160,1,124,3600000.0,120.0,False,False,False
40,0,113,165000000.0,5500.0,False,False,False
88,2,127,2860000000.0,95333.33,True,True,True
141,3,119,3810000000.0,127000.0,True,True,True
140,3,119,1790000000.0,59666.67,True,True,True
120,2,119,1530000000.0,51000.0,True,True,True
66,2,24,1000000000.0,33333.33,False,True,False
70,2,122,3500000000.0,116666.67,True,True,True
75,2,69,3000000000.0,100000.0,True,False,True
70,2,45,1800000000.0,60000.0,False,True,True
150,3,135,20000000000.0,666666.67,True,True,True
95,2,62,950000000.0,31666.67,True,True,True
127,2,163,6000000000.0,200000.0,True,True,True
123,3,146,3700000000.0,123333.33,True,True,True
63,2,163,2000000000.0,66666.67,True,True,True
90,2,122,3050000000.0,101666.67,True,True,True
105,2,117,605000000.0,20166.67,True,True,True
180,3,118,9900000000.0,330000.0,True,True,True
120,3,120,3700000000.0,123333.33,True,False,True
65,2,52,2500000000.0,83333.33,True,True,True
158,3,50,10480000000.0,349333.33,True,True,True
144,3,29,7632000000.0,254400.0,True,True,True
144,3,122,7632000000.0,254400.0,True,True,True
130,3,57,12300000000.0,410000.0,True,True,True
245,3,50,26950000000.0,898333.33,True,True,True
190,3,77,24300000000.0,810000.0,True,True,True
63,2,26,3000000000.0,100000.0,True,True,True
75,2,40,2100000000.0,70000.0,True,True,True
88,2,60,4700000000.0,156666.67,True,False,True
108,2,118,9180000000.0,306000.0,True,True,True
117,2,71,1579500000.0,52650.0,True,True,True
200,3,118,12000000000.0,400000.0,True,True,True
65,1,120,1750000000.0,58333.33,True,True,False
90,2,26,3780000000.0,126000.0,True,True,True
125,2,68,8100000000.0,270000.0,True,True,True
140,3,68,9100000000.0,303333.33,True,True,True
71,2,65,1550000000.0,51666.67,False,True,True
71,2,74,1640000000.0,54666.67,False,True,True
236,4,57,20000000000.0,666666.67,True,True,True
67,2,26,2750000000.0,91666.67,True,True,True
60,1,122,1750000000.0,58333.33,True,True,True
220,3,68,15400000000.0,513333.33,True,True,True
44,1,13,350000000.0,11666.67,True,True,False
68,1,68,4115000000.0,137166.67,True,True,True
100,2,118,8000000000.0,266666.67,True,True,True
86,2,117,580000000.0,19333.33,True,True,True
84,2,117,560000000.0,18666.67,True,True,True
94,2,68,4800000000.0,160000.0,True,True,True
55,1,183,1550000000.0,51666.67,False,True,False
113,2,135,7500000000.0,250000.0,True,True,True
71,2,71,630000000.0,21000.0,True,True,True
70,2,36,2000000000.0,66666.67,True,True,False
200,3,62,2400000000.0,80000.0,True,True,True
106,2,62,1100000000.0,36666.67,True,True,True
320,4,135,24000000000.0,800000.0,True,True,True
114,2,184,3820000000.0,127333.33,True,True,True
100,2,122,6000000000.0,200000.0,True,True,True
122,2,135,5800000000.0,193333.33,True,True,True
200,2,31,3500000000.0,116666.67,True,True,False
154,3,135,12300000000.0,410000.0,True,True,True
210,3,118,15750000000.0,525000.0,True,True,True
200,3,40,11000000000.0,366666.67,True,True,True
65,1,163,3000000000.0,100000.0,True,True,True
124,3,120,3968000000.0,132266.67,True,True,True
83,2,132,1909000000.0,63633.33,True,True,True
270,4,50,37800000000.0,1260000.0,True,True,True
104,2,40,5700000000.0,190000.0,True,True,True
150,3,189,10490000000.0,349666.67,True,True,True
103,3,183,3200000000.0,106666.67,True,True,True
48,1,183,1920000000.0,64000.0,True,True,True
165,3,57,12300000000.0,410000.0,True,True,True
135,2,57,7400000000.0,246666.67,True,True,False
86,2,135,6200000000.0,206666.67,True,True,True
75,2,40,2350000000.0,78333.33,True,True,True
58,1,40,1850000000.0,61666.67,True,True,True
125,2,150,21500000000.0,716666.67,True,True,True
82,2,126,1886000000.0,62866.67,True,True,True
58,2,156,2200000000.0,73333.33,True,True,True
101,2,24,2323000000.0,77433.33,True,True,True
90,2,105,6800000000.0,226666.67,True,True,True
180,3,50,20700000000.0,690000.0,True,True,True
132,3,57,6250000000.0,208333.33,True,True,True
81,2,176,1863000000.0,62100.0,True,True,True
153,3,118,13000000000.0,433333.33,True,True,True
166,3,123,12500000000.0,416666.67,True,True,True
200,3,118,17000000000.0,566666.67,True,True,True
113,2,118,8500000000.0,283333.33,True,True,True
100,2,176,2300000000.0,76666.67,True,True,True
80,2,26,3350000000.0,111666.67,True,True,True
76,2,74,2000000000.0,66666.67,True,True,True
128,3,122,5700000000.0,190000.0,True,True,True
210,3,150,27000000000.0,900000.0,True,True,True
140,2,150,12600000000.0,420000.0,True,True,True
74,2,10,1702000000.0,56733.33,True,True,True
75,1,26,3000000000.0,100000.0,True,True,True
120,2,118,7500000000.0,250000.0,True,True,True
85,2,43,5000000000.0,166666.67,True,True,True
105,2,117,700000000.0,23333.33,True,True,True
175,3,50,15600000000.0,520000.0,True,True,True
170,3,50,15350000000.0,511666.67,True,True,True
58,1,42,2810000000.0,93666.67,True,True,True
75,2,115,395000000.0,13166.67,True,True,True
160,3,57,15100000000.0,503333.33,True,True,True
62,1,156,1850000000.0,61666.67,True,True,True
93,2,134,1450000000.0,48333.33,True,True,True
75,2,71,715000000.0,23833.33,True,True,True
86,2,71,1200000000.0,40000.0,True,True,False
120,2,164,4260000000.0,142000.0,True,True,True
95,2,13,1500000000.0,50000.0,True,True,True
70,2,183,2120000000.0,70666.67,True,True,False
75,2,40,2000000000.0,66666.67,True,True,False
81,2,117,590000000.0,19666.67,True,False,True
65,1,183,1930000000.0,64333.33,True,True,False
75,2,40,2730000000.0,91000.0,True,True,True
106,2,40,3150000000.0,105000.0,True,True,False
115,2,40,4600000000.0,153333.33,True,True,True
100,2,146,3000000000.0,100000.0,True,True,True
118,2,40,4500000000.0,150000.0,True,True,True
116,2,40,5100000000.0,170000.0,True,True,True
76,2,146,2200000000.0,73333.33,True,True,True
74,2,40,2300000000.0,76666.67,True,True,False
96,2,135,4500000000.0,150000.0,True,True,True
87,2,117,625000000.0,20833.33,True,True,True
43,1,108,1620000000.0,54000.0,True,True,False
155,3,105,17050000000.0,568333.33,True,True,True
53,1,40,1920000000.0,64000.0,True,True,True
160,3,50,17600000000.0,586666.67,True,True,True
78,2,146,2250000000.0,75000.0,True,True,True
230,3,105,25300000000.0,843333.33,True,True,True
55,1,183,1850000000.0,61666.67,True,True,True
120,2,135,11700000000.0,390000.0,True,True,False
78,2,163,3600000000.0,120000.0,True,True,True
95,2,163,4400000000.0,146666.67,True,True,True
170,3,57,15400000000.0,513333.33,True,True,True
175,3,150,22750000000.0,758333.33,True,True,True
115,3,122,4500000000.0,150000.0,True,True,True
113,2,122,4300000000.0,143333.33,True,True,True
85,2,122,3380000000.0,112666.67,True,True,True
140,3,135,10000000000.0,333333.33,True,True,True
90,2,135,6500000000.0,216666.67,True,True,True
63,1,122,2200000000.0,73333.33,True,False,False
75,2,26,3220000000.0,107333.33,True,True,True
130,3,122,6240000000.0,208000.0,True,True,True
91,2,122,3350000000.0,111666.67,True,True,True
121,3,119,3650000000.0,121666.67,True,True,True
140,3,135,15500000000.0,516666.67,True,True,True
126,2,40,5500000000.0,183333.33,True,True,True
450,2,2,4200000000.0,140000.0,True,True,False
500,2,2,3900000000.0,130000.0,True,True,False
110,1,118,6600000000.0,220000.0,True,True,True
145,3,63,4700000000.0,156666.67,True,True,True
81,2,152,810000000.0,27000.0,True,True,True
64,2,146,2200000000.0,73333.33,True,True,True
112,2,146,3680000000.0,122666.67,True,True,True
192,3,93,12670000000.0,422333.33,True,True,True
164,3,93,10000000000.0,333333.33,True,True,True
135,3,118,8100000000.0,270000.0,True,True,True
170,3,89,9200000000.0,306666.67,True,True,True
130,3,89,5200000000.0,173333.33,True,True,True
84,2,156,3400000000.0,113333.33,True,True,True
82,2,156,3550000000.0,118333.33,True,True,True
265,3,50,20000000000.0,666666.67,True,True,True
60,1,163,1950000000.0,65000.0,True,True,True
145,3,118,15500000000.0,516666.67,True,True,True
65,1,163,2000000000.0,66666.67,False,True,True
60,1,163,2280000000.0,76000.0,True,True,False
70,2,163,1950000000.0,65000.0,True,True,True
92,2,52,3900000000.0,130000.0,True,True,True
98,2,118,7800000000.0,260000.0,True,True,True
62,1,163,2280000000.0,76000.0,True,True,True
65,1,122,2900000000.0,96666.67,True,True,True
90,2,112,5000000000.0,166666.67,True,True,True
59,2,163,1900000000.0,63333.33,True,True,True
60,2,163,2200000000.0,73333.33,True,True,True
70,2,163,2500000000.0,83333.33,True,True,True
60,1,163,2200000000.0,73333.33,True,True,True
165,3,118,10500000000.0,350000.0,True,True,True
135,2,189,17500000000.0,583333.33,True,True,True
65,1,163,2000000000.0,66666.67,True,True,True
60,1,163,2250000000.0,75000.0,True,True,True
86,2,163,3600000000.0,120000.0,True,True,True
109,2,68,6000000000.0,200000.0,True,True,True
98,2,100,2842000000.0,94733.33,True,True,False
80,2,26,3120000000.0,104000.0,True,True,True
143,3,57,8860000000.0,295333.33,True,True,True
95,2,135,4550000000.0,151666.67,True,True,True
86,2,122,3700000000.0,123333.33,True,True,True
160,3,57,10000000000.0,333333.33,True,True,True
200,3,118,16580000000.0,552666.67,True,True,True
74,1,122,3250000000.0,108333.33,True,True,True
350,3,189,52500000000.0,1750000.0,True,True,True
87,2,108,3550000000.0,118333.33,True,True,True
82,2,183,3450000000.0,115000.0,True,True,True
55,1,146,2490000000.0,83000.0,True,True,True
148,3,43,8400000000.0,280000.0,True,True,True
55,1,146,2020000000.0,67333.33,True,False,True
100,2,163,3800000000.0,126666.67,True,True,False
130,3,26,5300000000.0,176666.67,True,True,True
335,4,135,33500000000.0,1116666.67,True,True,True
320,4,135,40000000000.0,1333333.33,True,True,True
192,3,135,19500000000.0,650000.0,True,True,True
100,2,57,8000000000.0,266666.67,True,True,True
148,3,135,14800000000.0,493333.33,True,True,True
145,2,150,14700000000.0,490000.0,True,True,True
192,4,135,22000000000.0,733333.33,True,True,True
235,3,106,16450000000.0,548333.33,True,True,True
225,3,68,15750000000.0,525000.0,True,True,True
221,4,135,25000000000.0,833333.33,True,True,True
312,4,50,45000000000.0,1500000.0,True,True,True
188,3,112,17672000000.0,589066.67,True,True,True
170,2,50,12400000000.0,413333.33,True,True,True
198,3,50,27720000000.0,924000.0,True,True,True
80,2,106,3100000000.0,103333.33,True,True,True
170,3,105,18700000000.0,623333.33,True,True,True
110,2,166,6600000000.0,220000.0,True,True,True
650,2,2,5200000000.0,173333.33,True,True,False
200,3,135,12000000000.0,400000.0,True,True,True
101,3,43,6500000000.0,216666.67,True,True,True
104,2,52,3850000000.0,128333.33,True,True,True
70,2,108,3200000000.0,106666.67,True,True,True
76,2,146,2570000000.0,85666.67,True,True,False
110,2,52,4300000000.0,143333.33,True,True,True
160,2,118,16200000000.0,540000.0,True,True,True
179,3,39,13800000000.0,460000.0,True,True,True
256,3,39,18500000000.0,616666.67,True,True,True
90,2,52,3850000000.0,128333.33,True,True,True
77,2,146,2570000000.0,85666.67,True,True,True
96,2,118,5600000000.0,186666.67,True,True,True
75,1,26,3250000000.0,108333.33,True,True,True
79,2,0,3000000000.0,100000.0,True,True,True
67,1,135,3400000000.0,113333.33,True,True,True
125,2,146,6400000000.0,213333.33,True,True,True
75,2,146,1890000000.0,63000.0,True,True,False
91,2,135,5400000000.0,180000.0,True,True,True
105,2,115,1417500000.0,47250.0,True,True,True
66,2,111,1585000000.0,52833.33,True,True,True
86,2,163,3270000000.0,109000.0,True,True,True
72,2,108,2380000000.0,79333.33,True,True,False
148,2,85,4500000000.0,150000.0,True,False,True
84,2,135,4600000000.0,153333.33,True,True,True
128,2,105,12800000000.0,426666.67,True,True,True
65,1,183,3900000000.0,130000.0,True,True,True
140,3,118,11800000000.0,393333.33,True,True,True
115,2,43,7400000000.0,246666.67,True,True,True
105,2,135,5700000000.0,190000.0,True,True,True
87,2,117,650000000.0,21666.67,True,True,True
60,1,119,875000000.0,29166.67,True,True,True
68,1,164,2630000000.0,87666.67,True,True,True
103,2,67,9270000000.0,309000.0,True,True,True
55,1,183,2200000000.0,73333.33,True,True,True
140,3,122,7700000000.0,256666.67,True,True,True
257,4,119,12850000000.0,428333.33,True,True,True
82,2,122,4018000000.0,133933.33,True,True,True
167,3,122,10688000000.0,356266.67,True,True,True
53,1,183,1640000000.0,54666.67,False,True,False
51,1,183,1550000000.0,51666.67,False,True,False
54,1,183,2130000000.0,71000.0,True,True,False
82,2,142,4100000000.0,136666.67,True,True,True
75,2,183,2800000000.0,93333.33,True,True,True
98,2,183,4520000000.0,150666.67,True,True,True
70,1,105,5600000000.0,186666.67,True,True,True
64,1,42,3700000000.0,123333.33,True,True,True
85,2,74,2100000000.0,70000.0,True,True,True
48,1,116,980000000.0,32666.67,False,True,False
246,3,43,22500000000.0,750000.0,True,True,True
168,3,57,14000000000.0,466666.67,True,True,True
280,4,135,38500000000.0,1283333.33,True,True,True
84,2,117,680000000.0,22666.67,True,True,True
108,2,61,5180000000.0,172666.67,True,True,True
62,1,146,2580000000.0,86000.0,True,True,True
70,2,163,3370000000.0,112333.33,True,True,True
135,3,0,6480000000.0,216000.0,True,True,True
108,2,50,6200000000.0,206666.67,True,True,True
91,2,43,5180000000.0,172666.67,True,True,True
120,2,57,8900000000.0,296666.67,True,True,True
112,2,57,7500000000.0,250000.0,True,True,False
69,2,120,1800000000.0,60000.0,True,True,True
400,5,87,85000000000.0,2833333.33,True,True,False
660,5,87,55000000000.0,1833333.33,True,True,False
66,1,120,1850000000.0,61666.67,True,False,True
80,2,111,2150000000.0,71666.67,True,True,True
44,1,120,880000000.0,29333.33,True,True,False
180,3,40,9360000000.0,312000.0,True,True,True
164,3,40,9840000000.0,328000.0,True,True,True
213,3,40,14484000000.0,482800.0,True,True,True
100,2,146,3400000000.0,113333.33,True,True,True
300,3,105,55500000000.0,1850000.0,True,True,True
126,3,111,3000000000.0,100000.0,True,True,True
85,2,91,2500000000.0,83333.33,True,True,True
57,1,116,1270000000.0,42333.33,False,True,True
61,1,146,1990000000.0,66333.33,False,True,False
79,2,74,1817000000.0,60566.67,True,True,True
68,1,120,2450000000.0,81666.67,True,True,True
105,2,117,1000000000.0,33333.33,True,True,True
105,2,135,7700000000.0,256666.67,True,True,True
160,2,117,1930000000.0,64333.33,True,True,True
100,2,117,585000000.0,19500.0,True,True,True
125,3,135,12500000000.0,416666.67,True,True,True
94,2,117,990000000.0,33000.0,True,False,True
80,2,108,2200000000.0,73333.33,False,True,False
75,2,116,2300000000.0,76666.67,True,False,True
99,3,106,4190000000.0,139666.67,True,True,True
90,2,146,4099000000.0,136633.33,True,True,True
129,3,146,4500000000.0,150000.0,True,True,True
245,3,14,36500000000.0,1216666.67,True,True,True
102,2,116,2030000000.0,67666.67,True,True,False
141,3,113,1225000000.0,40833.33,True,True,True
96,2,146,3840000000.0,128000.0,True,True,True
155,3,68,8600000000.0,286666.67,True,True,True
300,3,50,55500000000.0,1850000.0,True,True,True
87,2,57,6264000000.0,208800.0,True,True,True
105,2,57,6200000000.0,206666.67,True,True,True
61,1,156,1850000000.0,61666.67,True,True,True
88,2,40,3700000000.0,123333.33,True,True,True
101,2,183,3700000000.0,123333.33,True,True,True
130,2,162,3250000000.0,108333.33,True,True,True
150,3,78,7800000000.0,260000.0,True,True,True
144,2,127,6600000000.0,220000.0,True,True,True
91,2,163,4500000000.0,150000.0,True,True,True
68,2,183,2200000000.0,73333.33,True,True,True
133,3,134,2260000000.0,75333.33,True,True,True
71,2,160,1633000000.0,54433.33,True,True,True
64,1,117,680000000.0,22666.67,True,True,True
132,2,134,2244000000.0,74800.0,True,True,True
95,2,0,5600000000.0,186666.67,True,True,True
95,2,0,4500000000.0,150000.0,True,True,True
102,2,0,5200000000.0,173333.33,True,True,True
120,2,0,6250000000.0,208333.33,True,True,True
117,3,40,4600000000.0,153333.33,True,True,True
55,1,79,1570000000.0,52333.33,True,True,True
60,1,107,295000000.0,9833.33,True,True,True
85,2,74,1900000000.0,63333.33,True,True,True
80,2,74,1750000000.0,58333.33,False,True,True
54,1,74,1500000000.0,50000.0,True,True,True
57,1,52,1880000000.0,62666.67,True,True,True
101,2,120,3130000000.0,104333.33,True,False,True
65,2,52,1960000000.0,65333.33,True,True,False
91,2,122,3230000000.0,107666.67,True,True,True
105,2,117,690000000.0,23000.0,True,True,True
86,2,26,3480000000.0,116000.0,True,True,True
200,3,50,35000000000.0,1166666.67,True,True,True
87,2,117,760000000.0,25333.33,True,True,True
103,2,156,3550000000.0,118333.33,True,True,True
81,2,41,2891700000.0,96390.0,True,True,True
73,2,52,2600000000.0,86666.67,True,True,True
90,2,107,455000000.0,15166.67,True,True,True
134,3,13,1600000000.0,53333.33,True,True,True
51,1,156,2020000000.0,67333.33,True,True,False
108,2,117,1300000000.0,43333.33,True,True,False
86,2,117,610000000.0,20333.33,True,True,True
110,2,117,1870000000.0,62333.33,True,True,False
88,2,117,740000000.0,24666.67,True,True,True
85,2,117,780000000.0,26000.0,True,True,True
100,2,120,3000000000.0,100000.0,True,True,True
87,2,117,715000000.0,23833.33,True,True,True
191,3,50,18145000000.0,604833.33,True,True,True
91,2,141,2093000000.0,69766.67,True,True,True
282,3,50,36660000000.0,1222000.0,True,True,True
282,2,105,30000000000.0,1000000.0,True,True,True
210,3,50,23100000000.0,770000.0,True,True,True
170,2,86,7140000000.0,238000.0,True,True,True
89,2,99,2047000000.0,68233.33,True,True,True
64,2,135,3200000000.0,106666.67,True,True,True
89,2,108,3100000000.0,103333.33,True,True,True
135,3,189,11800000000.0,393333.33,True,True,True
75,2,6,1650000000.0,55000.0,False,False,False
105,2,6,3990000000.0,133000.0,True,True,True
111,2,135,6800000000.0,226666.67,True,True,True
133,3,161,7448000000.0,248266.67,True,True,True
65,1,135,3250000000.0,108333.33,True,True,False
65,1,88,2650000000.0,88333.33,False,True,True
112,2,57,8200000000.0,273333.33,True,True,True
147,3,43,8400000000.0,280000.0,True,True,True
150,3,135,12000000000.0,400000.0,True,True,True
67,1,163,3450000000.0,115000.0,True,True,True
220,3,43,15000000000.0,500000.0,True,True,True
66,2,100,2510000000.0,83666.67,True,True,True
75,2,146,1880000000.0,62666.67,True,True,False
180,3,14,12600000000.0,420000.0,True,True,True
103,2,135,5200000000.0,173333.33,True,True,True
68,1,183,3570000000.0,119000.0,True,True,True
115,2,118,11000000000.0,366666.67,True,True,True
115,2,13,1900000000.0,63333.33,True,True,True
150,3,100,8400000000.0,280000.0,True,True,True
78,2,125,2000000000.0,66666.67,True,True,True
100,2,119,1000000000.0,33333.33,True,True,True
58,1,122,2650000000.0,88333.33,True,True,True
90,2,122,4200000000.0,140000.0,True,True,True
235,3,57,24000000000.0,800000.0,True,True,True
48,1,122,2250000000.0,75000.0,True,True,True
70,2,122,2800000000.0,93333.33,True,True,True
86,2,122,4200000000.0,140000.0,True,True,True
88,2,26,3600000000.0,120000.0,True,True,True
145,3,123,13000000000.0,433333.33,True,True,True
64,2,74,1500000000.0,50000.0,True,True,False
135,3,135,11475000000.0,382500.0,True,True,True
50,1,120,1260000000.0,42000.0,False,True,False
87,2,117,540000000.0,18000.0,True,True,True
84,2,117,550000000.0,18333.33,True,True,True
300,4,189,42000000000.0,1400000.0,True,True,True
137,3,189,10000000000.0,333333.33,True,True,True
105,2,179,9500000000.0,316666.67,True,True,True
145,2,189,11000000000.0,366666.67,True,True,True
170,2,189,32000000000.0,1066666.67,True,True,True
157,3,189,14800000000.0,493333.33,True,True,True
170,3,189,19000000000.0,633333.33,True,True,True
283,3,189,29700000000.0,990000.0,True,True,True
84,2,117,540000000.0,18000.0,True,True,True
" 3,310,000,000 ",2,111,3310000000.0,110333.33,True,True,True
80,2,108,3250000000.0,108333.33,True,True,False
863,2,57,7830000000.0,261000.0,True,True,True
125,2,77,8700000000.0,290000.0,True,True,True
65,2,122,2350000000.0,78333.33,True,True,True
105,2,163,5300000000.0,176666.67,True,True,True
170,3,50,18700000000.0,623333.33,True,True,True
230,3,43,19300000000.0,643333.33,True,True,True
200,3,118,22000000000.0,733333.33,True,True,True
150,3,118,13000000000.0,433333.33,True,True,True
93,2,26,4650000000.0,155000.0,True,True,True
110,2,26,4500000000.0,150000.0,True,True,True
415,5,105,53950000000.0,1798333.33,True,True,True
95,2,135,5700000000.0,190000.0,True,True,True
128,3,43,8960000000.0,298666.67,True,True,True
140,2,135,8400000000.0,280000.0,True,True,True
86,2,163,3200000000.0,106666.67,True,True,True
70,2,135,3900000000.0,130000.0,True,True,True
173,3,40,9515000000.0,317166.67,True,True,True
72,2,163,3150000000.0,105000.0,True,True,True
73,2,135,3900000000.0,130000.0,True,True,True
75,1,26,3200000000.0,106666.67,True,True,True
67,2,183,2200000000.0,73333.33,True,True,True
68,2,40,2700000000.0,90000.0,True,True,True
88,2,117,1900000000.0,63333.33,True,True,True
111,2,135,5661000000.0,188700.0,True,True,True
98,2,183,3750000000.0,125000.0,True,True,False
62,2,183,2750000000.0,91666.67,True,True,True
80,2,26,4240000000.0,141333.33,True,True,True
200,4,135,15000000000.0,500000.0,True,True,True
210,4,135,15500000000.0,516666.67,True,True,True
162,3,150,12150000000.0,405000.0,True,True,True
150,3,43,12000000000.0,400000.0,True,True,True
82,2,117,1100000000.0,36666.67,True,True,True
130,3,118,11100000000.0,370000.0,True,True,True
76,2,135,4000000000.0,133333.33,True,True,True
96,2,150,4800000000.0,160000.0,True,True,True
135,3,135,8700000000.0,290000.0,True,False,True
165,3,150,14800000000.0,493333.33,True,True,True
120,2,152,1050000000.0,35000.0,True,True,True
160,2,117,2000000000.0,66666.67,True,True,True
150,3,57,9000000000.0,300000.0,True,True,True
51,1,120,1300000000.0,43333.33,False,True,True
75,1,43,3900000000.0,130000.0,True,True,True
